"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","GT Power_0(Watt)","Cumulative GT Energy_0(Joules)","Cumulative GT Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"08:56:11:954","819435332372","   1.273","  21.000"," 3500","  30.360","  36.419","  10.116","  17.932","  22.164","   6.157"," 80","0","   1.522","   1.807","   0.502","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:12:058","819693212379","   1.377","  27.000"," 3500","  34.829","  40.020","  11.117","  22.614","  24.502","   6.806"," 83","0","   1.631","   1.975","   0.549","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:12:157","819939619244","   1.476","  21.000"," 3600","  31.271","  43.109","  11.975","  19.253","  26.404","   7.334"," 81","0","   1.475","   2.121","   0.589","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:12:257","820189489711","   1.576","  28.000"," 3500","  35.383","  46.654","  12.959","  23.128","  28.721","   7.978"," 79","0","   1.638","   2.285","   0.635","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:12:356","820436088375","   1.675","  25.000"," 3300","  33.872","  50.002","  13.890","  21.283","  30.825","   8.563"," 78","0","   1.635","   2.447","   0.680","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:12:457","820688498998","   1.776","  28.000"," 3600","  36.466","  53.693","  14.915","  23.586","  33.212","   9.226"," 80","0","   1.704","   2.619","   0.728","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:12:557","820938099638","   1.876","  39.000"," 3500","  42.201","  57.916","  16.088","  29.526","  36.167","  10.046"," 85","0","   1.797","   2.799","   0.778","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:12:657","821187648938","   1.976","  41.000"," 3500","  45.426","  62.461","  17.350","  32.416","  39.410","  10.947"," 82","0","   1.755","   2.975","   0.826","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:12:757","821437205736","   2.076","  34.000"," 3500","  38.788","  66.341","  18.428","  26.440","  42.055","  11.682"," 82","0","   1.690","   3.144","   0.873","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:12:857","821687248815","   2.176","  59.000"," 3500","  49.959","  71.350","  19.819","  36.891","  45.754","  12.709"," 84","0","   1.895","   3.334","   0.926","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:12:956","821932684653","   2.275","  54.000"," 3500","  51.191","  76.387","  21.219","  38.273","  49.520","  13.755"," 88","0","   1.897","   3.521","   0.978","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:13:058","822187719705","   2.377","  31.000"," 3500","  38.439","  80.317","  22.310","  25.984","  52.177","  14.493"," 80","0","   1.695","   3.694","   1.026","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:13:157","822435743818","   2.476","  35.000"," 3500","  41.985","  84.492","  23.470","  29.352","  55.095","  15.304"," 82","0","   1.787","   3.872","   1.075","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:13:254","822676446296","   2.573","  24.000"," 3500","  32.519","  87.631","  24.342","  20.265","  57.051","  15.847"," 82","0","   1.523","   4.018","   1.116","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:13:354","822926106084","   2.673","  41.000"," 3500","  45.479","  92.183","  25.606","  32.173","  60.271","  16.742"," 82","0","   1.806","   4.199","   1.166","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:13:459","823187003763","   2.777","   5.000","  800","   8.664","  93.089","  25.858","   2.737","  60.558","  16.822"," 70","0","   1.570","   4.364","   1.212","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:13:559","823436466022","   2.878","   7.000"," 2800","   6.839","  93.773","  26.048","   1.331","  60.691","  16.859"," 69","0","   1.491","   4.513","   1.254","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:13:659","823686139882","   2.978","  23.000"," 3500","  31.570","  96.933","  26.926","  19.551","  62.648","  17.402"," 81","0","   1.510","   4.664","   1.296","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:13:758","823934613192","   3.077","  22.000"," 3500","  31.972"," 100.118","  27.811","  19.787","  64.619","  17.950"," 78","0","   1.513","   4.815","   1.337","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:13:858","824183961925","   3.177","  24.000"," 3500","  33.000"," 103.417","  28.727","  20.877","  66.706","  18.529"," 84","0","   1.562","   4.971","   1.381","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:13:958","824433428915","   3.277","  21.000"," 3500","  30.676"," 106.485","  29.579","  18.825","  68.589","  19.052"," 77","0","   1.481","   5.119","   1.422","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:14:054","824671974496","   3.373","  23.000"," 3500","  32.927"," 109.635","  30.454","  20.215","  70.522","  19.589"," 79","0","   1.617","   5.273","   1.465","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:14:156","824925677485","   3.475","  27.000"," 3500","  34.367"," 113.130","  31.425","  22.290","  72.789","  20.219"," 80","0","   1.531","   5.429","   1.508","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:14:254","825171330666","   3.573","  26.000"," 3500","  36.591"," 116.734","  32.426","  24.098","  75.163","  20.879"," 79","0","   1.534","   5.580","   1.550","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:14:354","825420187544","   3.673","  25.000"," 3500","  34.771"," 120.203","  33.390","  22.618","  77.419","  21.505"," 79","0","   1.477","   5.728","   1.591","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:14:456","825673997770","   3.775","  26.000"," 3500","  35.815"," 123.848","  34.402","  23.171","  79.777","  22.160"," 79","0","   1.619","   5.892","   1.637","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:14:556","825923379721","   3.875","  20.000"," 3500","  29.758"," 126.823","  35.229","  17.362","  81.513","  22.643"," 77","0","   1.510","   6.043","   1.679","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:14:656","826172856894","   3.975","  21.000"," 3500","  31.096"," 129.933","  36.093","  18.900","  83.404","  23.168"," 85","0","   1.551","   6.199","   1.722","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:14:757","826426057448","   4.076","  18.000"," 3600","  28.973"," 132.875","  36.910","  16.966","  85.126","  23.646"," 78","0","   1.387","   6.339","   1.761","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:14:857","826676037717","   4.176","  17.000"," 3500","  28.574"," 135.739","  37.705","  16.579","  86.788","  24.108"," 89","0","   1.389","   6.479","   1.800","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:14:954","826916206490","   4.273","  19.000"," 3500","  29.612"," 138.590","  38.497","  17.661","  88.488","  24.580"," 83","0","   1.450","   6.618","   1.838","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:15:057","827174213469","   4.376","  18.000"," 3500","  29.742"," 141.666","  39.352","  17.606","  90.309","  25.086"," 79","0","   1.448","   6.768","   1.880","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:15:154","827416683040","   4.473","  21.000"," 3500","  30.983"," 144.678","  40.188","  18.949","  92.151","  25.598"," 79","0","   1.514","   6.915","   1.921","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:15:254","827666121960","   4.573","  19.000"," 3500","  29.097"," 147.588","  40.997","  17.139","  93.865","  26.074"," 81","0","   1.429","   7.058","   1.961","   0.000","   0.000","   0.000","  47.000","  750"
"08:56:15:357","827922549990","   4.676","  33.000"," 3300","  36.829"," 151.375","  42.049","  24.419","  96.376","  26.771"," 81","0","   1.593","   7.222","   2.006","   0.010","   0.001","   0.000","  47.000","  750"
"08:56:15:456","828169783721","   4.775","  32.000"," 3500","  40.652"," 155.404","  43.168","  26.977","  99.050","  27.514"," 80","0","   1.830","   7.403","   2.056","   0.000","   0.001","   0.000","  47.000","  750"
"08:56:15:557","828419899315","   4.875","  25.000"," 3500","  33.059"," 158.719","  44.089","  20.727"," 101.128","  28.091"," 84","0","   1.592","   7.563","   2.101","   0.000","   0.001","   0.000","  47.000","  750"
"08:56:15:654","828663765113","   4.973","  24.000"," 3500","  34.289"," 162.072","  45.020","  21.961"," 103.276","  28.688"," 79","0","   1.445","   7.704","   2.140","   0.000","   0.001","   0.000","  47.000","  750"
"08:56:15:759","828924132930","   5.078","  26.000"," 3500","  36.191"," 165.850","  46.069","  23.706"," 105.750","  29.375"," 84","0","   1.537","   7.865","   2.185","   0.000","   0.001","   0.000","  47.000","  750"
"08:56:15:859","829173561882","   5.178","  22.000"," 3300","  32.824"," 169.132","  46.981","  20.811"," 107.831","  29.953"," 83","0","   1.426","   8.007","   2.224","   0.000","   0.001","   0.000","  47.000","  750"
"08:56:15:955","829412782632","   5.274","  26.000"," 3500","  34.037"," 172.397","  47.888","  21.963"," 109.938","  30.538"," 81","0","   1.517","   8.153","   2.265","   0.000","   0.001","   0.000","  47.000","  750"
"08:56:16:057","829667757805","   5.376","  22.000"," 3500","  31.914"," 175.659","  48.794","  19.228"," 111.903","  31.084"," 82","0","   1.643","   8.321","   2.311","   0.010","   0.002","   0.001","  47.000","  750"
"08:56:16:158","829920306067","   5.477","  24.000"," 3500","  33.418"," 179.043","  49.734","  21.337"," 114.064","  31.684"," 81","0","   1.475","   8.470","   2.353","   0.000","   0.002","   0.001","  47.000","  750"
"08:56:16:254","830160458013","   5.573","  31.000"," 3300","  37.538"," 182.657","  50.738","  25.202"," 116.490","  32.358"," 81","0","   1.654","   8.629","   2.397","   0.000","   0.002","   0.001","  47.000","  750"
"08:56:16:354","830409772917","   5.673","  35.000"," 3300","  41.530"," 186.808","  51.891","  29.159"," 119.405","  33.168"," 87","0","   1.533","   8.783","   2.440","   0.000","   0.002","   0.001","  47.000","  750"
"08:56:16:454","830659453632","   5.773","  28.000"," 3500","  36.994"," 190.511","  52.920","  24.553"," 121.863","  33.851"," 79","0","   1.517","   8.935","   2.482","   0.000","   0.002","   0.001","  47.000","  750"
"08:56:16:555","830909587644","   5.874","  19.000"," 3500","  29.182"," 193.438","  53.733","  17.115"," 123.579","  34.328"," 81","0","   1.475","   9.082","   2.523","   0.000","   0.002","   0.001","  47.000","  750"
"08:56:16:627","831090914421","   5.946","  18.000"," 3500","  28.570"," 195.515","  54.310","  16.565"," 124.784","  34.662"," 83","0","   1.477","   9.190","   2.553","   0.000","   0.002","   0.001","  47.000","  750"

