"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","GT Power_0(Watt)","Cumulative GT Energy_0(Joules)","Cumulative GT Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"10:06:14:903","1130124013955","  49.197","   1.000"," 1700","   2.706","1084.693"," 301.304","   0.217"," 157.086","  43.635"," 69","0","   1.279","  83.599","  23.222","   0.000"," 533.427"," 148.174","  47.000"," 1050"
"10:06:15:003","1130375513113","  49.298","   0.000","  800","   2.297","1084.925"," 301.368","   0.099"," 157.096","  43.638"," 68","0","   1.295","  83.730","  23.258","   0.000"," 533.427"," 148.174","  47.000"," 1050"
"10:06:15:104","1130626928813","  49.399","   0.000","  800","   2.231","1085.150"," 301.431","   0.085"," 157.105","  43.640"," 69","0","   1.280","  83.859","  23.294","   0.000"," 533.427"," 148.174","  47.000"," 1050"
"10:06:15:205","1130878032775","  49.499","   0.000","  800","   2.160","1085.367"," 301.491","   0.027"," 157.107","  43.641"," 69","0","   1.255","  83.985","  23.329","   0.000"," 533.427"," 148.174","  47.000"," 1050"
"10:06:15:306","1131129600438","  49.600","   0.000","  800","   1.865","1085.555"," 301.543","   0.008"," 157.108","  43.641"," 70","0","   1.252","  84.112","  23.364","   0.000"," 533.427"," 148.174","  47.000"," 1050"
"10:06:15:406","1131380933225","  49.701","   1.000","  800","   2.567","1085.814"," 301.615","   0.164"," 157.125","  43.646"," 68","0","   1.269","  84.240","  23.400","   0.000"," 533.427"," 148.174","  47.000"," 1050"
"10:06:15:507","1131632400088","  49.802","   0.000","  800","   2.154","1086.031"," 301.675","   0.021"," 157.127","  43.646"," 68","0","   1.262","  84.367","  23.435","   0.000"," 533.427"," 148.174","  47.000"," 1050"
"10:06:15:604","1131872612045","  49.898","   0.000"," 1700","   2.153","1086.239"," 301.733","   0.042"," 157.131","  43.647"," 68","0","   1.262","  84.488","  23.469","   0.000"," 533.427"," 148.174","  47.000"," 1050"
"10:06:15:708","1132131986600","  50.002","   4.000","  800","   6.026","1086.865"," 301.907","   1.176"," 157.253","  43.681"," 68","0","   1.514","  84.646","  23.513","   0.000"," 533.427"," 148.174","  47.000"," 1050"
"10:06:15:806","1132377427889","  50.100","  22.000"," 3300","  26.756","1089.498"," 302.638","  16.153"," 158.843","  44.123"," 70","0","   1.775","  84.820","  23.561","   0.019"," 533.428"," 148.175","  47.000"," 1000"
"10:06:15:907","1132628630200","  50.201","  11.000"," 1700","  13.894","1090.898"," 303.027","   5.988"," 159.446","  44.290"," 69","0","   1.702","  84.992","  23.609","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:16:004","1132871279238","  50.298","   8.000","  800","   5.552","1091.438"," 303.177","   1.040"," 159.547","  44.319"," 70","0","   1.531","  85.141","  23.650","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:16:105","1133123332191","  50.400","  13.000"," 3500","  15.769","1093.031"," 303.620","   8.079"," 160.363","  44.545"," 71","0","   1.699","  85.312","  23.698","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:16:206","1133374947046","  50.500","  52.000"," 3500","  47.054","1097.778"," 304.938","  33.721"," 163.765","  45.490"," 73","0","   1.969","  85.511","  23.753","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:16:304","1133619499769","  50.598","  21.000"," 2500","  27.420","1100.466"," 305.685","  15.685"," 165.303","  45.917"," 70","0","   1.769","  85.685","  23.801","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:16:407","1133875681530","  50.701","  11.000"," 1700","  11.730","1101.671"," 306.020","   3.976"," 165.711","  46.031"," 70","0","   1.715","  85.861","  23.850","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:16:504","1134118620520","  50.799","  11.000"," 1700","   8.190","1102.469"," 306.241","   2.107"," 165.916","  46.088"," 70","0","   1.694","  86.026","  23.896","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:16:603","1134366521025","  50.898","  11.000"," 1700","   9.128","1103.376"," 306.493","   2.446"," 166.159","  46.155"," 68","0","   1.709","  86.196","  23.943","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:16:707","1134625190550","  51.002","  13.000"," 1700","  12.407","1104.663"," 306.851","   4.227"," 166.598","  46.277"," 69","0","   1.773","  86.379","  23.994","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:16:804","1134865745475","  51.098","  15.000"," 2500","  11.254","1105.748"," 307.152","   3.481"," 166.934","  46.370"," 69","0","   1.618","  86.536","  24.038","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:16:903","1135114491241","  51.198","  17.000"," 3100","  14.671","1107.211"," 307.559","   5.300"," 167.462","  46.517"," 69","0","   1.657","  86.701","  24.084","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:17:007","1135371846348","  51.301","  15.000"," 3500","  16.655","1108.930"," 308.036","   7.276"," 168.213","  46.726"," 70","0","   1.626","  86.869","  24.130","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:17:104","1135615335200","  51.399","  10.000","  800","  12.134","1110.115"," 308.365","   4.768"," 168.678","  46.855"," 69","0","   1.540","  87.019","  24.172","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:17:203","1135861280600","  51.497","   8.000"," 1700","   6.865","1110.791"," 308.553","   1.499"," 168.826","  46.896"," 69","0","   1.658","  87.182","  24.217","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:17:303","1136112017370","  51.598","   8.000"," 2500","   7.215","1111.517"," 308.755","   1.493"," 168.976","  46.938"," 68","0","   1.581","  87.341","  24.261","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:17:404","1136361940613","  51.698","  12.000","  800","   9.021","1112.421"," 309.006","   2.486"," 169.225","  47.007"," 68","0","   1.682","  87.510","  24.308","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:17:504","1136613328488","  51.799","   9.000","  800","   7.277","1113.154"," 309.209","   1.602"," 169.387","  47.052"," 68","0","   1.602","  87.671","  24.353","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:17:607","1136869740565","  51.902","   6.000"," 1700","   6.705","1113.843"," 309.401","   1.236"," 169.514","  47.087"," 68","0","   1.592","  87.835","  24.399","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:17:705","1137113190350","  51.999","   8.000"," 1700","  10.904","1114.908"," 309.697","   3.032"," 169.810","  47.169"," 67","0","   1.698","  88.001","  24.445","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:17:805","1137364471920","  52.100","  10.000"," 1700","   9.824","1115.898"," 309.972","   2.736"," 170.085","  47.246"," 68","0","   1.675","  88.170","  24.492","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:17:907","1137617750870","  52.201","  10.000"," 1700","   7.972","1116.707"," 310.196","   2.029"," 170.291","  47.303"," 69","0","   1.674","  88.340","  24.539","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:18:006","1137864735769","  52.300","   9.000"," 2500","   8.755","1117.574"," 310.437","   2.368"," 170.526","  47.368"," 68","0","   1.642","  88.502","  24.584","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:18:106","1138114689560","  52.401","   9.000"," 1700","   8.554","1118.431"," 310.675","   1.931"," 170.719","  47.422"," 68","0","   1.686","  88.671","  24.631","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:18:207","1138365169355","  52.501","  12.000"," 1700","   9.011","1119.336"," 310.927","   2.465"," 170.967","  47.491"," 67","0","   1.683","  88.840","  24.678","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:18:307","1138615402160","  52.601","   9.000"," 1700","   7.930","1120.132"," 311.148","   1.727"," 171.140","  47.539"," 68","0","   1.655","  89.006","  24.724","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:18:407","1138866101288","  52.702","   9.000","  800","   9.202","1121.057"," 311.405","   2.516"," 171.393","  47.609"," 68","0","   1.640","  89.171","  24.770","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:18:507","1139114626235","  52.802","   8.000"," 1700","   7.564","1121.810"," 311.614","   1.626"," 171.555","  47.654"," 69","0","   1.603","  89.331","  24.814","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:18:604","1139355136580","  52.898","   8.000"," 1700","   7.262","1122.511"," 311.808","   1.629"," 171.712","  47.698"," 68","0","   1.653","  89.490","  24.858","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:18:704","1139605976901","  52.999","  10.000"," 2500","  10.791","1123.596"," 312.110","   3.038"," 172.018","  47.783"," 68","0","   1.782","  89.669","  24.908","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:18:806","1139860326815","  53.101","  17.000"," 1700","  12.404","1124.861"," 312.461","   3.704"," 172.396","  47.888"," 68","0","   1.629","  89.835","  24.954","   0.000"," 533.428"," 148.175","  47.000"," 1000"
"10:06:18:903","1140100798710","  53.197","  35.000"," 3500","  32.509","1127.995"," 313.332","  20.611"," 174.383","  48.440"," 72","0","   1.907","  90.019","  25.005","   0.073"," 533.435"," 148.177","  47.000","  900"
"10:06:19:007","1140360731450","  53.301","  24.000"," 1700","  33.054","1131.440"," 314.289","  20.319"," 176.500","  49.028"," 70","0","   1.526","  90.178","  25.050","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:19:103","1140600852775","  53.397","   3.000","  800","   3.632","1131.789"," 314.386","   0.363"," 176.535","  49.038"," 68","0","   1.360","  90.309","  25.086","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:19:202","1140848955960","  53.497","   4.000"," 1700","   3.817","1132.169"," 314.491","   0.472"," 176.582","  49.051"," 68","0","   1.412","  90.450","  25.125","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:19:308","1141111321000","  53.602","   2.000","  800","   3.227","1132.508"," 314.586","   0.289"," 176.612","  49.059"," 68","0","   1.360","  90.593","  25.165","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:19:407","1141359054400","  53.701","   3.000","  800","   3.466","1132.853"," 314.681","   0.334"," 176.646","  49.068"," 68","0","   1.383","  90.730","  25.203","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:19:503","1141599345593","  53.798","  12.000"," 2500","   8.790","1133.699"," 314.917","   2.230"," 176.861","  49.128"," 68","0","   1.429","  90.868","  25.241","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:19:604","1141849814554","  53.898","  15.000"," 2500","  10.586","1134.763"," 315.212","   3.024"," 177.164","  49.212"," 68","0","   1.442","  91.013","  25.281","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:19:703","1142096202025","  53.997","  23.000"," 1700","  23.488","1137.083"," 315.856","  12.882"," 178.437","  49.566"," 69","0","   1.712","  91.182","  25.328","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:19:803","1142346725213","  54.097","   8.000","  800","   8.578","1137.944"," 316.096","   2.970"," 178.735","  49.649"," 69","0","   1.423","  91.325","  25.368","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:19:906","1142602766638","  54.200","   1.000","  800","   2.863","1138.238"," 316.177","   0.147"," 178.750","  49.653"," 67","0","   1.343","  91.463","  25.406","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:20:007","1142855647595","  54.301","   5.000"," 1700","   4.189","1138.663"," 316.295","   0.504"," 178.801","  49.667"," 67","0","   1.440","  91.609","  25.447","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:20:105","1143099133625","  54.399","   7.000"," 1700","   6.804","1139.327"," 316.480","   1.800"," 178.977","  49.716"," 67","0","   1.458","  91.751","  25.486","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:20:205","1143350470650","  54.500","   4.000"," 1700","   3.714","1139.701"," 316.584","   0.355"," 179.013","  49.726"," 67","0","   1.421","  91.894","  25.526","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:20:305","1143599655690","  54.600","   3.000"," 1700","   3.508","1140.052"," 316.681","   0.308"," 179.044","  49.734"," 70","0","   1.403","  92.034","  25.565","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:20:407","1143853021825","  54.701","   2.000","  800","   3.160","1140.373"," 316.770","   0.223"," 179.066","  49.741"," 67","0","   1.363","  92.173","  25.604","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:20:507","1144103819863","  54.802","   7.000","  800","   6.675","1141.044"," 316.957","   1.643"," 179.231","  49.786"," 68","0","   1.486","  92.322","  25.645","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:20:604","1144344464495","  54.898","   1.000"," 1700","   2.488","1141.284"," 317.023","   0.092"," 179.240","  49.789"," 66","0","   1.291","  92.447","  25.680","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:20:707","1144602711163","  55.002","   4.000","  800","   6.320","1141.938"," 317.205","   1.208"," 179.365","  49.824"," 67","0","   1.527","  92.605","  25.724","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:20:804","1144843514275","  55.098","   1.000","  800","   2.864","1142.215"," 317.282","   0.180"," 179.383","  49.829"," 67","0","   1.353","  92.735","  25.760","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:20:903","1145090451700","  55.197","   4.000","  800","   4.168","1142.627"," 317.396","   0.538"," 179.436","  49.843"," 67","0","   1.420","  92.876","  25.799","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:21:007","1145349800663","  55.301","   3.000","  800","   3.472","1142.988"," 317.497","   0.282"," 179.465","  49.851"," 67","0","   1.388","  93.020","  25.839","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:21:103","1145589028995","  55.397","   2.000"," 1700","   3.253","1143.300"," 317.583","   0.256"," 179.490","  49.858"," 67","0","   1.371","  93.152","  25.876","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:21:207","1145847730025","  55.501","   2.000","  800","   2.926","1143.604"," 317.668","   0.138"," 179.504","  49.862"," 68","0","   1.346","  93.292","  25.914","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:21:303","1146087209140","  55.597","   4.000"," 1700","   4.217","1144.009"," 317.780","   0.554"," 179.557","  49.877"," 68","0","   1.411","  93.427","  25.952","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:21:403","1146337269062","  55.697","  10.000"," 3300","  15.956","1145.609"," 318.225","   7.483"," 180.307","  50.085"," 74","0","   1.378","  93.565","  25.990","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:21:504","1146588495880","  55.798","   5.000"," 1700","   9.706","1146.586"," 318.496","   4.158"," 180.726","  50.202"," 68","0","   1.352","  93.701","  26.028","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:21:604","1146837844750","  55.898","   1.000","  800","   2.799","1146.866"," 318.574","   0.185"," 180.745","  50.207"," 67","0","   1.332","  93.834","  26.065","   0.000"," 533.435"," 148.177","  47.000","  900"
"10:06:21:676","1147018975193","  55.971","   4.000"," 2500","   3.755","1147.139"," 318.650","   0.480"," 180.780","  50.217"," 67","0","   1.378","  93.935","  26.093","   0.000"," 533.435"," 148.177","  47.000","  900"

"Total Elapsed Time (sec) = 55.970624"
"Measured RDTSC Frequency (GHz) = 2.494"

"Cumulative Processor Energy_0 (Joules) = 1147.138733"
"Cumulative Processor Energy_0 (mWh) = 318.649648"
"Average Processor Power_0 (Watt) = 20.495371"

"Cumulative IA Energy_0 (Joules) = 180.779541"
"Cumulative IA Energy_0 (mWh) = 50.216539"
"Average IA Power_0 (Watt) = 3.229900"

"Cumulative DRAM Energy_0 (Joules) = 93.934509"
"Cumulative DRAM Energy_0 (mWh) = 26.092919"
"Average DRAM Power_0 (Watt) = 1.678282"

"Cumulative GT Energy_0 (Joules) = 533.435486"
"Cumulative GT Energy_0 (mWh) = 148.176524"
"Average GT Power_0 (Watt) = 9.530633"
