"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","GT Power_0(Watt)","Cumulative GT Energy_0(Joules)","Cumulative GT Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"09:00:12:555","1419548311375","  12.953","   6.000"," 2500","   4.525","  70.676","  19.632","   0.965","  15.862","   4.406"," 62","0","   1.420","  17.995","   4.999","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:12:656","1419798705525","  13.053","   4.000","  800","   5.274","  71.205","  19.779","   0.865","  15.948","   4.430"," 61","0","   1.497","  18.145","   5.040","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:12:757","1420051911125","  13.155","   1.000","  800","   2.543","  71.463","  19.851","   0.107","  15.959","   4.433"," 61","0","   1.309","  18.278","   5.077","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:12:855","1420296023130","  13.253","   9.000"," 2500","  14.967","  72.928","  20.258","   6.244","  16.570","   4.603"," 65","0","   1.519","  18.427","   5.119","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:12:956","1420547587300","  13.354","   1.000","  800","   3.212","  73.252","  20.348","   0.325","  16.603","   4.612"," 61","0","   1.425","  18.571","   5.159","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:13:059","1420803983988","  13.456","   2.000","  800","   3.187","  73.580","  20.439","   0.278","  16.632","   4.620"," 62","0","   1.339","  18.708","   5.197","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:13:157","1421050217463","  13.555","   1.000","  800","   2.348","  73.811","  20.503","   0.056","  16.637","   4.621"," 61","0","   1.292","  18.836","   5.232","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:13:258","1421301772425","  13.656","   0.000","  800","   2.317","  74.045","  20.568","   0.044","  16.642","   4.623"," 61","0","   1.294","  18.967","   5.268","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:13:355","1421542622888","  13.753","   1.000","  800","   2.512","  74.288","  20.635","   0.075","  16.649","   4.625"," 61","0","   1.299","  19.092","   5.303","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:13:454","1421789643070","  13.852","   3.000"," 1700","   4.636","  74.747","  20.763","   0.751","  16.723","   4.645"," 60","0","   1.439","  19.234","   5.343","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:13:556","1422044291225","  13.954","   0.000","  800","   2.247","  74.976","  20.827","   0.032","  16.727","   4.646"," 61","0","   1.292","  19.366","   5.380","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:13:658","1422298215375","  14.055","   0.000","  800","   2.120","  75.192","  20.887","   0.019","  16.729","   4.647"," 60","0","   1.285","  19.497","   5.416","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:13:758","1422547144538","  14.155","   0.000","  800","   2.381","  75.430","  20.953","   0.053","  16.734","   4.648"," 61","0","   1.296","  19.627","   5.452","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:13:859","1422799897638","  14.257","   0.000","  800","   2.297","  75.662","  21.017","   0.037","  16.738","   4.649"," 60","0","   1.287","  19.757","   5.488","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:13:956","1423043191163","  14.354","   0.000","  800","   2.286","  75.885","  21.079","   0.064","  16.744","   4.651"," 60","0","   1.286","  19.883","   5.523","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:14:057","1423292985000","  14.454","   6.000","  800","   5.148","  76.401","  21.222","   1.179","  16.862","   4.684"," 61","0","   1.460","  20.029","   5.564","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:14:155","1423537543691","  14.552","   7.000"," 3100","   6.892","  77.077","  21.410","   1.791","  17.037","   4.733"," 63","0","   1.478","  20.174","   5.604","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:14:258","1423795968013","  14.656","   2.000","  800","   5.089","  77.604","  21.557","   1.040","  17.145","   4.763"," 61","0","   1.421","  20.321","   5.645","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:14:356","1424039838581","  14.754","   3.000"," 2500","   4.890","  78.082","  21.689","   1.119","  17.255","   4.793"," 62","0","   1.375","  20.455","   5.682","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:14:459","1424296099025","  14.856","   4.000"," 1700","   6.462","  78.746","  21.874","   1.687","  17.428","   4.841"," 62","0","   1.549","  20.614","   5.726","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:14:557","1424541715134","  14.955","   4.000"," 2500","   5.009","  79.239","  22.011","   1.064","  17.533","   4.870"," 61","0","   1.352","  20.747","   5.763","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:14:658","1424793398825","  15.056","   2.000","  800","   4.581","  79.701","  22.139","   0.836","  17.617","   4.894"," 61","0","   1.444","  20.893","   5.804","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:14:759","1425043921438","  15.156","   5.000","  800","   6.868","  80.391","  22.331","   1.695","  17.787","   4.941"," 62","0","   1.517","  21.045","   5.846","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:14:854","1425282191090","  15.252","   3.000"," 1700","   4.655","  80.836","  22.454","   0.999","  17.883","   4.967"," 62","0","   1.368","  21.176","   5.882","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:14:955","1425534137550","  15.353","   3.000","  800","   4.209","  81.261","  22.573","   0.662","  17.950","   4.986"," 61","0","   1.441","  21.322","   5.923","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:15:055","1425782346275","  15.452","   8.000","  800","   5.250","  81.783","  22.718","   0.740","  18.023","   5.006"," 62","0","   1.554","  21.476","   5.966","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:15:156","1426034194435","  15.553","   5.000"," 1700","   6.494","  82.439","  22.900","   1.436","  18.168","   5.047"," 61","0","   1.413","  21.619","   6.005","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:15:256","1426285596385","  15.654","   5.000"," 1700","   6.038","  83.048","  23.069","   1.567","  18.326","   5.091"," 61","0","   1.448","  21.765","   6.046","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:15:354","1426529435638","  15.752","   1.000","  800","   3.365","  83.377","  23.160","   0.175","  18.343","   5.095"," 61","0","   1.352","  21.897","   6.083","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:15:457","1426786885575","  15.855","   3.000","  800","   4.592","  83.851","  23.292","   0.680","  18.414","   5.115"," 61","0","   1.416","  22.043","   6.123","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:15:559","1427039760275","  15.957","   1.000","  800","   2.630","  84.117","  23.366","   0.190","  18.433","   5.120"," 60","0","   1.305","  22.176","   6.160","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:15:654","1427277332320","  16.052","   6.000"," 1700","   8.503","  84.927","  23.591","   2.159","  18.639","   5.177"," 60","0","   1.512","  22.320","   6.200","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:15:755","1427528803130","  16.153","   0.000"," 1700","   2.247","  85.154","  23.654","   0.047","  18.643","   5.179"," 62","0","   1.320","  22.453","   6.237","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:15:859","1427787313550","  16.256","   0.000","  800","   2.021","  85.363","  23.712","   0.018","  18.645","   5.179"," 61","0","   1.268","  22.584","   6.273","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:15:959","1428037660900","  16.357","   1.000","  800","   2.432","  85.607","  23.780","   0.079","  18.653","   5.181"," 60","0","   1.307","  22.715","   6.310","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:16:059","1428287209913","  16.457","   1.000","  800","   2.912","  85.899","  23.861","   0.195","  18.672","   5.187"," 60","0","   1.322","  22.848","   6.347","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:16:156","1428529254100","  16.554","   1.000"," 1700","   2.550","  86.146","  23.929","   0.089","  18.681","   5.189"," 61","0","   1.307","  22.974","   6.382","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:16:259","1428785710800","  16.656","   1.000","  800","   2.619","  86.415","  24.004","   0.158","  18.697","   5.194"," 61","0","   1.333","  23.112","   6.420","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:16:355","1429025449375","  16.753","   0.000","  800","   2.139","  86.621","  24.061","   0.032","  18.700","   5.195"," 59","0","   1.272","  23.234","   6.454","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:16:457","1429279453400","  16.854","   3.000","  800","   4.643","  87.094","  24.193","   0.810","  18.783","   5.217"," 61","0","   1.434","  23.380","   6.494","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:16:555","1429525741325","  16.953","   0.000","  800","   2.137","  87.305","  24.251","   0.022","  18.785","   5.218"," 60","0","   1.276","  23.506","   6.529","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:16:656","1429777150000","  17.054","   0.000","  800","   2.118","  87.518","  24.311","   0.025","  18.788","   5.219"," 61","0","   1.279","  23.635","   6.565","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:16:756","1430026901688","  17.154","   0.000","  800","   2.088","  87.727","  24.369","   0.018","  18.789","   5.219"," 60","0","   1.278","  23.763","   6.601","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:16:856","1430275335600","  17.254","   0.000","  800","   2.034","  87.930","  24.425","   0.020","  18.791","   5.220"," 59","0","   1.276","  23.890","   6.636","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:16:954","1430519869850","  17.352","   0.000","  800","   2.263","  88.152","  24.487","   0.046","  18.796","   5.221"," 60","0","   1.287","  24.016","   6.671","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:17:059","1430780986125","  17.456","   0.000","  800","   2.094","  88.371","  24.548","   0.027","  18.799","   5.222"," 60","0","   1.276","  24.150","   6.708","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:17:157","1431026349585","  17.555","   2.000"," 1700","   3.453","  88.711","  24.642","   0.380","  18.836","   5.232"," 60","0","   1.353","  24.283","   6.745","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:17:257","1431274204013","  17.654","   1.000","  800","   2.550","  88.964","  24.712","   0.106","  18.847","   5.235"," 59","0","   1.314","  24.413","   6.781","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:17:355","1431519664425","  17.753","   0.000","  800","   2.003","  89.161","  24.767","   0.020","  18.849","   5.236"," 60","0","   1.267","  24.538","   6.816","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:17:458","1431776562013","  17.856","   2.000","  800","   4.619","  89.637","  24.899","   0.721","  18.923","   5.256"," 60","0","   1.416","  24.684","   6.857","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:17:559","1432028043175","  17.956","   0.000","  800","   2.267","  89.866","  24.963","   0.031","  18.926","   5.257"," 60","0","   1.290","  24.814","   6.893","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:17:658","1432276122738","  18.056","   0.000","  800","   2.223","  90.087","  25.024","   0.039","  18.930","   5.258"," 60","0","   1.289","  24.942","   6.928","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:17:759","1432527400875","  18.157","   0.000","  800","   2.131","  90.301","  25.084","   0.029","  18.933","   5.259"," 59","0","   1.281","  25.071","   6.964","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:17:859","1432776826300","  18.257","   0.000","  800","   2.029","  90.504","  25.140","   0.020","  18.935","   5.260"," 61","0","   1.271","  25.198","   7.000","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:17:958","1433024804025","  18.356","   0.000","  800","   2.114","  90.714","  25.198","   0.050","  18.940","   5.261"," 58","0","   1.278","  25.325","   7.035","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:18:058","1433273880600","  18.456","   0.000","  800","   2.302","  90.944","  25.262","   0.049","  18.945","   5.262"," 60","0","   1.291","  25.454","   7.071","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:18:155","1433515956430","  18.553","   3.000"," 1700","   3.844","  91.317","  25.366","   0.557","  18.999","   5.277"," 59","0","   1.338","  25.584","   7.107","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:18:254","1433762731313","  18.652","   1.000","  800","   2.643","  91.579","  25.439","   0.173","  19.016","   5.282"," 61","0","   1.333","  25.716","   7.143","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:18:355","1434013877738","  18.753","   0.000","  800","   2.048","  91.785","  25.496","   0.021","  19.018","   5.283"," 60","0","   1.267","  25.844","   7.179","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:18:458","1434270811688","  18.856","   3.000","  800","   4.478","  92.247","  25.624","   0.665","  19.086","   5.302"," 60","0","   1.418","  25.990","   7.219","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:18:558","1434519184688","  18.955","   0.000","  800","   2.047","  92.450","  25.681","   0.025","  19.089","   5.302"," 59","0","   1.275","  26.117","   7.255","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:18:657","1434767993350","  19.055","   1.000","  800","   2.674","  92.717","  25.755","   0.155","  19.104","   5.307"," 60","0","   1.304","  26.247","   7.291","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:18:758","1435019494075","  19.156","   0.000","  800","   2.123","  92.931","  25.814","   0.021","  19.106","   5.307"," 59","0","   1.275","  26.375","   7.326","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:18:859","1435270900825","  19.257","   1.000","  800","   2.449","  93.178","  25.883","   0.063","  19.113","   5.309"," 59","0","   1.294","  26.506","   7.363","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:18:959","1435520137188","  19.357","   0.000","  800","   2.256","  93.404","  25.945","   0.040","  19.117","   5.310"," 60","0","   1.291","  26.635","   7.399","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:19:057","1435764362650","  19.454","   0.000","  800","   2.313","  93.630","  26.008","   0.035","  19.120","   5.311"," 59","0","   1.292","  26.761","   7.434","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:19:156","1436012055475","  19.554","   2.000"," 1700","   2.970","  93.925","  26.090","   0.210","  19.141","   5.317"," 59","0","   1.336","  26.894","   7.471","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:19:257","1436263273025","  19.654","   0.000","  800","   2.400","  94.167","  26.157","   0.116","  19.153","   5.320"," 59","0","   1.297","  27.024","   7.507","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:19:354","1436506898535","  19.752","   0.000"," 1700","   2.151","  94.377","  26.216","   0.039","  19.156","   5.321"," 60","0","   1.273","  27.149","   7.541","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:19:459","1436767118213","  19.856","   2.000","  800","   4.567","  94.853","  26.348","   0.713","  19.231","   5.342"," 59","0","   1.399","  27.295","   7.582","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:19:558","1437014119444","  19.955","   4.000"," 3600","   6.247","  95.472","  26.520","   1.990","  19.428","   5.397"," 62","0","   1.362","  27.430","   7.619","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:19:656","1437260127575","  20.054","  10.000"," 1700","  17.198","  97.168","  26.991","   7.456","  20.163","   5.601"," 61","0","   1.609","  27.588","   7.663","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:19:758","1437513730482","  20.156","   2.000"," 2800","   3.240","  97.498","  27.083","   0.319","  20.196","   5.610"," 61","0","   1.313","  27.722","   7.701","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:19:858","1437763334250","  20.256","   3.000","  800","   7.235","  98.222","  27.284","   2.506","  20.446","   5.680"," 60","0","   1.357","  27.858","   7.738","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:19:956","1438007966313","  20.354","   0.000","  800","   2.245","  98.442","  27.345","   0.058","  20.452","   5.681"," 60","0","   1.285","  27.984","   7.773","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:20:057","1438259498275","  20.455","   2.000","  800","   2.870","  98.731","  27.425","   0.279","  20.480","   5.689"," 60","0","   1.321","  28.117","   7.810","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:20:156","1438507270263","  20.554","   2.000","  800","   4.090","  99.138","  27.538","   0.731","  20.553","   5.709"," 60","0","   1.307","  28.247","   7.846","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:20:259","1438761901345","  20.656","   1.000"," 1700","   2.702","  99.413","  27.615","   0.130","  20.566","   5.713"," 59","0","   1.331","  28.383","   7.884","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:20:355","1439002157363","  20.753","   0.000","  800","   2.012","  99.607","  27.669","   0.021","  20.568","   5.713"," 60","0","   1.270","  28.505","   7.918","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:20:459","1439262013700","  20.857","   2.000","  800","   4.365"," 100.062","  27.795","   0.630","  20.634","   5.732"," 62","0","   1.402","  28.651","   7.959","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:20:559","1439511288538","  20.957","   1.000","  800","   2.357"," 100.297","  27.860","   0.090","  20.643","   5.734"," 60","0","   1.282","  28.779","   7.994","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:20:659","1439760656213","  21.057","   0.000","  800","   2.065"," 100.504","  27.918","   0.035","  20.646","   5.735"," 60","0","   1.273","  28.906","   8.030","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:20:758","1440008643190","  21.156","   0.000"," 1700","   2.044"," 100.707","  27.974","   0.024","  20.649","   5.736"," 59","0","   1.271","  29.033","   8.065","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:20:859","1440259491438","  21.257","   0.000","  800","   2.030"," 100.911","  28.031","   0.022","  20.651","   5.736"," 60","0","   1.274","  29.161","   8.100","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:20:957","1440503448600","  21.354","   0.000","  800","   2.163"," 101.123","  28.090","   0.042","  20.655","   5.738"," 59","0","   1.280","  29.286","   8.135","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:21:057","1440752711925","  21.454","   1.000","  800","   3.090"," 101.432","  28.175","   0.148","  20.670","   5.742"," 60","0","   1.304","  29.416","   8.171","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:21:156","1441001502038","  21.554","   3.000","  800","   5.177"," 101.948","  28.319","   1.169","  20.786","   5.774"," 58","0","   1.380","  29.554","   8.209","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:21:256","1441250277050","  21.654","   0.000","  800","   2.197"," 102.167","  28.380","   0.028","  20.789","   5.775"," 59","0","   1.286","  29.682","   8.245","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:21:355","1441496414245","  21.753","   0.000"," 1700","   2.254"," 102.390","  28.442","   0.030","  20.792","   5.776"," 59","0","   1.287","  29.809","   8.280","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:21:458","1441752641250","  21.855","   2.000","  800","   4.362"," 102.838","  28.566","   0.621","  20.856","   5.793"," 59","0","   1.415","  29.955","   8.321","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:21:558","1442004064388","  21.956","   0.000","  800","   2.274"," 103.067","  28.630","   0.083","  20.864","   5.796"," 59","0","   1.292","  30.085","   8.357","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:21:655","1442244047513","  22.052","   1.000","  800","   2.754"," 103.332","  28.703","   0.149","  20.879","   5.800"," 59","0","   1.310","  30.211","   8.392","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:21:759","1442503703375","  22.156","   0.000","  800","   2.127"," 103.553","  28.765","   0.027","  20.882","   5.800"," 59","0","   1.280","  30.344","   8.429","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:21:859","1442753733925","  22.257","   0.000","  800","   2.248"," 103.779","  28.827","   0.049","  20.886","   5.802"," 59","0","   1.287","  30.473","   8.465","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:21:959","1443003143788","  22.357","   0.000","  800","   2.127"," 103.991","  28.886","   0.035","  20.890","   5.803"," 59","0","   1.280","  30.601","   8.500","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:22:057","1443247733088","  22.455","   4.000","  800","   3.878"," 104.371","  28.992","   0.593","  20.948","   5.819"," 58","0","   1.411","  30.740","   8.539","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:22:157","1443498245425","  22.555","   1.000","  800","   2.326"," 104.605","  29.057","   0.045","  20.953","   5.820"," 59","0","   1.285","  30.869","   8.575","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:22:257","1443746202063","  22.655","   0.000","  800","   2.182"," 104.822","  29.117","   0.053","  20.958","   5.822"," 58","0","   1.293","  30.997","   8.610","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:22:354","1443989628963","  22.752","   0.000","  800","   1.934"," 105.011","  29.170","   0.018","  20.960","   5.822"," 58","0","   1.266","  31.121","   8.645","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:22:456","1444243987900","  22.854","  10.000"," 1700","  14.532"," 106.493","  29.581","   5.358","  21.506","   5.974"," 62","0","   1.652","  31.289","   8.691","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:22:556","1444491253350","  22.953","   1.000","  800","   2.799"," 106.770","  29.658","   0.118","  21.518","   5.977"," 60","0","   1.302","  31.418","   8.727","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:22:656","1444741668865","  23.054","   4.000"," 1700","   5.653"," 107.338","  29.816","   1.292","  21.648","   6.013"," 59","0","   1.379","  31.557","   8.766","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:22:757","1444993399150","  23.155","   0.000","  800","   2.149"," 107.555","  29.876","   0.028","  21.650","   6.014"," 58","0","   1.273","  31.685","   8.801","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:22:858","1445244900625","  23.255","   1.000","  800","   2.487"," 107.805","  29.946","   0.119","  21.662","   6.017"," 59","0","   1.310","  31.817","   8.838","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:22:958","1445496218400","  23.356","   1.000","  800","   2.461"," 108.053","  30.015","   0.107","  21.673","   6.020"," 58","0","   1.304","  31.949","   8.875","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:23:054","1445734440700","  23.452","   1.000","  800","   2.425"," 108.285","  30.079","   0.086","  21.681","   6.023"," 59","0","   1.307","  32.074","   8.909","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:23:156","1445987958790","  23.553","   2.000"," 1700","   3.231"," 108.613","  30.170","   0.393","  21.721","   6.034"," 58","0","   1.329","  32.209","   8.947","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:23:255","1446235434775","  23.653","   7.000"," 3300","  11.354"," 109.740","  30.483","   4.535","  22.171","   6.159"," 66","0","   1.372","  32.345","   8.985","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:23:355","1446485020500","  23.753","  10.000","  800","  15.070"," 111.248","  30.902","   6.247","  22.796","   6.332"," 62","0","   1.541","  32.499","   9.028","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:23:457","1446740887940","  23.855","   4.000"," 3600","   6.068"," 111.870","  31.075","   1.274","  22.927","   6.369"," 62","0","   1.420","  32.645","   9.068","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:23:557","1446989635250","  23.955","   3.000","  800","   6.397"," 112.508","  31.252","   2.119","  23.138","   6.427"," 59","0","   1.337","  32.778","   9.105","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:23:656","1447234766813","  24.053","   0.000","  800","   2.175"," 112.722","  31.312","   0.038","  23.142","   6.428"," 60","0","   1.286","  32.904","   9.140","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:23:756","1447486369775","  24.154","   1.000","  800","   2.510"," 112.975","  31.382","   0.101","  23.152","   6.431"," 60","0","   1.319","  33.037","   9.177","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:23:856","1447735193638","  24.254","   1.000","  800","   2.597"," 113.234","  31.454","   0.116","  23.164","   6.434"," 59","0","   1.318","  33.169","   9.214","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:23:955","1447982502263","  24.353","   1.000","  800","   2.549"," 113.487","  31.524","   0.139","  23.178","   6.438"," 59","0","   1.309","  33.299","   9.250","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:24:058","1448237821920","  24.455","   3.000"," 1700","   4.559"," 113.954","  31.654","   0.875","  23.267","   6.463"," 59","0","   1.382","  33.440","   9.289","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:24:157","1448484716750","  24.554","   2.000","  800","   3.318"," 114.282","  31.745","   0.281","  23.295","   6.471"," 58","0","   1.377","  33.576","   9.327","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:24:257","1448735116792","  24.655","   5.000"," 3500","   7.634"," 115.049","  31.958","   2.552","  23.551","   6.542"," 68","0","   1.421","  33.719","   9.366","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:24:355","1448979250588","  24.753","   3.000","  800","   5.761"," 115.613","  32.115","   1.508","  23.699","   6.583"," 60","0","   1.445","  33.861","   9.406","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:24:458","1449237511063","  24.856","   3.000","  800","   4.850"," 116.115","  32.254","   0.803","  23.782","   6.606"," 59","0","   1.431","  34.009","   9.447","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:24:559","1449487063220","  24.956","   6.000"," 1700","   9.579"," 117.073","  32.520","   3.334","  24.115","   6.699"," 60","0","   1.556","  34.164","   9.490","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:24:658","1449734883188","  25.056","   1.000","  800","   2.306"," 117.302","  32.584","   0.096","  24.125","   6.701"," 58","0","   1.282","  34.292","   9.526","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:24:757","1449981846625","  25.155","   0.000","  800","   2.108"," 117.511","  32.642","   0.040","  24.129","   6.702"," 59","0","   1.282","  34.419","   9.561","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:24:859","1450236381413","  25.257","   0.000","  800","   2.116"," 117.727","  32.702","   0.018","  24.131","   6.703"," 59","0","   1.277","  34.549","   9.597","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:24:959","1450485835725","  25.357","   0.000","  800","   2.205"," 117.948","  32.763","   0.064","  24.137","   6.705"," 59","0","   1.285","  34.678","   9.633","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:25:057","1450731421150","  25.455","   0.000","  800","   2.269"," 118.171","  32.825","   0.037","  24.141","   6.706"," 57","0","   1.289","  34.805","   9.668","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:25:156","1450978169775","  25.554","   2.000","  800","   3.149"," 118.483","  32.912","   0.305","  24.171","   6.714"," 58","0","   1.330","  34.936","   9.704","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:25:257","1451229822150","  25.655","   0.000","  800","   2.099"," 118.694","  32.971","   0.027","  24.174","   6.715"," 58","0","   1.281","  35.065","   9.740","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:25:357","1451479239195","  25.755","   1.000"," 1700","   2.484"," 118.943","  33.040","   0.139","  24.188","   6.719"," 58","0","   1.294","  35.195","   9.776","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:25:456","1451725285925","  25.854","   2.000","  800","   4.313"," 119.368","  33.158","   0.606","  24.247","   6.735"," 58","0","   1.408","  35.334","   9.815","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:25:557","1451976614025","  25.954","   0.000","  800","   2.457"," 119.616","  33.227","   0.087","  24.256","   6.738"," 58","0","   1.289","  35.464","   9.851","   0.000","   0.000","   0.000","  47.000","  750"
