"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","GT Power_0(Watt)","Cumulative GT Energy_0(Joules)","Cumulative GT Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"09:00:03:758","1397606427810","   4.156","   0.000"," 1700","   2.184","  38.337","  10.649","   0.037","  11.595","   3.221"," 62","0","   1.278","   5.881","   1.634","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:03:859","1397857445363","   4.257","   1.000","  800","   2.292","  38.568","  10.713","   0.102","  11.606","   3.224"," 63","0","   1.280","   6.010","   1.669","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:03:959","1398106444375","   4.356","   0.000","  800","   2.219","  38.790","  10.775","   0.050","  11.611","   3.225"," 63","0","   1.286","   6.138","   1.705","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:04:059","1398355958538","   4.456","   0.000","  800","   2.052","  38.995","  10.832","   0.021","  11.613","   3.226"," 63","0","   1.268","   6.265","   1.740","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:04:159","1398605558630","   4.556","   2.000"," 1700","   3.151","  39.310","  10.920","   0.279","  11.641","   3.234"," 62","0","   1.326","   6.398","   1.777","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:04:258","1398851982163","   4.655","   1.000","  800","   2.577","  39.565","  10.990","   0.175","  11.658","   3.238"," 63","0","   1.323","   6.528","   1.813","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:04:355","1399094722050","   4.753","   0.000","  800","   2.019","  39.761","  11.045","   0.019","  11.660","   3.239"," 62","0","   1.264","   6.651","   1.848","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:04:457","1399348340388","   4.854","   4.000","  800","   6.068","  40.378","  11.216","   0.971","  11.759","   3.266"," 62","0","   1.587","   6.813","   1.892","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:04:557","1399599172110","   4.955","   2.000"," 1700","   3.108","  40.691","  11.303","   0.214","  11.780","   3.272"," 62","0","   1.362","   6.950","   1.930","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:04:659","1399852633975","   5.056","   4.000"," 1700","   4.107","  41.108","  11.419","   0.465","  11.828","   3.285"," 63","0","   1.445","   7.096","   1.971","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:04:759","1400101741185","   5.156","   4.000"," 1700","   4.020","  41.510","  11.530","   0.455","  11.873","   3.298"," 63","0","   1.431","   7.239","   2.011","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:04:854","1400340575088","   5.252","   2.000","  800","   3.162","  41.812","  11.615","   0.222","  11.894","   3.304"," 62","0","   1.371","   7.371","   2.047","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:04:959","1400600988163","   5.357","   2.000","  800","   2.993","  42.125","  11.701","   0.184","  11.913","   3.309"," 63","0","   1.332","   7.510","   2.086","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:05:059","1400850520763","   5.457","   0.000","  800","   2.022","  42.327","  11.758","   0.020","  11.915","   3.310"," 62","0","   1.270","   7.637","   2.121","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:05:156","1401093516700","   5.554","   3.000","  800","   3.748","  42.692","  11.859","   0.482","  11.962","   3.323"," 62","0","   1.348","   7.768","   2.158","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:05:259","1401349320000","   5.657","   0.000","  800","   2.120","  42.910","  11.919","   0.030","  11.966","   3.324"," 63","0","   1.284","   7.900","   2.194","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:05:355","1401588945738","   5.753","   0.000","  800","   2.283","  43.129","  11.980","   0.091","  11.974","   3.326"," 63","0","   1.284","   8.023","   2.229","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:05:458","1401846033288","   5.856","   3.000","  800","   5.654","  43.712","  12.142","   0.885","  12.066","   3.352"," 62","0","   1.529","   8.181","   2.272","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:05:557","1402093641000","   5.955","   0.000","  800","   2.224","  43.933","  12.204","   0.071","  12.073","   3.354"," 63","0","   1.277","   8.307","   2.308","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:05:655","1402338261050","   6.053","   0.000","  800","   2.126","  44.141","  12.261","   0.028","  12.075","   3.354"," 63","0","   1.276","   8.432","   2.342","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:05:756","1402589522225","   6.154","   0.000","  800","   2.241","  44.367","  12.324","   0.043","  12.080","   3.355"," 61","0","   1.285","   8.562","   2.378","   0.004","   0.000","   0.000","  47.000","  750"
"09:00:05:857","1402840791463","   6.255","   0.000","  800","   2.059","  44.574","  12.382","   0.028","  12.083","   3.356"," 62","0","   1.272","   8.690","   2.414","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:05:957","1403091747200","   6.355","   2.000"," 1700","   3.272","  44.904","  12.473","   0.269","  12.110","   3.364"," 63","0","   1.367","   8.828","   2.452","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:06:058","1403343452625","   6.456","   0.000","  800","   2.183","  45.124","  12.534","   0.019","  12.112","   3.364"," 62","0","   1.282","   8.957","   2.488","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:06:155","1403585177220","   6.553","   4.000"," 1700","   5.093","  45.617","  12.672","   0.802","  12.189","   3.386"," 63","0","   1.391","   9.092","   2.526","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:06:256","1403837403140","   6.654","   2.000"," 1700","   3.214","  45.942","  12.762","   0.226","  12.212","   3.392"," 63","0","   1.382","   9.232","   2.564","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:06:354","1404080703355","   6.752","   1.000"," 1700","   2.542","  46.190","  12.831","   0.068","  12.219","   3.394"," 63","0","   1.317","   9.360","   2.600","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:06:456","1404334708480","   6.853","   4.000"," 1700","   6.387","  46.841","  13.011","   1.193","  12.340","   3.428"," 62","0","   1.583","   9.521","   2.645","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:06:559","1404592150438","   6.957","   0.000","  800","   2.212","  47.069","  13.075","   0.029","  12.343","   3.429"," 62","0","   1.286","   9.654","   2.682","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:06:659","1404841589013","   7.057","   0.000","  800","   2.038","  47.273","  13.131","   0.023","  12.346","   3.429"," 61","0","   1.271","   9.781","   2.717","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:06:759","1405090985000","   7.157","   0.000","  800","   2.141","  47.487","  13.191","   0.026","  12.348","   3.430"," 64","0","   1.280","   9.909","   2.753","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:06:857","1405334817935","   7.254","   2.000"," 1700","   3.237","  47.803","  13.279","   0.268","  12.374","   3.437"," 62","0","   1.372","  10.043","   2.790","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:06:956","1405583427563","   7.354","   3.000","  800","   3.514","  48.154","  13.376","   0.325","  12.407","   3.446"," 64","0","   1.392","  10.182","   2.828","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:07:055","1405830244240","   7.453","   4.000"," 1700","   3.920","  48.542","  13.484","   0.435","  12.450","   3.458"," 62","0","   1.430","  10.324","   2.868","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:07:158","1406085688875","   7.555","   5.000","  800","   4.667","  49.020","  13.617","   0.735","  12.525","   3.479"," 62","0","   1.439","  10.471","   2.909","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:07:257","1406333446695","   7.655","   0.000"," 1700","   2.272","  49.245","  13.679","   0.049","  12.530","   3.481"," 62","0","   1.283","  10.598","   2.944","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:07:355","1406577407963","   7.753","   1.000","  800","   2.422","  49.482","  13.745","   0.091","  12.539","   3.483"," 62","0","   1.292","  10.725","   2.979","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:07:458","1406835368488","   7.856","   3.000","  800","   5.508","  50.052","  13.903","   0.830","  12.625","   3.507"," 62","0","   1.526","  10.883","   3.023","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:07:559","1407086478415","   7.957","   0.000"," 1700","   2.250","  50.278","  13.966","   0.033","  12.628","   3.508"," 62","0","   1.280","  11.011","   3.059","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:07:654","1407324487700","   8.052","   0.000","  800","   2.092","  50.478","  14.022","   0.032","  12.631","   3.509"," 62","0","   1.273","  11.133","   3.092","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:07:759","1407585214150","   8.157","   0.000","  800","   2.159","  50.704","  14.084","   0.024","  12.633","   3.509"," 62","0","   1.279","  11.267","   3.130","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:07:855","1407825578713","   8.253","   0.000","  800","   2.122","  50.908","  14.141","   0.025","  12.636","   3.510"," 62","0","   1.279","  11.390","   3.164","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:07:955","1408074028113","   8.353","   0.000","  800","   2.131","  51.121","  14.200","   0.048","  12.641","   3.511"," 62","0","   1.279","  11.517","   3.199","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:08:058","1408329959838","   8.455","   0.000","  800","   1.990","  51.325","  14.257","   0.018","  12.643","   3.512"," 62","0","   1.268","  11.648","   3.235","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:08:157","1408579048205","   8.555","   3.000"," 1700","   3.550","  51.679","  14.355","   0.366","  12.679","   3.522"," 62","0","   1.368","  11.784","   3.273","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:08:256","1408824984635","   8.654","   3.000"," 1700","   3.432","  52.018","  14.449","   0.288","  12.708","   3.530"," 63","0","   1.405","  11.923","   3.312","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:08:354","1409069999140","   8.752","   4.000"," 1700","   4.147","  52.425","  14.562","   0.483","  12.755","   3.543"," 62","0","   1.446","  12.065","   3.351","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:08:457","1409325055405","   8.854","   6.000"," 1700","   6.966","  53.137","  14.760","   1.529","  12.911","   3.586"," 62","0","   1.591","  12.227","   3.397","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:08:556","1409574377038","   8.954","   1.000","  800","   2.789","  53.416","  14.838","   0.099","  12.921","   3.589"," 61","0","   1.337","  12.361","   3.434","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:08:657","1409825914275","   9.055","   1.000","  800","   2.447","  53.663","  14.906","   0.088","  12.930","   3.592"," 61","0","   1.296","  12.492","   3.470","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:08:758","1410077292925","   9.156","   0.000","  800","   2.284","  53.893","  14.970","   0.041","  12.934","   3.593"," 60","0","   1.293","  12.622","   3.506","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:08:859","1410328701800","   9.257","   1.000","  800","   2.535","  54.149","  15.041","   0.076","  12.942","   3.595"," 61","0","   1.311","  12.754","   3.543","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:08:954","1410566391325","   9.352","   1.000","  800","   2.493","  54.386","  15.107","   0.076","  12.949","   3.597"," 62","0","   1.307","  12.879","   3.577","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:09:055","1410817781325","   9.453","   0.000","  800","   2.110","  54.599","  15.166","   0.027","  12.952","   3.598"," 61","0","   1.278","  13.008","   3.613","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:09:157","1411073387250","   9.555","   3.000","  800","   5.202","  55.132","  15.314","   1.254","  13.081","   3.633"," 62","0","   1.365","  13.147","   3.652","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:09:259","1411326592388","   9.657","   0.000","  800","   2.204","  55.356","  15.377","   0.025","  13.083","   3.634"," 62","0","   1.287","  13.278","   3.688","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:09:354","1411564543920","   9.752","   2.000"," 1700","   2.859","  55.628","  15.452","   0.156","  13.098","   3.638"," 61","0","   1.344","  13.406","   3.724","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:09:457","1411819842195","   9.854","   6.000"," 1700","   6.814","  56.326","  15.646","   1.262","  13.227","   3.674"," 62","0","   1.603","  13.570","   3.770","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:09:556","1412068410825","   9.954","   4.000","  800","   3.806","  56.705","  15.751","   0.445","  13.271","   3.687"," 62","0","   1.420","  13.712","   3.809","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:09:655","1412313116138","  10.052","   2.000","  800","   2.920","  56.992","  15.831","   0.200","  13.291","   3.692"," 61","0","   1.345","  13.844","   3.846","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:09:756","1412567382750","  10.154","   1.000"," 1700","   2.912","  57.289","  15.913","   0.202","  13.312","   3.698"," 61","0","   1.325","  13.979","   3.883","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:09:858","1412819531663","  10.255","   5.000","  800","   5.291","  57.823","  16.062","   0.863","  13.399","   3.722"," 61","0","   1.478","  14.128","   3.925","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:09:957","1413066518413","  10.354","   5.000","  800","   5.001","  58.319","  16.200","   0.705","  13.469","   3.741"," 61","0","   1.478","  14.275","   3.965","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:10:057","1413317652575","  10.455","   2.000","  800","   3.057","  58.626","  16.285","   0.269","  13.496","   3.749"," 61","0","   1.351","  14.411","   4.003","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:10:158","1413569090138","  10.556","   1.000","  800","   2.484","  58.877","  16.355","   0.105","  13.506","   3.752"," 60","0","   1.304","  14.542","   4.040","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:10:259","1413820404750","  10.657","   1.000"," 1700","   2.915","  59.170","  16.436","   0.192","  13.526","   3.757"," 62","0","   1.359","  14.679","   4.078","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:10:354","1414057653310","  10.752","   4.000"," 1700","   3.830","  59.535","  16.537","   0.475","  13.571","   3.770"," 61","0","   1.410","  14.813","   4.115","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:10:458","1414317380835","  10.856","   9.000"," 1700","   8.800","  60.451","  16.792","   2.169","  13.797","   3.832"," 63","0","   1.648","  14.985","   4.162","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:10:557","1414564095290","  10.955","   9.000"," 1700","   6.243","  61.069","  16.964","   1.232","  13.919","   3.866"," 61","0","   1.572","  15.140","   4.206","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:10:657","1414814613695","  11.055","   6.000"," 1700","   4.885","  61.559","  17.100","   0.720","  13.991","   3.886"," 63","0","   1.505","  15.292","   4.248","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:10:757","1415062325725","  11.154","   7.000"," 1700","   5.210","  62.077","  17.244","   0.900","  14.081","   3.911"," 61","0","   1.511","  15.442","   4.289","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:10:854","1415304699500","  11.252","   4.000"," 1700","   4.034","  62.469","  17.352","   0.471","  14.126","   3.924"," 61","0","   1.416","  15.579","   4.328","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:10:958","1415565484890","  11.356","  11.000"," 1700","   9.740","  63.487","  17.635","   3.754","  14.519","   4.033"," 62","0","   1.621","  15.749","   4.375","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:11:057","1415810334305","  11.454","  10.000"," 1700","   8.591","  64.330","  17.870","   2.043","  14.719","   4.089"," 63","0","   1.613","  15.907","   4.419","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:11:159","1416065533213","  11.557","   7.000","  800","   5.752","  64.919","  18.033","   0.866","  14.808","   4.113"," 62","0","   1.535","  16.064","   4.462","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:11:256","1416308505170","  11.654","   7.000"," 1700","   6.260","  65.529","  18.202","   1.128","  14.918","   4.144"," 62","0","   1.578","  16.218","   4.505","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:11:356","1416557793260","  11.754","  10.000"," 1700","  12.267","  66.755","  18.543","   4.818","  15.399","   4.278"," 62","0","   1.678","  16.386","   4.552","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:11:457","1416808907225","  11.855","   4.000","  800","   5.757","  67.334","  18.704","   1.141","  15.514","   4.309"," 61","0","   1.492","  16.536","   4.593","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:11:556","1417055993425","  11.954","   0.000","  800","   2.097","  67.542","  18.762","   0.020","  15.516","   4.310"," 62","0","   1.268","  16.661","   4.628","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:11:657","1417307486113","  12.055","   0.000","  800","   2.131","  67.757","  18.821","   0.032","  15.519","   4.311"," 61","0","   1.283","  16.791","   4.664","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:11:758","1417559010500","  12.155","   0.000","  800","   2.271","  67.986","  18.885","   0.038","  15.523","   4.312"," 62","0","   1.282","  16.920","   4.700","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:11:859","1417810493163","  12.256","   0.000","  800","   2.165","  68.204","  18.946","   0.042","  15.527","   4.313"," 61","0","   1.280","  17.049","   4.736","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:11:958","1418059561700","  12.356","   0.000","  800","   2.093","  68.413","  19.004","   0.041","  15.531","   4.314"," 60","0","   1.274","  17.176","   4.771","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:12:058","1418308752963","  12.456","   0.000","  800","   2.160","  68.629","  19.064","   0.032","  15.535","   4.315"," 60","0","   1.280","  17.304","   4.807","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:12:156","1418552010588","  12.554","   5.000","  800","   5.164","  69.133","  19.204","   1.041","  15.636","   4.343"," 61","0","   1.429","  17.444","   4.845","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:12:256","1418800982143","  12.653","   1.000"," 2500","   2.686","  69.401","  19.278","   0.172","  15.653","   4.348"," 62","0","   1.299","  17.573","   4.881","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:12:354","1419046605685","  12.752","   1.000"," 1700","   2.796","  69.676","  19.355","   0.152","  15.668","   4.352"," 61","0","   1.325","  17.704","   4.918","   0.000","   0.000","   0.000","  47.000","  750"
"09:00:12:454","1419296746800","  12.852","   4.000","  800","   5.414","  70.219","  19.505","   0.957","  15.764","   4.379"," 60","0","   1.477","  17.852","   4.959","   0.000","   0.000","   0.000","  47.000","  750"
