"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","GT Power_0(Watt)","Cumulative GT Energy_0(Joules)","Cumulative GT Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"09:05:41:054","2238899653650","  12.999","   0.000","  800","   2.055"," 136.775","  37.993","   0.023","  49.062","  13.628"," 60","0","   1.272","  20.294","   5.637","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:41:155","2239150941088","  13.100","   2.000","  800","   3.454"," 137.123","  38.090","   0.448","  49.107","  13.641"," 60","0","   1.332","  20.428","   5.674","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:41:256","2239402358888","  13.201","   0.000","  800","   2.105"," 137.335","  38.149","   0.032","  49.110","  13.642"," 61","0","   1.282","  20.557","   5.710","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:41:355","2239648979575","  13.300","   0.000","  800","   1.980"," 137.531","  38.203","   0.015","  49.112","  13.642"," 61","0","   1.267","  20.683","   5.745","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:41:457","2239904444613","  13.402","   5.000","  800","   6.141"," 138.160","  38.378","   1.182","  49.233","  13.676"," 60","0","   1.564","  20.843","   5.790","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:41:558","2240155980063","  13.503","   0.000","  800","   2.136"," 138.375","  38.438","   0.021","  49.235","  13.676"," 60","0","   1.279","  20.972","   5.826","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:41:655","2240396288985","  13.599","   0.000"," 1700","   2.267"," 138.594","  38.498","   0.037","  49.239","  13.677"," 61","0","   1.281","  21.095","   5.860","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:41:755","2240646709738","  13.700","   0.000","  800","   2.254"," 138.820","  38.561","   0.061","  49.245","  13.679"," 61","0","   1.292","  21.225","   5.896","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:41:855","2240896183588","  13.800","   0.000","  800","   2.064"," 139.026","  38.618","   0.018","  49.247","  13.680"," 60","0","   1.269","  21.352","   5.931","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:41:954","2241143351000","  13.899","   0.000","  800","   2.256"," 139.250","  38.681","   0.056","  49.252","  13.681"," 61","0","   1.290","  21.480","   5.967","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:42:054","2241392740185","  13.999","   0.000"," 1700","   2.055"," 139.455","  38.738","   0.023","  49.254","  13.682"," 61","0","   1.267","  21.606","   6.002","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:42:157","2241650629361","  14.102","  12.000"," 3500","  17.534"," 141.268","  39.241","   7.341","  50.013","  13.893"," 71","0","   1.728","  21.785","   6.051","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:42:255","2241894225867","  14.200","  13.000"," 3600","  22.563"," 143.472","  39.853","  10.553","  51.044","  14.179"," 81","0","   1.728","  21.954","   6.098","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:42:358","2242150478205","  14.302","  12.000"," 3300","  22.282"," 145.761","  40.489","  10.232","  52.095","  14.471"," 79","0","   1.734","  22.132","   6.148","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:42:459","2242402659413","  14.404","  12.000","  800","  21.863"," 147.972","  41.103","  10.230","  53.130","  14.758"," 66","0","   2.266","  22.361","   6.211","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:42:557","2242646227290","  14.501","   2.000"," 1700","   3.820"," 148.345","  41.207","   0.215","  53.151","  14.764"," 63","0","   1.518","  22.509","   6.253","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:42:654","2242890193515","  14.599","   2.000"," 1700","   3.627"," 148.699","  41.305","   0.218","  53.172","  14.770"," 62","0","   1.476","  22.654","   6.293","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:42:755","2243141391395","  14.700","   1.000"," 1700","   2.924"," 148.994","  41.387","   0.121","  53.184","  14.773"," 61","0","   1.329","  22.787","   6.330","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:42:856","2243393037250","  14.801","   1.000"," 1700","   3.414"," 149.338","  41.483","   0.129","  53.197","  14.777"," 61","0","   1.449","  22.934","   6.370","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:42:956","2243642147310","  14.901","   3.000"," 1700","   5.092"," 149.847","  41.624","   0.303","  53.227","  14.785"," 61","0","   1.993","  23.133","   6.426","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:43:057","2243894239300","  15.002","   2.000"," 1700","   4.642"," 150.316","  41.754","   0.273","  53.255","  14.793"," 61","0","   1.857","  23.320","   6.478","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:43:158","2244145333175","  15.102","   4.000"," 1700","   5.670"," 150.887","  41.913","   0.686","  53.324","  14.812"," 61","0","   1.833","  23.505","   6.529","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:43:258","2244396945480","  15.203","   2.000"," 1700","   5.119"," 151.403","  42.056","   0.321","  53.356","  14.821"," 62","0","   1.983","  23.705","   6.585","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:43:355","2244637390510","  15.300","   3.000"," 1700","   5.272"," 151.911","  42.198","   0.313","  53.386","  14.830"," 62","0","   2.010","  23.899","   6.639","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:43:456","2244888481005","  15.400","   6.000"," 1700","   9.367"," 152.854","  42.460","   1.984","  53.586","  14.885"," 63","0","   1.958","  24.096","   6.693","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:43:557","2245141783280","  15.502","   2.000"," 1700","   4.704"," 153.332","  42.592","   0.249","  53.611","  14.892"," 61","0","   1.880","  24.287","   6.746","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:43:654","2245383852195","  15.599","   3.000"," 1700","   5.217"," 153.839","  42.733","   0.330","  53.643","  14.901"," 61","0","   2.005","  24.481","   6.800","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:43:755","2245635683490","  15.700","   3.000"," 1700","   5.329"," 154.377","  42.882","   0.391","  53.683","  14.912"," 62","0","   1.990","  24.682","   6.856","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:43:855","2245884289190","  15.799","   3.000"," 1700","   4.707"," 154.846","  43.013","   0.309","  53.714","  14.920"," 62","0","   1.862","  24.868","   6.908","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:43:954","2246131553055","  15.899","   2.000"," 1700","   4.707"," 155.312","  43.142","   0.298","  53.743","  14.929"," 62","0","   1.809","  25.047","   6.958","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:44:055","2246384073869","  16.000","  11.000"," 3500","  20.460"," 157.384","  43.718","   8.489","  54.603","  15.167"," 69","0","   2.650","  25.315","   7.032","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:44:158","2246641482854","  16.103","  13.000"," 3500","  23.682"," 159.828","  44.397","  12.047","  55.846","  15.513"," 76","0","   1.756","  25.497","   7.082","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:44:257","2246887995803","  16.202","  12.000"," 2500","  23.518"," 162.152","  45.042","  11.427","  56.975","  15.826"," 73","0","   1.895","  25.684","   7.134","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:44:356","2247135298945","  16.301","   1.000"," 1700","   2.598"," 162.410","  45.114","   0.175","  56.993","  15.831"," 62","0","   1.303","  25.813","   7.170","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:44:454","2247379548988","  16.399","   3.000","  800","   6.521"," 163.048","  45.291","   1.177","  57.108","  15.863"," 62","0","   1.483","  25.958","   7.211","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:44:557","2247634805163","  16.501","   0.000","  800","   2.556"," 163.310","  45.364","   0.051","  57.113","  15.865"," 62","0","   1.284","  26.090","   7.247","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:44:656","2247882577950","  16.601","   0.000","  800","   2.305"," 163.539","  45.427","   0.041","  57.117","  15.866"," 63","0","   1.295","  26.218","   7.283","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:44:754","2248126890788","  16.699","   0.000","  800","   2.074"," 163.742","  45.484","   0.023","  57.119","  15.867"," 60","0","   1.273","  26.343","   7.318","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:44:858","2248385289110","  16.802","   0.000"," 1700","   2.143"," 163.964","  45.546","   0.033","  57.123","  15.867"," 61","0","   1.276","  26.475","   7.354","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:44:958","2248637030960","  16.903","   1.000"," 1700","   2.319"," 164.198","  45.611","   0.072","  57.130","  15.869"," 61","0","   1.290","  26.606","   7.390","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:45:054","2248875524390","  16.999","   6.000"," 1700","   4.708"," 164.648","  45.736","   0.559","  57.184","  15.884"," 61","0","   1.507","  26.750","   7.430","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:45:159","2249136604013","  17.103","   4.000","  800","   5.367"," 165.210","  45.892","   1.376","  57.328","  15.924"," 64","0","   1.381","  26.894","   7.471","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:45:256","2249378471750","  17.200","   0.000","  800","   2.073"," 165.411","  45.948","   0.023","  57.330","  15.925"," 63","0","   1.275","  27.018","   7.505","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:45:355","2249625904800","  17.300","   0.000","  800","   2.140"," 165.624","  46.007","   0.024","  57.332","  15.926"," 60","0","   1.280","  27.145","   7.540","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:45:458","2249883757450","  17.403","   4.000","  800","   6.107"," 166.255","  46.182","   1.226","  57.459","  15.961"," 64","0","   1.469","  27.297","   7.582","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:45:559","2250134767088","  17.504","   0.000","  800","   2.062"," 166.462","  46.240","   0.023","  57.461","  15.961"," 62","0","   1.271","  27.425","   7.618","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:45:657","2250380363250","  17.602","   0.000","  800","   2.126"," 166.672","  46.298","   0.039","  57.465","  15.963"," 62","0","   1.278","  27.551","   7.653","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:45:754","2250621531135","  17.699","   0.000"," 1700","   2.175"," 166.882","  46.356","   0.040","  57.469","  15.964"," 62","0","   1.286","  27.675","   7.687","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:45:855","2250873210275","  17.800","   0.000","  800","   2.041"," 167.088","  46.413","   0.026","  57.472","  15.964"," 61","0","   1.273","  27.803","   7.723","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:45:956","2251124772238","  17.900","   0.000","  800","   2.223"," 167.312","  46.476","   0.048","  57.477","  15.966"," 61","0","   1.277","  27.932","   7.759","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:46:057","2251376369638","  18.001","   0.000","  800","   2.106"," 167.525","  46.535","   0.019","  57.478","  15.966"," 61","0","   1.279","  28.061","   7.795","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:46:157","2251627583413","  18.102","   1.000","  800","   3.113"," 167.838","  46.622","   0.246","  57.503","  15.973"," 64","0","   1.324","  28.194","   7.832","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:46:258","2251878641000","  18.203","   2.000"," 1700","   2.793"," 168.119","  46.700","   0.293","  57.533","  15.981"," 61","0","   1.332","  28.329","   7.869","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:46:355","2252119641762","  18.299","  12.000"," 3500","  21.379"," 170.185","  47.274","   9.947","  58.494","  16.248"," 81","0","   1.575","  28.481","   7.911","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:46:459","2252379194905","  18.403","   7.000"," 1700","  12.321"," 171.467","  47.630","   5.250","  59.040","  16.400"," 61","0","   1.863","  28.675","   7.965","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:46:557","2252623469095","  18.501","   2.000"," 1700","   3.661"," 171.826","  47.729","   0.204","  59.060","  16.406"," 61","0","   1.394","  28.811","   8.003","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:46:658","2252877123950","  18.603","   2.000"," 1700","   3.480"," 172.180","  47.828","   0.191","  59.080","  16.411"," 61","0","   1.376","  28.951","   8.042","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:46:757","2253122968170","  18.702","   2.000"," 1700","   3.556"," 172.530","  47.925","   0.205","  59.100","  16.417"," 63","0","   1.396","  29.089","   8.080","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:46:857","2253371326470","  18.801","   2.000"," 1700","   4.530"," 172.981","  48.050","   0.318","  59.131","  16.425"," 64","0","   1.679","  29.256","   8.127","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:46:954","2253614079960","  18.899","   2.000"," 1700","   3.567"," 173.328","  48.147","   0.223","  59.153","  16.431"," 62","0","   1.388","  29.391","   8.164","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:47:055","2253865410110","  18.999","   2.000"," 1700","   3.402"," 173.671","  48.242","   0.166","  59.170","  16.436"," 62","0","   1.379","  29.530","   8.203","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:47:156","2254118473335","  19.101","   3.000"," 1700","   4.853"," 174.163","  48.379","   0.769","  59.248","  16.458"," 61","0","   1.427","  29.675","   8.243","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:47:258","2254372086200","  19.202","   4.000"," 1700","   7.369"," 174.913","  48.587","   0.762","  59.325","  16.479"," 63","0","   2.303","  29.909","   8.308","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:47:354","2254612696257","  19.299","   5.000"," 3000","   8.535"," 175.736","  48.816","   1.167","  59.438","  16.511"," 63","0","   2.317","  30.132","   8.370","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:47:454","2254862188298","  19.399","   7.000"," 2500","  12.882"," 177.025","  49.174","   3.610","  59.799","  16.611"," 63","0","   2.613","  30.394","   8.443","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:47:554","2255110357335","  19.498","   4.000"," 2500","   8.443"," 177.865","  49.407","   0.899","  59.889","  16.636"," 62","0","   2.476","  30.640","   8.511","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:47:655","2255363929045","  19.600","   5.000"," 1700","   8.980"," 178.778","  49.660","   1.139","  60.004","  16.668"," 64","0","   2.460","  30.890","   8.581","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:47:758","2255618818070","  19.702","   5.000"," 1700","   7.720"," 179.567","  49.880","   0.834","  60.090","  16.692"," 63","0","   2.448","  31.140","   8.650","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:47:856","2255865133167","  19.801","   5.000"," 2500","   8.425"," 180.399","  50.111","   1.100","  60.198","  16.722"," 62","0","   2.296","  31.367","   8.713","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:47:957","2256115013344","  19.901","  11.000"," 3600","  20.876"," 182.490","  50.692","   9.253","  61.125","  16.979"," 72","0","   2.110","  31.578","   8.772","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:48:057","2256364906069","  20.001","  12.000"," 3500","  25.181"," 185.013","  51.392","  13.507","  62.478","  17.355"," 79","0","   1.503","  31.729","   8.814","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:48:157","2256615568750","  20.102","  12.000","  800","  21.056"," 187.129","  51.980","  10.651","  63.549","  17.652"," 70","0","   1.790","  31.909","   8.864","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:48:258","2256866892600","  20.203","   0.000","  800","   2.140"," 187.345","  52.040","   0.030","  63.552","  17.653"," 63","0","   1.284","  32.038","   8.900","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:48:355","2257108572938","  20.300","   0.000","  800","   2.245"," 187.562","  52.101","   0.076","  63.559","  17.655"," 62","0","   1.281","  32.162","   8.934","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:48:454","2257356622850","  20.399","   3.000","  800","   6.218"," 188.180","  52.272","   1.117","  63.670","  17.686"," 62","0","   1.464","  32.308","   8.974","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:48:556","2257609161325","  20.500","   0.000","  800","   1.999"," 188.383","  52.329","   0.022","  63.673","  17.687"," 64","0","   1.268","  32.436","   9.010","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:48:656","2257859100200","  20.600","   0.000","  800","   2.207"," 188.604","  52.390","   0.049","  63.677","  17.688"," 64","0","   1.282","  32.565","   9.046","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:48:755","2258105770400","  20.699","   0.000","  800","   2.333"," 188.835","  52.454","   0.049","  63.682","  17.690"," 62","0","   1.295","  32.693","   9.081","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:48:859","2258365778050","  20.804","   1.000","  800","   2.367"," 189.082","  52.523","   0.076","  63.690","  17.692"," 61","0","   1.295","  32.828","   9.119","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:48:957","2258610468788","  20.902","   0.000","  800","   2.198"," 189.297","  52.583","   0.043","  63.694","  17.693"," 61","0","   1.278","  32.953","   9.154","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:49:059","2258864608075","  21.004","   0.000","  800","   2.125"," 189.514","  52.643","   0.021","  63.697","  17.693"," 62","0","   1.274","  33.083","   9.190","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:49:157","2259109650360","  21.102","   2.000"," 1700","   3.179"," 189.826","  52.729","   0.315","  63.728","  17.702"," 61","0","   1.336","  33.214","   9.226","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:49:257","2259358886163","  21.202","   0.000","  800","   2.065"," 190.032","  52.787","   0.032","  63.731","  17.703"," 63","0","   1.277","  33.342","   9.262","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:49:355","2259602815813","  21.300","   0.000","  800","   1.951"," 190.223","  52.840","   0.019","  63.733","  17.703"," 62","0","   1.267","  33.466","   9.296","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:49:457","2259857229005","  21.402","   4.000"," 1700","   6.032"," 190.838","  53.011","   1.189","  63.854","  17.737"," 62","0","   1.478","  33.616","   9.338","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:49:558","2260108764450","  21.502","   0.000","  800","   2.176"," 191.058","  53.072","   0.029","  63.857","  17.738"," 61","0","   1.285","  33.746","   9.374","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:49:659","2260360401750","  21.603","   0.000","  800","   2.146"," 191.274","  53.132","   0.042","  63.861","  17.739"," 61","0","   1.284","  33.876","   9.410","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:49:757","2260606217788","  21.702","   1.000","  800","   2.539"," 191.525","  53.201","   0.194","  63.880","  17.744"," 62","0","   1.301","  34.004","   9.446","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:49:857","2260855601075","  21.802","   0.000","  800","   2.018"," 191.726","  53.257","   0.024","  63.883","  17.745"," 62","0","   1.271","  34.131","   9.481","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:49:959","2261108705213","  21.903","   0.000","  800","   2.232"," 191.953","  53.320","   0.054","  63.888","  17.747"," 62","0","   1.287","  34.262","   9.517","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:50:059","2261358865075","  22.004","   0.000","  800","   2.031"," 192.156","  53.377","   0.021","  63.890","  17.747"," 62","0","   1.268","  34.389","   9.552","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:50:154","2261595396980","  22.098","   6.000"," 3500","   7.907"," 192.906","  53.585","   3.025","  64.177","  17.827"," 69","0","   1.401","  34.522","   9.589","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:50:257","2261853453500","  22.202","  10.000","  800","  18.442"," 194.814","  54.115","   8.685","  65.076","  18.077"," 65","0","   1.527","  34.680","   9.633","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:50:355","2262097036075","  22.300","   2.000","  800","   3.342"," 195.141","  54.206","   0.298","  65.105","  18.085"," 63","0","   1.335","  34.810","   9.669","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:50:456","2262349990395","  22.401","   5.000"," 1700","   7.303"," 195.881","  54.411","   1.650","  65.272","  18.131"," 63","0","   1.533","  34.965","   9.713","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:50:554","2262594399185","  22.499","   2.000"," 1700","   3.715"," 196.245","  54.513","   0.387","  65.310","  18.142"," 63","0","   1.357","  35.098","   9.750","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:50:657","2262851082313","  22.602","   2.000","  800","   3.129"," 196.567","  54.602","   0.256","  65.336","  18.149"," 62","0","   1.334","  35.236","   9.788","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:50:757","2263100539505","  22.702","   2.000"," 1700","   3.516"," 196.919","  54.700","   0.322","  65.369","  18.158"," 62","0","   1.351","  35.371","   9.825","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:50:856","2263346936284","  22.801","   8.000"," 3600","  14.005"," 198.302","  55.084","   6.164","  65.977","  18.327"," 77","0","   1.385","  35.508","   9.863","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:50:956","2263597233300","  22.901","   9.000","  800","  15.959"," 199.904","  55.529","   7.153","  66.695","  18.526"," 64","0","   1.427","  35.651","   9.903","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:51:057","2263849021740","  23.002","   0.000"," 1700","   2.171"," 200.123","  55.590","   0.024","  66.698","  18.527"," 63","0","   1.275","  35.780","   9.939","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:51:158","2264099702800","  23.102","   3.000"," 1700","   5.866"," 200.713","  55.753","   1.561","  66.854","  18.571"," 62","0","   1.376","  35.918","   9.977","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:51:259","2264351628990","  23.203","   0.000"," 1700","   2.033"," 200.918","  55.811","   0.024","  66.857","  18.571"," 62","0","   1.266","  36.046","  10.013","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:51:355","2264591252463","  23.300","   0.000","  800","   2.312"," 201.140","  55.872","   0.093","  66.866","  18.574"," 62","0","   1.291","  36.170","  10.047","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:51:459","2264850704538","  23.404","   4.000","  800","   6.232"," 201.788","  56.052","   1.134","  66.984","  18.607"," 62","0","   1.476","  36.323","  10.090","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:51:559","2265100225500","  23.504","   0.000","  800","   2.120"," 202.000","  56.111","   0.036","  66.987","  18.608"," 62","0","   1.278","  36.451","  10.125","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:51:658","2265347106375","  23.603","   0.000","  800","   2.068"," 202.205","  56.168","   0.026","  66.990","  18.608"," 63","0","   1.274","  36.577","  10.160","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:51:757","2265594642338","  23.702","  23.000","  800","  16.930"," 203.885","  56.635","   8.122","  67.796","  18.832"," 64","0","   1.520","  36.728","  10.202","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:51:855","2265837637375","  23.799","  25.000","  800","   8.911"," 204.753","  56.876","   2.024","  67.993","  18.887"," 63","0","   1.386","  36.863","  10.240","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:51:956","2266089708825","  23.900","  29.000"," 1700","  11.451"," 205.911","  57.197","   3.601","  68.357","  18.988"," 64","0","   1.486","  37.013","  10.281","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:52:054","2266335257845","  23.999","  29.000"," 1700","  12.487"," 207.140","  57.539","   4.219","  68.772","  19.103"," 64","0","   1.471","  37.158","  10.322","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:52:156","2266588717885","  24.100","  31.000"," 3100","  14.303"," 208.593","  57.943","   5.726","  69.354","  19.265"," 66","0","   1.505","  37.311","  10.364","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:52:254","2266834336947","  24.199","  27.000"," 2500","  16.187"," 210.188","  58.385","   7.312","  70.074","  19.465"," 66","0","   1.548","  37.464","  10.407","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:52:355","2267085107705","  24.299","  24.000"," 1700","  19.176"," 212.115","  58.921","   9.399","  71.019","  19.728"," 67","0","   1.483","  37.613","  10.448","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:52:454","2267333650855","  24.399","  27.000"," 1700","  19.893"," 214.098","  59.472","   9.492","  71.965","  19.990"," 68","0","   1.679","  37.780","  10.494","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:52:557","2267590117920","  24.502","  24.000"," 1700","  27.737"," 216.950","  60.264","  16.194","  73.630","  20.453"," 68","0","   1.755","  37.960","  10.545","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:52:658","2267841549144","  24.603","  13.000"," 3500","  19.807"," 218.946","  60.818","   8.917","  74.529","  20.703"," 72","0","   1.636","  38.125","  10.590","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:52:758","2268089768250","  24.702","   7.000","  800","  14.037"," 220.343","  61.207","   6.412","  75.167","  20.880"," 66","0","   1.434","  38.268","  10.630","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:52:857","2268337420813","  24.801","   0.000","  800","   2.146"," 220.557","  61.266","   0.030","  75.170","  20.881"," 62","0","   1.280","  38.395","  10.665","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:52:955","2268581207340","  24.899","   6.000"," 3500","   7.610"," 221.300","  61.472","   2.696","  75.434","  20.954"," 67","0","   1.368","  38.529","  10.702","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:53:055","2268830702619","  24.999","  12.000"," 3500","  21.031"," 223.404","  62.057","   9.392","  76.373","  21.215"," 75","0","   1.510","  38.680","  10.744","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:53:155","2269082114038","  25.100","   3.000","  800","   5.109"," 223.919","  62.200","   1.147","  76.489","  21.247"," 62","0","   1.507","  38.832","  10.787","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:53:258","2269336770325","  25.202","   1.000"," 1700","   2.855"," 224.211","  62.281","   0.109","  76.500","  21.250"," 62","0","   1.342","  38.969","  10.825","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:53:355","2269579820888","  25.300","   2.000","  800","   3.012"," 224.504","  62.362","   0.185","  76.518","  21.255"," 62","0","   1.345","  39.100","  10.861","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:53:457","2269834908450","  25.402","   5.000"," 1700","   6.750"," 225.194","  62.554","   1.252","  76.646","  21.291"," 63","0","   1.565","  39.260","  10.906","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:53:558","2270085966270","  25.503","   2.000"," 1700","   3.714"," 225.568","  62.658","   0.223","  76.669","  21.297"," 63","0","   1.399","  39.401","  10.945","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:53:659","2270337290850","  25.603","   2.000"," 1700","   3.723"," 225.943","  62.762","   0.204","  76.689","  21.303"," 63","0","   1.391","  39.541","  10.984","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:53:757","2270583237085","  25.702","   2.000"," 1700","   3.510"," 226.289","  62.858","   0.191","  76.708","  21.308"," 62","0","   1.383","  39.677","  11.021","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:53:854","2270825084685","  25.799","   2.000"," 1700","   3.816"," 226.659","  62.961","   0.223","  76.730","  21.314"," 62","0","   1.395","  39.813","  11.059","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:53:958","2271084472240","  25.903","   4.000"," 1700","   7.011"," 227.389","  63.163","   0.662","  76.798","  21.333"," 63","0","   2.287","  40.050","  11.125","   0.000","   0.003","   0.001","  47.000","  750"
