"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","GT Power_0(Watt)","Cumulative GT Energy_0(Joules)","Cumulative GT Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"09:05:31:458","2214963291664","   3.402","  14.000"," 3500","  19.519","  22.081","   6.134","   8.587","   6.716","   1.866"," 66","0","   1.519","   4.659","   1.294","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:31:557","2215210169673","   3.501","  12.000"," 3500","  16.963","  23.760","   6.600","   6.654","   7.375","   2.049"," 67","0","   1.346","   4.792","   1.331","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:31:656","2215456826672","   3.600","  12.000"," 3500","  17.216","  25.463","   7.073","   6.797","   8.047","   2.235"," 68","0","   1.364","   4.927","   1.368","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:31:756","2215706706292","   3.700","  12.000"," 3500","  17.127","  27.179","   7.550","   6.777","   8.726","   2.424"," 67","0","   1.360","   5.063","   1.406","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:31:856","2215956649944","   3.801","  12.000"," 3500","  17.077","  28.890","   8.025","   6.701","   9.397","   2.610"," 67","0","   1.355","   5.199","   1.444","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:31:958","2216210080894","   3.902","  12.000"," 3500","  17.155","  30.633","   8.509","   6.858","  10.094","   2.804"," 73","0","   1.354","   5.336","   1.482","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:32:056","2216454213259","   4.000","  13.000"," 3600","  18.149","  32.409","   9.003","   7.674","  10.845","   3.013"," 68","0","   1.402","   5.473","   1.520","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:32:155","2216702783196","   4.100","  12.000"," 3500","  17.028","  34.106","   9.474","   6.699","  11.513","   3.198"," 69","0","   1.350","   5.608","   1.558","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:32:259","2216961121988","   4.203","  12.000"," 3500","  17.566","  35.926","   9.979","   7.101","  12.248","   3.402"," 69","0","   1.403","   5.753","   1.598","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:32:355","2217200389163","   4.299","  12.000"," 3500","  16.951","  37.552","  10.431","   6.666","  12.888","   3.580"," 69","0","   1.348","   5.883","   1.634","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:32:457","2217455265442","   4.402","  14.000"," 3500","  19.676","  39.562","  10.990","   8.752","  13.782","   3.828"," 67","0","   1.514","   6.037","   1.677","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:32:557","2217704243978","   4.501","  12.000"," 3500","  17.193","  41.279","  11.466","   6.819","  14.463","   4.017"," 72","0","   1.364","   6.173","   1.715","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:32:657","2217954167998","   4.602","  12.000"," 3500","  17.276","  43.010","  11.947","   6.894","  15.154","   4.209"," 68","0","   1.363","   6.310","   1.753","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:32:757","2218204109332","   4.702","  12.000"," 3500","  17.133","  44.727","  12.424","   6.734","  15.828","   4.397"," 68","0","   1.357","   6.446","   1.791","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:32:857","2218454040436","   4.802","  12.000"," 3500","  17.093","  46.439","  12.900","   6.714","  16.501","   4.584"," 67","0","   1.357","   6.582","   1.828","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:32:957","2218703879300","   4.902","  12.000"," 3500","  17.247","  48.167","  13.380","   6.870","  17.189","   4.775"," 68","0","   1.361","   6.718","   1.866","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:33:058","2218953813386","   5.002","  12.000"," 3500","  17.158","  49.886","  13.857","   6.765","  17.867","   4.963"," 68","0","   1.358","   6.854","   1.904","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:33:154","2219193877736","   5.099","  15.000"," 3500","  19.459","  51.759","  14.378","   8.884","  18.722","   5.201"," 67","0","   1.441","   6.993","   1.943","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:33:258","2219452989736","   5.202","  15.000"," 3500","  20.863","  53.927","  14.980","   9.513","  19.710","   5.475"," 69","0","   1.634","   7.163","   1.990","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:33:355","2219694623567","   5.299","  12.000"," 3500","  17.212","  55.594","  15.443","   6.828","  20.372","   5.659"," 72","0","   1.364","   7.295","   2.026","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:33:458","2219952709996","   5.403","  14.000"," 3600","  19.518","  57.614","  16.004","   8.636","  21.266","   5.907"," 69","0","   1.508","   7.451","   2.070","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:33:558","2220202596400","   5.503","  12.000"," 3600","  17.375","  59.354","  16.487","   7.033","  21.970","   6.103"," 68","0","   1.369","   7.588","   2.108","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:33:659","2220452499798","   5.603","  12.000"," 3500","  17.170","  61.075","  16.965","   6.794","  22.651","   6.292"," 67","0","   1.360","   7.724","   2.146","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:33:756","2220696459110","   5.701","  12.000"," 3500","  17.278","  62.765","  17.435","   6.875","  23.323","   6.479"," 68","0","   1.367","   7.858","   2.183","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:33:855","2220943046330","   5.800","  12.000"," 3500","  17.072","  64.452","  17.903","   6.727","  23.988","   6.663"," 68","0","   1.348","   7.991","   2.220","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:33:958","2221200380286","   5.903","  12.000"," 3500","  17.022","  66.209","  18.391","   6.777","  24.687","   6.858"," 69","0","   1.361","   8.132","   2.259","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:34:058","2221447792615","   6.002","  12.000"," 3300","  17.154","  67.910","  18.864","   6.824","  25.364","   7.046"," 68","0","   1.365","   8.267","   2.296","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:34:159","2221700166118","   6.103","  13.000"," 3500","  23.367","  70.275","  19.521","  11.594","  26.537","   7.372"," 73","0","   1.527","   8.422","   2.339","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:34:259","2221949610992","   6.203","  12.000"," 3500","  24.622","  72.737","  20.205","  11.839","  27.721","   7.700"," 79","0","   2.143","   8.636","   2.399","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:34:354","2222187593980","   6.299","   7.000"," 1700","  12.590","  73.938","  20.538","   4.760","  28.176","   7.827"," 62","0","   1.725","   8.801","   2.445","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:34:457","2222445216920","   6.402","   5.000"," 1700","   9.317","  74.901","  20.806","   2.277","  28.411","   7.892"," 61","0","   1.580","   8.964","   2.490","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:34:559","2222697762860","   6.503","   3.000"," 1700","   4.882","  75.395","  20.943","   0.388","  28.450","   7.903"," 60","0","   1.455","   9.111","   2.531","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:34:655","2222937813720","   6.600","   4.000"," 3100","   5.834","  75.956","  21.099","   0.723","  28.520","   7.922"," 64","0","   1.558","   9.261","   2.573","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:34:755","2223187079775","   6.700","   9.000"," 1700","  15.362","  77.492","  21.525","   5.553","  29.075","   8.076"," 66","0","   2.050","   9.466","   2.629","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:34:854","2223434952898","   6.799","  10.000"," 3600","  14.047","  78.888","  21.913","   4.736","  29.545","   8.207"," 69","0","   1.996","   9.664","   2.685","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:34:955","2223685144300","   6.899","   9.000"," 1700","  14.733","  80.365","  22.324","   5.215","  30.068","   8.352"," 63","0","   2.046","   9.870","   2.742","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:35:056","2223938809146","   7.001","  10.000"," 3500","  15.866","  81.979","  22.772","   5.811","  30.659","   8.516"," 74","0","   2.015","  10.075","   2.798","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:35:155","2224185376464","   7.100","  17.000"," 3500","  24.738","  84.424","  23.451","  13.212","  31.965","   8.879"," 67","0","   2.108","  10.283","   2.856","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:35:258","2224441540245","   7.202","   9.000"," 1700","  14.892","  85.954","  23.876","   5.296","  32.509","   9.030"," 65","0","   2.068","  10.495","   2.915","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:35:355","2224683131382","   7.299","  10.000"," 3500","  14.598","  87.368","  24.269","   5.105","  33.004","   9.168"," 75","0","   1.961","  10.685","   2.968","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:35:454","2224930347373","   7.398","  14.000"," 3500","  24.134","  89.760","  24.933","  11.310","  34.125","   9.479"," 80","0","   2.211","  10.904","   3.029","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:35:558","2225190563363","   7.503","   7.000","  800","  13.095","  91.126","  25.313","   5.567","  34.706","   9.640"," 63","0","   1.562","  11.067","   3.074","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:35:657","2225438118800","   7.602","   0.000","  800","   2.181","  91.343","  25.373","   0.052","  34.711","   9.642"," 60","0","   1.282","  11.195","   3.110","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:35:758","2225689344638","   7.703","   0.000","  800","   2.091","  91.553","  25.431","   0.024","  34.713","   9.643"," 61","0","   1.272","  11.323","   3.145","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:35:858","2225938531213","   7.803","   0.000","  800","   2.234","  91.776","  25.493","   0.047","  34.718","   9.644"," 59","0","   1.289","  11.451","   3.181","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:35:957","2226185286600","   7.902","   2.000"," 1700","   2.866","  92.060","  25.572","   0.196","  34.737","   9.649"," 60","0","   1.335","  11.584","   3.218","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:36:058","2226436664560","   8.002","   7.000"," 1700","   5.439","  92.608","  25.724","   0.600","  34.798","   9.666"," 60","0","   1.534","  11.738","   3.261","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:36:158","2226687511825","   8.103","   4.000","  800","   5.271","  93.138","  25.872","   1.208","  34.919","   9.700"," 59","0","   1.393","  11.878","   3.300","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:36:259","2226938502350","   8.204","   0.000","  800","   2.136","  93.353","  25.931","   0.018","  34.921","   9.700"," 59","0","   1.279","  12.007","   3.335","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:36:355","2227177850263","   8.300","   0.000","  800","   2.011","  93.546","  25.985","   0.017","  34.922","   9.701"," 59","0","   1.268","  12.129","   3.369","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:36:459","2227437346275","   8.404","   4.000","  800","   5.698","  94.139","  26.150","   1.048","  35.031","   9.731"," 61","0","   1.471","  12.282","   3.412","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:36:558","2227683530213","   8.502","   0.000","  800","   1.994","  94.336","  26.204","   0.022","  35.034","   9.732"," 59","0","   1.271","  12.407","   3.446","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:36:657","2227931500338","   8.602","   0.000","  800","   2.114","  94.546","  26.263","   0.041","  35.038","   9.733"," 60","0","   1.280","  12.534","   3.482","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:36:758","2228183811325","   8.703","   0.000","  800","   2.073","  94.756","  26.321","   0.020","  35.040","   9.733"," 60","0","   1.273","  12.663","   3.518","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:36:859","2228435024350","   8.804","   0.000","  800","   2.050","  94.962","  26.378","   0.021","  35.042","   9.734"," 60","0","   1.271","  12.791","   3.553","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:36:954","2228673168513","   8.899","   0.000","  800","   2.372","  95.188","  26.441","   0.051","  35.047","   9.735"," 59","0","   1.301","  12.915","   3.588","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:37:055","2228924638450","   9.000","   0.000","  800","   2.202","  95.411","  26.503","   0.020","  35.049","   9.736"," 58","0","   1.285","  13.045","   3.624","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:37:156","2229176339360","   9.101","   2.000"," 1700","   3.483","  95.762","  26.601","   0.405","  35.090","   9.747"," 60","0","   1.348","  13.181","   3.661","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:37:257","2229427482038","   9.201","   0.000","  800","   2.435","  96.007","  26.669","   0.084","  35.098","   9.749"," 61","0","   1.295","  13.311","   3.698","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:37:355","2229672088013","   9.300","   0.000","  800","   2.098","  96.213","  26.726","   0.019","  35.100","   9.750"," 59","0","   1.276","  13.436","   3.732","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:37:455","2229921083185","   9.399","   4.000"," 1700","   6.008","  96.813","  26.892","   1.120","  35.212","   9.781"," 60","0","   1.481","  13.584","   3.773","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:37:559","2230180137678","   9.503","   6.000"," 3500","  10.116","  97.863","  27.184","   3.856","  35.612","   9.892"," 69","0","   1.402","  13.730","   3.814","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:37:659","2230430029576","   9.603","  12.000"," 3500","  23.443"," 100.212","  27.837","  10.857","  36.700","  10.194"," 70","0","   1.744","  13.905","   3.862","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:37:758","2230676705085","   9.702","  10.000"," 1700","  20.339"," 102.224","  28.395","   8.704","  37.561","  10.434"," 64","0","   2.188","  14.121","   3.922","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:37:856","2230920829825","   9.800","   4.000"," 1700","   5.655"," 102.777","  28.549","   0.542","  37.614","  10.448"," 61","0","   1.591","  14.277","   3.966","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:37:955","2231169667505","   9.900","   4.000"," 1700","   5.866"," 103.362","  28.712","   0.574","  37.671","  10.464"," 61","0","   1.649","  14.441","   4.011","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:38:056","2231421152330","  10.001","   4.000"," 1700","   6.407"," 104.008","  28.891","   0.656","  37.737","  10.483"," 60","0","   1.554","  14.598","   4.055","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:38:154","2231664929395","  10.099","   5.000"," 1700","   6.904"," 104.683","  29.079","   1.181","  37.853","  10.515"," 61","0","   1.720","  14.766","   4.102","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:38:258","2231923446135","  10.202","   3.000"," 1700","   4.674"," 105.168","  29.213","   0.329","  37.887","  10.524"," 61","0","   1.475","  14.919","   4.144","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:38:354","2232165263126","  10.299","   6.000"," 3500","   7.799"," 105.924","  29.423","   1.655","  38.047","  10.569"," 68","0","   1.818","  15.095","   4.193","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:38:456","2232418089400","  10.400","  12.000"," 3500","  19.386"," 107.889","  29.969","   8.423","  38.901","  10.806"," 75","0","   2.309","  15.329","   4.258","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:38:555","2232664624855","  10.499","   8.000"," 1700","  14.751"," 109.347","  30.374","   5.238","  39.419","  10.950"," 69","0","   2.295","  15.556","   4.321","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:38:658","2232921195950","  10.602","   9.000","  800","  14.107"," 110.798","  30.777","   4.751","  39.907","  11.085"," 63","0","   2.283","  15.791","   4.386","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:38:759","2233173675613","  10.703","   9.000"," 3500","  14.340"," 112.250","  31.180","   4.778","  40.391","  11.220"," 63","0","   2.311","  16.025","   4.451","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:38:857","2233419637771","  10.802","  10.000"," 3600","  16.380"," 113.865","  31.629","   6.264","  41.009","  11.391"," 75","0","   2.295","  16.251","   4.514","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:38:955","2233663121575","  10.900","  10.000"," 3100","  16.085"," 115.435","  32.065","   6.029","  41.597","  11.555"," 71","0","   2.275","  16.473","   4.576","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:39:054","2233909730680","  10.999","   8.000"," 1700","  13.313"," 116.751","  32.431","   4.416","  42.034","  11.676"," 64","0","   2.218","  16.692","   4.637","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:39:157","2234167840627","  11.102","  12.000"," 2500","  17.082"," 118.519","  32.922","   6.883","  42.746","  11.874"," 63","0","   2.426","  16.943","   4.706","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:39:258","2234419855275","  11.203","   9.000"," 3600","  15.678"," 120.103","  33.362","   5.731","  43.325","  12.035"," 73","0","   2.267","  17.172","   4.770","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:39:355","2234660024471","  11.299","   9.000"," 3500","  15.774"," 121.622","  33.784","   5.857","  43.889","  12.191"," 71","0","   2.269","  17.391","   4.831","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:39:457","2234915411440","  11.402","  11.000"," 1700","  17.705"," 123.435","  34.287","   7.095","  44.615","  12.393"," 63","0","   2.318","  17.628","   4.897","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:39:555","2235160424025","  11.500","   9.000","  800","  14.380"," 124.847","  34.680","   4.646","  45.072","  12.520"," 64","0","   2.416","  17.865","   4.963","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:39:658","2235416590769","  11.603","   9.000"," 3500","  15.375"," 126.427","  35.118","   5.459","  45.633","  12.676"," 72","0","   2.218","  18.093","   5.026","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:39:756","2235660675494","  11.701","  10.000"," 3600","  16.488"," 128.040","  35.567","   6.313","  46.250","  12.847"," 78","0","   2.310","  18.319","   5.089","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:39:856","2235911058215","  11.801","   8.000"," 1700","  14.524"," 129.498","  35.972","   5.085","  46.761","  12.989"," 69","0","   2.270","  18.547","   5.152","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:39:956","2236160984007","  11.901","  11.000"," 3500","  18.543"," 131.356","  36.488","   7.396","  47.502","  13.195"," 75","0","   2.293","  18.777","   5.216","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:40:057","2236411025671","  12.001","  12.000"," 3500","  21.681"," 133.529","  37.092","   9.880","  48.492","  13.470"," 77","0","   1.976","  18.975","   5.271","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:40:159","2236665980013","  12.104","   5.000","  800","   9.471"," 134.498","  37.360","   4.228","  48.924","  13.590"," 61","0","   1.517","  19.130","   5.314","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:40:258","2236913962163","  12.203","   0.000","  800","   2.159"," 134.712","  37.420","   0.030","  48.927","  13.591"," 61","0","   1.281","  19.257","   5.349","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:40:355","2237154754950","  12.300","   1.000","  800","   2.258"," 134.930","  37.481","   0.078","  48.935","  13.593"," 61","0","   1.278","  19.381","   5.384","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:40:459","2237413393910","  12.403","   3.000"," 1700","   5.654"," 135.516","  37.643","   1.044","  49.043","  13.623"," 61","0","   1.471","  19.533","   5.426","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:40:556","2237656193075","  12.501","   0.000","  800","   2.058"," 135.717","  37.699","   0.024","  49.046","  13.624"," 62","0","   1.274","  19.657","   5.460","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:40:656","2237905901550","  12.601","   0.000","  800","   2.138"," 135.931","  37.759","   0.038","  49.049","  13.625"," 61","0","   1.280","  19.785","   5.496","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:40:759","2238162491180","  12.704","   0.000"," 1700","   2.188"," 136.156","  37.821","   0.034","  49.053","  13.626"," 60","0","   1.282","  19.917","   5.533","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:40:856","2238405032750","  12.801","   0.000","  800","   2.029"," 136.353","  37.876","   0.023","  49.055","  13.626"," 61","0","   1.268","  20.041","   5.567","   0.000","   0.003","   0.001","  47.000","  750"
"09:05:40:956","2238654246950","  12.901","   0.000","  800","   2.195"," 136.573","  37.937","   0.046","  49.060","  13.628"," 61","0","   1.283","  20.169","   5.602","   0.000","   0.003","   0.001","  47.000","  750"
