"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","GT Power_0(Watt)","Cumulative GT Energy_0(Joules)","Cumulative GT Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"10:06:55:003","1230144584598","   5.948","  16.000"," 3600","  23.575"," 117.001","  32.500","  11.837","  56.753","  15.765"," 68","0","   2.067","   9.611","   2.670","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:55:104","1230394579716","   6.048","  12.000"," 3500","  23.286"," 119.335","  33.149","  10.696","  57.825","  16.063"," 75","0","   1.938","   9.806","   2.724","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:55:204","1230646113488","   6.149","   2.000","  800","   4.926"," 119.832","  33.287","   1.299","  57.956","  16.099"," 65","0","   1.381","   9.945","   2.762","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:55:305","1230897653138","   6.250","   0.000","  800","   1.907"," 120.024","  33.340","   0.011","  57.957","  16.099"," 65","0","   1.256","  10.071","   2.798","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:55:406","1231149032950","   6.351","   1.000","  800","   2.344"," 120.261","  33.406","   0.127","  57.970","  16.103"," 65","0","   1.285","  10.201","   2.834","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:55:507","1231400539645","   6.452","   0.000"," 1700","   2.037"," 120.466","  33.463","   0.024","  57.972","  16.103"," 65","0","   1.260","  10.328","   2.869","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:55:604","1231641627550","   6.548","   0.000"," 1700","   2.136"," 120.672","  33.520","   0.037","  57.976","  16.104"," 65","0","   1.258","  10.450","   2.903","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:55:708","1231901049913","   6.652","   3.000","  800","   5.738"," 121.269","  33.686","   0.934","  58.073","  16.131"," 65","0","   1.447","  10.600","   2.944","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:55:808","1232150496850","   6.752","   0.000","  800","   1.886"," 121.458","  33.738","   0.007","  58.074","  16.132"," 65","0","   1.246","  10.725","   2.979","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:55:905","1232394596788","   6.850","   0.000","  800","   2.221"," 121.675","  33.799","   0.051","  58.079","  16.133"," 65","0","   1.282","  10.850","   3.014","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:56:008","1232649266665","   6.952","   6.000"," 1700","   5.754"," 122.263","  33.962","   0.769","  58.157","  16.155"," 66","0","   1.438","  10.997","   3.055","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:56:107","1232896739275","   7.052","   4.000","  800","   5.873"," 122.846","  34.124","   1.273","  58.284","  16.190"," 66","0","   1.411","  11.137","   3.094","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:56:206","1233143398200","   7.151","   2.000","  800","   3.684"," 123.210","  34.225","   0.373","  58.320","  16.200"," 67","0","   1.348","  11.270","   3.131","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:56:304","1233387854241","   7.249","   3.000"," 2800","   3.977"," 123.600","  34.333","   0.484","  58.368","  16.213"," 65","0","   1.358","  11.403","   3.168","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:56:403","1233634818935","   7.348","   5.000"," 1700","   4.974"," 124.092","  34.470","   0.769","  58.444","  16.234"," 65","0","   1.389","  11.541","   3.206","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:56:503","1233885205250","   7.448","   2.000","  800","   3.076"," 124.401","  34.556","   0.172","  58.461","  16.239"," 65","0","   1.352","  11.677","   3.244","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:56:603","1234133291760","   7.547","   3.000"," 1700","   3.800"," 124.779","  34.661","   0.508","  58.512","  16.253"," 64","0","   1.347","  11.811","   3.281","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:56:704","1234386703520","   7.649","   5.000"," 1700","   6.785"," 125.468","  34.852","   1.319","  58.646","  16.291"," 65","0","   1.508","  11.964","   3.323","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:56:806","1234640818575","   7.751","   0.000","  800","   1.836"," 125.655","  34.904","   0.013","  58.647","  16.291"," 65","0","   1.252","  12.091","   3.359","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:56:906","1234889741763","   7.851","   0.000","  800","   1.826"," 125.838","  34.955","   0.007","  58.648","  16.291"," 65","0","   1.248","  12.216","   3.393","   0.000","   0.004","   0.001","  47.000","  750"
"10:06:57:007","1235140921713","   7.951","   1.000","  800","   2.638"," 126.103","  35.029","   0.141","  58.662","  16.295"," 64","0","   1.328","  12.350","   3.430","   0.006","   0.005","   0.001","  47.000","  750"
"10:06:57:107","1235392310575","   8.052","   1.000","  800","   2.246"," 126.330","  35.092","   0.084","  58.670","  16.297"," 64","0","   1.287","  12.479","   3.467","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:57:207","1235641943275","   8.152","  12.000"," 3600","  19.788"," 128.310","  35.642","   8.926","  59.564","  16.546"," 69","0","   1.501","  12.630","   3.508","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:57:307","1235891478344","   8.252","  12.000"," 3500","  25.076"," 130.819","  36.339","  11.660","  60.730","  16.870"," 70","0","   2.109","  12.841","   3.567","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:57:403","1236129481825","   8.348","   5.000"," 1700","  11.731"," 131.938","  36.650","   3.146","  61.031","  16.953"," 66","0","   1.909","  13.023","   3.617","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:57:502","1236377849295","   8.447","   4.000"," 1700","   5.709"," 132.507","  36.807","   0.510","  61.081","  16.967"," 65","0","   1.536","  13.176","   3.660","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:57:603","1236627653995","   8.547","   4.000"," 1700","   6.439"," 133.152","  36.987","   0.712","  61.153","  16.987"," 65","0","   1.789","  13.355","   3.710","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:57:705","1236884090388","   8.650","   5.000","  800","  11.002"," 134.283","  37.301","   2.617","  61.422","  17.062"," 66","0","   1.661","  13.526","   3.757","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:57:803","1237127210985","   8.748","   3.000"," 1700","   4.911"," 134.761","  37.434","   0.353","  61.456","  17.071"," 65","0","   1.508","  13.673","   3.798","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:57:907","1237387614430","   8.852","   3.000"," 1700","   4.818"," 135.264","  37.573","   0.333","  61.491","  17.081"," 65","0","   1.552","  13.835","   3.843","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:58:008","1237637588288","   8.952","   9.000","  800","  13.354"," 136.603","  37.945","   4.483","  61.940","  17.206"," 66","0","   2.142","  14.049","   3.903","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:58:107","1237886784269","   9.052","  10.000"," 3600","  15.802"," 138.182","  38.384","   5.722","  62.512","  17.364"," 70","0","   2.262","  14.275","   3.965","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:58:207","1238136235598","   9.152","  10.000"," 3500","  16.884"," 139.870","  38.853","   6.514","  63.163","  17.545"," 73","0","   2.290","  14.504","   4.029","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:58:307","1238383597300","   9.251","   8.000"," 1700","  15.161"," 141.374","  39.270","   5.402","  63.699","  17.694"," 67","0","   2.291","  14.732","   4.092","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:58:403","1238624304847","   9.348","   9.000"," 2700","  14.297"," 142.753","  39.654","   4.838","  64.166","  17.824"," 66","0","   2.188","  14.943","   4.151","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:58:505","1238878500938","   9.450","   9.000"," 3100","  14.332"," 144.214","  40.059","   4.617","  64.637","  17.955"," 67","0","   2.385","  15.186","   4.218","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:58:603","1239121668442","   9.547","   9.000"," 3500","  16.620"," 145.834","  40.510","   6.294","  65.250","  18.125"," 73","0","   2.255","  15.406","   4.279","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:58:703","1239371634142","   9.648","  11.000"," 3600","  17.965"," 147.635","  41.010","   7.316","  65.984","  18.329"," 74","0","   2.272","  15.633","   4.343","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:58:803","1239622234525","   9.748","   8.000"," 1700","  15.414"," 149.183","  41.440","   5.483","  66.534","  18.482"," 67","0","   2.249","  15.859","   4.405","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:58:904","1239872636263","   9.848","   8.000","  800","  14.422"," 150.631","  41.842","   4.598","  66.996","  18.610"," 65","0","   2.381","  16.098","   4.472","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:59:004","1240121757675","   9.948","   9.000"," 3600","  14.754"," 152.105","  42.251","   5.068","  67.502","  18.751"," 70","0","   2.252","  16.323","   4.534","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:59:104","1240372828224","  10.049","  11.000"," 3500","  19.180"," 154.036","  42.788","   8.176","  68.325","  18.979"," 71","0","   2.311","  16.556","   4.599","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:59:205","1240623143645","  10.149","   8.000"," 1700","  14.246"," 155.465","  43.185","   4.914","  68.818","  19.116"," 69","0","   2.245","  16.781","   4.662","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:59:305","1240873661130","  10.250","   8.000"," 1700","  13.955"," 156.867","  43.574","   4.393","  69.260","  19.239"," 66","0","   2.341","  17.017","   4.727","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:59:405","1241123184508","  10.350","   9.000"," 3500","  15.810"," 158.449","  44.013","   5.519","  69.812","  19.392"," 72","0","   2.227","  17.239","   4.789","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:59:505","1241373368157","  10.450","   9.000"," 3500","  16.554"," 160.109","  44.475","   6.318","  70.445","  19.568"," 73","0","   2.285","  17.469","   4.852","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:59:606","1241623299055","  10.550","  12.000"," 3300","  23.052"," 162.419","  45.116","  10.637","  71.511","  19.864"," 75","0","   2.106","  17.680","   4.911","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:59:706","1241873795225","  10.651","  11.000","  800","  18.774"," 164.304","  45.640","   9.079","  72.423","  20.118"," 67","0","   1.808","  17.861","   4.961","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:59:807","1242125363288","  10.752","   0.000","  800","   1.883"," 164.494","  45.693","   0.030","  72.426","  20.118"," 66","0","   1.253","  17.988","   4.997","   0.000","   0.005","   0.001","  47.000","  750"
"10:06:59:908","1242376807325","  10.852","   0.000","  800","   1.836"," 164.679","  45.744","   0.008","  72.427","  20.119"," 65","0","   1.248","  18.113","   5.031","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:00:003","1242613991600","  10.948","   1.000"," 1700","   2.286"," 164.897","  45.805","   0.098","  72.436","  20.121"," 65","0","   1.281","  18.235","   5.065","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:00:108","1242875643413","  11.052","   1.000","  800","   2.755"," 165.186","  45.885","   0.221","  72.459","  20.128"," 67","0","   1.311","  18.373","   5.104","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:00:208","1243125075813","  11.152","   0.000","  800","   1.993"," 165.385","  45.940","   0.040","  72.463","  20.129"," 65","0","   1.264","  18.499","   5.139","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:00:306","1243370676025","  11.251","   0.000","  800","   1.786"," 165.561","  45.989","   0.006","  72.464","  20.129"," 64","0","   1.248","  18.622","   5.173","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:00:408","1243623918150","  11.352","   0.000","  800","   1.907"," 165.755","  46.043","   0.010","  72.465","  20.129"," 65","0","   1.252","  18.749","   5.208","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:00:503","1243861749430","  11.448","   0.000"," 1700","   2.211"," 165.965","  46.102","   0.095","  72.474","  20.132"," 64","0","   1.281","  18.871","   5.242","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:00:603","1244111477438","  11.548","   6.000","  800","   4.843"," 166.450","  46.236","   0.594","  72.533","  20.148"," 65","0","   1.519","  19.023","   5.284","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:00:704","1244362095375","  11.648","   4.000","  800","   6.332"," 167.087","  46.413","   1.135","  72.647","  20.180"," 65","0","   1.486","  19.173","   5.326","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:00:808","1244621652588","  11.752","   0.000","  800","   1.849"," 167.279","  46.466","   0.015","  72.649","  20.180"," 65","0","   1.249","  19.303","   5.362","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:00:905","1244865067225","  11.850","   0.000","  800","   1.801"," 167.455","  46.515","   0.007","  72.650","  20.180"," 65","0","   1.249","  19.424","   5.396","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:01:006","1245116406310","  11.951","   1.000"," 1700","   2.689"," 167.726","  46.590","   0.188","  72.669","  20.186"," 64","0","   1.330","  19.559","   5.433","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:01:107","1245368025325","  12.052","   0.000","  800","   2.137"," 167.941","  46.650","   0.065","  72.675","  20.188"," 66","0","   1.277","  19.687","   5.469","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:01:208","1245619314163","  12.152","   0.000","  800","   1.989"," 168.142","  46.706","   0.035","  72.679","  20.189"," 64","0","   1.260","  19.814","   5.504","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:01:308","1245868783175","  12.252","   0.000","  800","   1.861"," 168.328","  46.758","   0.007","  72.679","  20.189"," 65","0","   1.249","  19.939","   5.539","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:01:408","1246118155025","  12.352","   0.000","  800","   1.840"," 168.512","  46.809","   0.010","  72.680","  20.189"," 67","0","   1.253","  20.065","   5.573","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:01:508","1246367694738","  12.452","   0.000","  800","   1.942"," 168.706","  46.863","   0.024","  72.683","  20.190"," 64","0","   1.261","  20.191","   5.609","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:01:604","1246606773535","  12.548","   0.000"," 1700","   2.122"," 168.909","  46.919","   0.053","  72.688","  20.191"," 65","0","   1.274","  20.313","   5.642","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:01:707","1246865995854","  12.652","   9.000"," 3500","  12.548"," 170.213","  47.281","   4.165","  73.121","  20.311"," 70","0","   1.763","  20.496","   5.693","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:01:803","1247105091694","  12.748","  12.000"," 3500","  22.106"," 172.332","  47.870","   9.947","  74.074","  20.576"," 74","0","   1.699","  20.659","   5.739","   0.000","   0.005","   0.001","  47.000","  750"
