"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","GT Power_0(Watt)","Cumulative GT Energy_0(Joules)","Cumulative GT Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"10:07:01:907","1247364831740","  12.852","  12.000"," 3600","  22.144"," 174.638","  48.511","   9.977","  75.113","  20.865"," 73","0","   1.695","  20.835","   5.788","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:02:007","1247614246316","  12.952","  12.000"," 3500","  22.460"," 176.884","  49.135","   9.911","  76.104","  21.140"," 67","0","   2.127","  21.048","   5.847","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:02:105","1247857026290","  13.050","   5.000"," 1700","  10.455"," 177.902","  49.417","   4.286","  76.521","  21.256"," 66","0","   1.662","  21.210","   5.892","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:02:203","1248101448335","  13.148","   2.000"," 1700","   4.233"," 178.317","  49.532","   0.252","  76.546","  21.263"," 66","0","   1.609","  21.368","   5.935","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:02:303","1248352586830","  13.248","   1.000"," 1700","   2.750"," 178.594","  49.609","   0.080","  76.554","  21.265"," 66","0","   1.311","  21.500","   5.972","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:02:404","1248603965960","  13.349","   1.000"," 1700","   2.719"," 178.868","  49.685","   0.079","  76.562","  21.267"," 65","0","   1.310","  21.632","   6.009","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:02:505","1248854972815","  13.450","   2.000"," 1700","   4.500"," 179.321","  49.811","   0.241","  76.586","  21.274"," 65","0","   1.766","  21.809","   6.058","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:02:604","1249101226670","  13.548","   2.000"," 1700","   4.967"," 179.811","  49.948","   0.265","  76.613","  21.281"," 66","0","   1.989","  22.006","   6.113","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:02:706","1249356076480","  13.651","   5.000"," 1700","   7.985"," 180.627","  50.174","   1.479","  76.764","  21.323"," 67","0","   1.969","  22.207","   6.169","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:02:806","1249607146325","  13.751","   2.000"," 1700","   4.538"," 181.084","  50.301","   0.219","  76.786","  21.329"," 65","0","   1.818","  22.390","   6.219","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:02:907","1249858173385","  13.852","   3.000"," 1700","   5.310"," 181.618","  50.449","   0.356","  76.822","  21.339"," 65","0","   1.987","  22.590","   6.275","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:03:003","1250097180680","  13.948","   3.000"," 1700","   5.592"," 182.154","  50.598","   0.439","  76.864","  21.351"," 65","0","   2.042","  22.786","   6.329","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:03:104","1250348765250","  14.049","   3.000"," 1700","   4.846"," 182.643","  50.734","   0.372","  76.901","  21.361"," 65","0","   1.877","  22.975","   6.382","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:03:204","1250599287410","  14.149","   2.000"," 1700","   4.661"," 183.111","  50.864","   0.298","  76.931","  21.370"," 66","0","   1.793","  23.155","   6.432","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:03:304","1250849146325","  14.249","   2.000"," 1700","   4.858"," 183.598","  50.999","   0.266","  76.958","  21.377"," 64","0","   1.958","  23.351","   6.486","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:03:404","1251097722230","  14.349","   2.000"," 1700","   5.075"," 184.103","  51.140","   0.296","  76.987","  21.385"," 65","0","   1.981","  23.549","   6.541","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:03:508","1251356134725","  14.452","   2.000","  800","   5.055"," 184.627","  51.285","   0.351","  77.024","  21.395"," 66","0","   1.895","  23.745","   6.596","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:03:603","1251594889180","  14.548","   7.000"," 3500","  13.444"," 185.914","  51.643","   4.954","  77.498","  21.527"," 69","0","   2.276","  23.963","   6.656","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:03:706","1251850481140","  14.651","  15.000"," 3500","  25.840"," 188.562","  52.378","  13.107","  78.841","  21.900"," 72","0","   2.153","  24.183","   6.718","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:03:807","1252103642173","  14.752","  12.000"," 3500","  23.260"," 190.923","  53.034","  11.530","  80.011","  22.225"," 74","0","   1.782","  24.364","   6.768","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:03:908","1252354011020","  14.853","   3.000"," 1700","   6.515"," 191.577","  53.216","   2.261","  80.238","  22.288"," 66","0","   1.441","  24.509","   6.808","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:04:003","1252591443490","  14.948","   0.000"," 1700","   2.109"," 191.778","  53.272","   0.074","  80.245","  22.290"," 65","0","   1.270","  24.630","   6.842","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:04:104","1252842972750","  15.049","   1.000","  800","   2.753"," 192.055","  53.349","   0.189","  80.264","  22.296"," 66","0","   1.316","  24.762","   6.878","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:04:205","1253094483413","  15.149","   0.000","  800","   1.880"," 192.245","  53.401","   0.025","  80.267","  22.296"," 64","0","   1.254","  24.889","   6.914","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:04:305","1253345966625","  15.250","   0.000","  800","   1.932"," 192.440","  53.455","   0.011","  80.268","  22.297"," 65","0","   1.254","  25.015","   6.949","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:04:406","1253597491450","  15.351","   0.000","  800","   1.937"," 192.635","  53.510","   0.018","  80.270","  22.297"," 65","0","   1.258","  25.142","   6.984","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:04:507","1253849117950","  15.452","   0.000","  800","   1.946"," 192.831","  53.564","   0.018","  80.272","  22.298"," 64","0","   1.255","  25.269","   7.019","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:04:604","1254089611563","  15.548","   0.000","  800","   2.027"," 193.027","  53.619","   0.035","  80.275","  22.299"," 64","0","   1.258","  25.390","   7.053","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:04:708","1254349080188","  15.652","   3.000","  800","   6.050"," 193.656","  53.793","   1.089","  80.388","  22.330"," 68","0","   1.446","  25.540","   7.095","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:04:808","1254598509150","  15.752","   0.000","  800","   1.866"," 193.843","  53.845","   0.010","  80.389","  22.330"," 66","0","   1.256","  25.666","   7.129","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:04:908","1254847926988","  15.852","   0.000","  800","   2.095"," 194.052","  53.903","   0.037","  80.393","  22.331"," 65","0","   1.262","  25.792","   7.164","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:05:004","1255088624785","  15.949","   2.000"," 1700","   3.227"," 194.364","  53.990","   0.334","  80.425","  22.340"," 67","0","   1.345","  25.922","   7.201","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:05:108","1255346779500","  16.052","   2.000","  800","   3.480"," 194.724","  54.090","   0.551","  80.482","  22.356"," 65","0","   1.309","  26.057","   7.238","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:05:208","1255596333500","  16.152","   0.000","  800","   2.028"," 194.927","  54.146","   0.064","  80.489","  22.358"," 66","0","   1.262","  26.184","   7.273","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:05:303","1255833591000","  16.248","   6.000","  800","   9.423"," 195.823","  54.395","   2.848","  80.760","  22.433"," 65","0","   1.464","  26.323","   7.312","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:05:404","1256085187613","  16.348","   0.000","  800","   1.822"," 196.007","  54.446","   0.008","  80.760","  22.433"," 65","0","   1.253","  26.449","   7.347","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:05:504","1256336631650","  16.449","   0.000","  800","   2.019"," 196.210","  54.503","   0.025","  80.763","  22.434"," 65","0","   1.261","  26.576","   7.382","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:05:604","1256583926780","  16.548","   0.000"," 1700","   1.837"," 196.393","  54.553","   0.010","  80.764","  22.434"," 66","0","   1.252","  26.700","   7.417","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:05:706","1256838643675","  16.651","   4.000","  800","   6.356"," 197.042","  54.734","   1.125","  80.879","  22.466"," 65","0","   1.455","  26.849","   7.458","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:05:808","1257092797313","  16.752","   0.000","  800","   1.985"," 197.244","  54.790","   0.011","  80.880","  22.467"," 65","0","   1.252","  26.977","   7.494","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:05:907","1257339610973","  16.851","  11.000"," 3600","  16.741"," 198.901","  55.250","   7.393","  81.612","  22.670"," 73","0","   1.456","  27.121","   7.534","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:06:007","1257590357990","  16.952","   7.000"," 1700","  13.262"," 200.234","  55.620","   5.130","  82.127","  22.813"," 66","0","   1.818","  27.304","   7.584","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:06:107","1257840690625","  17.052","   2.000"," 1700","   3.907"," 200.626","  55.729","   0.369","  82.164","  22.823"," 64","0","   1.396","  27.444","   7.623","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:06:203","1258079477980","  17.148","   2.000"," 1700","   3.383"," 200.950","  55.819","   0.183","  82.182","  22.828"," 65","0","   1.374","  27.575","   7.660","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:06:303","1258328620115","  17.248","   2.000"," 1700","   3.499"," 201.299","  55.916","   0.179","  82.200","  22.833"," 66","0","   1.384","  27.713","   7.698","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:06:403","1258577609405","  17.348","   2.000"," 1700","   4.408"," 201.739","  56.039","   0.295","  82.229","  22.841"," 65","0","   1.656","  27.879","   7.744","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:06:504","1258829316945","  17.449","   1.000"," 1700","   3.342"," 202.076","  56.132","   0.158","  82.245","  22.846"," 65","0","   1.367","  28.017","   7.782","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:06:603","1259077609785","  17.548","   1.000"," 1700","   3.422"," 202.417","  56.227","   0.169","  82.262","  22.851"," 67","0","   1.375","  28.154","   7.820","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:06:703","1259326986040","  17.648","   5.000"," 1700","   7.530"," 203.170","  56.436","   1.468","  82.409","  22.891"," 65","0","   1.524","  28.306","   7.863","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:06:805","1259580173700","  17.750","   3.000"," 1700","   5.927"," 203.772","  56.603","   0.540","  82.464","  22.907"," 65","0","   1.990","  28.508","   7.919","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:06:903","1259823801993","  17.847","   5.000"," 2500","   8.818"," 204.633","  56.842","   1.007","  82.562","  22.934"," 67","0","   2.519","  28.754","   7.987","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:07:003","1260073750350","  17.948","   5.000"," 1700","   8.491"," 205.484","  57.079","   1.152","  82.677","  22.966"," 66","0","   2.508","  29.005","   8.057","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:07:104","1260325340488","  18.048","   5.000","  800","   8.408"," 206.332","  57.314","   1.015","  82.780","  22.994"," 65","0","   2.458","  29.253","   8.126","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:07:204","1260575567125","  18.149","   5.000"," 2800","   8.133"," 207.148","  57.541","   0.993","  82.879","  23.022"," 66","0","   2.286","  29.483","   8.190","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:07:305","1260826746020","  18.249","   4.000"," 1700","   8.390"," 207.993","  57.776","   0.877","  82.968","  23.047"," 66","0","   2.456","  29.730","   8.258","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:07:405","1261076878395","  18.350","   5.000"," 1700","   8.676"," 208.863","  58.017","   0.966","  83.065","  23.074"," 66","0","   2.515","  29.982","   8.328","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:07:505","1261326942438","  18.450","  10.000"," 3500","  17.417"," 210.609","  58.503","   6.737","  83.740","  23.261"," 69","0","   2.166","  30.199","   8.389","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:07:603","1261571794554","  18.548","  12.000"," 3500","  25.095"," 213.073","  59.187","  13.405","  85.056","  23.627"," 73","0","   1.497","  30.346","   8.430","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:07:705","1261826157568","  18.650","  15.000"," 3100","  25.877"," 215.712","  59.920","  13.524","  86.435","  24.010"," 70","0","   1.856","  30.536","   8.482","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:07:806","1262077914175","  18.751","   0.000","  800","   2.141"," 215.928","  59.980","   0.064","  86.442","  24.012"," 67","0","   1.267","  30.663","   8.518","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:07:907","1262329394613","  18.852","   0.000","  800","   1.920"," 216.121","  60.034","   0.007","  86.442","  24.012"," 67","0","   1.247","  30.789","   8.553","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:08:007","1262577686765","  18.951","   0.000"," 1700","   2.188"," 216.339","  60.094","   0.073","  86.450","  24.014"," 69","0","   1.284","  30.917","   8.588","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:08:103","1262818117805","  19.048","   3.000"," 1700","   4.541"," 216.777","  60.216","   1.122","  86.558","  24.044"," 66","0","   1.330","  31.045","   8.624","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:08:204","1263070022925","  19.149","   0.000","  800","   2.254"," 217.004","  60.279","   0.077","  86.566","  24.046"," 65","0","   1.287","  31.175","   8.660","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:08:308","1263328301788","  19.252","   0.000","  800","   1.916"," 217.203","  60.334","   0.015","  86.567","  24.046"," 68","0","   1.256","  31.305","   8.696","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:08:408","1263577723700","  19.352","   0.000","  800","   1.862"," 217.389","  60.386","   0.009","  86.568","  24.047"," 64","0","   1.252","  31.430","   8.731","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:08:506","1263822546638","  19.451","   0.000","  800","   2.000"," 217.585","  60.440","   0.026","  86.571","  24.047"," 66","0","   1.260","  31.554","   8.765","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:08:603","1264064190845","  19.547","   0.000"," 1700","   1.983"," 217.777","  60.494","   0.010","  86.572","  24.048"," 66","0","   1.249","  31.675","   8.799","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:08:706","1264321693500","  19.651","   3.000","  800","   5.674"," 218.363","  60.656","   1.198","  86.695","  24.082"," 65","0","   1.432","  31.823","   8.840","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:08:804","1264566434638","  19.749","   0.000","  800","   1.864"," 218.546","  60.707","   0.014","  86.697","  24.082"," 65","0","   1.253","  31.946","   8.874","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:08:905","1264818131550","  19.850","   0.000"," 1700","   1.896"," 218.737","  60.760","   0.010","  86.698","  24.083"," 65","0","   1.249","  32.072","   8.909","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:09:003","1265062291015","  19.948","   1.000"," 1700","   2.568"," 218.989","  60.830","   0.132","  86.711","  24.086"," 65","0","   1.307","  32.200","   8.944","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:09:106","1265320807613","  20.051","   1.000","  800","   2.502"," 219.248","  60.902","   0.120","  86.723","  24.090"," 65","0","   1.310","  32.336","   8.982","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:09:207","1265572142300","  20.152","   0.000","  800","   2.101"," 219.460","  60.961","   0.038","  86.727","  24.091"," 65","0","   1.260","  32.463","   9.017","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:09:308","1265822525750","  20.252","   0.000","  800","   2.005"," 219.661","  61.017","   0.013","  86.728","  24.091"," 65","0","   1.251","  32.588","   9.052","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:09:408","1266071955663","  20.352","   0.000","  800","   1.830"," 219.844","  61.068","   0.006","  86.729","  24.091"," 64","0","   1.249","  32.713","   9.087","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:09:505","1266315916475","  20.450","   0.000","  800","   2.148"," 220.054","  61.126","   0.074","  86.736","  24.093"," 65","0","   1.274","  32.838","   9.122","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:09:604","1266560837165","  20.548","   4.000"," 1700","   3.967"," 220.444","  61.234","   0.467","  86.782","  24.106"," 65","0","   1.422","  32.977","   9.160","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:09:708","1266819965800","  20.652","   3.000","  800","   6.078"," 221.075","  61.410","   1.066","  86.893","  24.137"," 66","0","   1.446","  33.128","   9.202","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:09:802","1267056705244","  20.747","  13.000"," 3600","  21.044"," 223.073","  61.965","   9.793","  87.822","  24.395"," 69","0","   1.469","  33.267","   9.241","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:09:908","1267319175263","  20.852","   1.000","  800","   3.343"," 223.424","  62.062","   0.512","  87.876","  24.410"," 66","0","   1.340","  33.408","   9.280","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:10:002","1267555650930","  20.947","   2.000"," 1700","   3.322"," 223.739","  62.150","   0.324","  87.907","  24.419"," 66","0","   1.334","  33.535","   9.315","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:10:103","1267806001090","  21.048","   2.000"," 1700","   3.879"," 224.129","  62.258","   0.459","  87.953","  24.431"," 65","0","   1.363","  33.671","   9.353","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:10:204","1268057500663","  21.148","   1.000","  800","   3.109"," 224.442","  62.345","   0.284","  87.981","  24.439"," 65","0","   1.324","  33.805","   9.390","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:10:304","1268308619788","  21.249","   1.000","  800","   3.339"," 224.778","  62.438","   0.299","  88.012","  24.448"," 65","0","   1.324","  33.938","   9.427","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:10:405","1268558841463","  21.349","   5.000"," 3600","   8.581"," 225.639","  62.678","   3.159","  88.328","  24.536"," 72","0","   1.338","  34.073","   9.465","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:10:505","1268809087235","  21.450","  11.000"," 1700","  20.006"," 227.646","  63.235","   9.468","  89.278","  24.800"," 67","0","   1.417","  34.215","   9.504","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:10:604","1269055063985","  21.548","   0.000"," 1700","   2.523"," 227.895","  63.304","   0.219","  89.300","  24.806"," 67","0","   1.289","  34.342","   9.539","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:10:706","1269311432175","  21.651","   3.000","  800","   5.968"," 228.509","  63.475","   0.998","  89.403","  24.834"," 66","0","   1.451","  34.491","   9.581","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:10:807","1269562929325","  21.752","   0.000","  800","   1.993"," 228.710","  63.530","   0.019","  89.405","  24.835"," 65","0","   1.254","  34.617","   9.616","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:10:908","1269813286088","  21.852","   0.000","  800","   1.814"," 228.892","  63.581","   0.013","  89.406","  24.835"," 65","0","   1.251","  34.743","   9.651","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:11:003","1270051604625","  21.948","   1.000"," 1700","   2.510"," 229.132","  63.648","   0.134","  89.419","  24.839"," 64","0","   1.315","  34.869","   9.686","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:11:108","1270312144925","  22.052","   2.000","  800","   3.512"," 229.498","  63.750","   0.657","  89.487","  24.858"," 66","0","   1.315","  35.006","   9.724","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:11:208","1270561566138","  22.152","   0.000","  800","   1.968"," 229.695","  63.804","   0.032","  89.491","  24.858"," 65","0","   1.260","  35.132","   9.759","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:11:308","1270810981888","  22.252","   0.000","  800","   2.071"," 229.902","  63.862","   0.012","  89.492","  24.859"," 65","0","   1.252","  35.257","   9.794","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:11:408","1271060405825","  22.352","   0.000","  800","   1.802"," 230.082","  63.912","   0.005","  89.492","  24.859"," 65","0","   1.250","  35.382","   9.828","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:11:503","1271297655225","  22.448","   0.000","  800","   2.030"," 230.276","  63.965","   0.019","  89.494","  24.859"," 65","0","   1.259","  35.502","   9.862","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:11:604","1271549101225","  22.548","   0.000"," 1700","   1.910"," 230.468","  64.019","   0.031","  89.497","  24.860"," 65","0","   1.262","  35.629","   9.897","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:11:704","1271799946388","  22.649","   3.000","  800","   6.218"," 231.094","  64.193","   1.403","  89.638","  24.900"," 65","0","   1.443","  35.774","   9.937","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:11:805","1272051284563","  22.750","   0.000","  800","   1.771"," 231.272","  64.242","   0.008","  89.639","  24.900"," 65","0","   1.248","  35.900","   9.972","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:11:906","1272302826000","  22.851","   0.000","  800","   1.879"," 231.461","  64.295","   0.010","  89.640","  24.900"," 66","0","   1.246","  36.026","  10.007","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:12:007","1272554267650","  22.951","   0.000"," 1700","   2.098"," 231.673","  64.354","   0.067","  89.647","  24.902"," 67","0","   1.274","  36.154","  10.043","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:12:107","1272805796585","  23.052","   1.000"," 1700","   2.386"," 231.914","  64.420","   0.169","  89.664","  24.907"," 65","0","   1.291","  36.284","  10.079","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:12:208","1273055791638","  23.152","   0.000","  800","   1.975"," 232.112","  64.475","   0.052","  89.669","  24.908"," 65","0","   1.263","  36.411","  10.114","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:12:308","1273305258525","  23.252","   0.000","  800","   1.926"," 232.304","  64.529","   0.017","  89.671","  24.909"," 65","0","   1.255","  36.536","  10.149","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:12:403","1273542432525","  23.348","   0.000","  800","   1.916"," 232.486","  64.580","   0.013","  89.672","  24.909"," 64","0","   1.252","  36.655","  10.182","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:12:503","1273791400644","  23.447","   2.000"," 2800","   2.885"," 232.774","  64.660","   0.447","  89.717","  24.921"," 65","0","   1.284","  36.784","  10.218","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:12:603","1274042901219","  23.548","  12.000"," 3500","  20.464"," 234.838","  65.233","   8.969","  90.621","  25.173"," 70","0","   1.440","  36.929","  10.258","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:12:708","1274302897813","  23.652","   6.000","  800","  10.617"," 235.944","  65.540","   4.343","  91.074","  25.298"," 68","0","   1.674","  37.103","  10.306","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:12:804","1274542108700","  23.748","   3.000"," 1700","   4.951"," 236.419","  65.672","   0.545","  91.126","  25.313"," 66","0","   1.462","  37.244","  10.345","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:12:903","1274789722695","  23.848","   1.000"," 1700","   2.738"," 236.691","  65.748","   0.082","  91.134","  25.315"," 67","0","   1.313","  37.374","  10.382","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:13:003","1275040566750","  23.948","   2.000"," 1700","   3.276"," 237.021","  65.839","   0.209","  91.155","  25.321"," 65","0","   1.378","  37.512","  10.420","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:13:104","1275291486065","  24.049","   3.000"," 1700","   4.569"," 237.480","  65.967","   0.430","  91.199","  25.333"," 65","0","   1.491","  37.662","  10.462","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:13:205","1275542638120","  24.149","   1.000"," 1700","   3.344"," 237.817","  66.060","   0.176","  91.216","  25.338"," 65","0","   1.358","  37.799","  10.500","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:13:305","1275793925675","  24.250","   1.000"," 1700","   3.376"," 238.157","  66.155","   0.164","  91.233","  25.342"," 65","0","   1.373","  37.938","  10.538","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:13:406","1276044943230","  24.351","   2.000"," 1700","   3.636"," 238.523","  66.256","   0.188","  91.252","  25.348"," 66","0","   1.390","  38.077","  10.577","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:13:507","1276295784300","  24.451","   4.000"," 1700","   6.390"," 239.166","  66.435","   0.606","  91.313","  25.365"," 66","0","   2.056","  38.284","  10.634","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:13:603","1276535264040","  24.547","   3.000"," 1700","   6.022"," 239.744","  66.596","   0.350","  91.346","  25.374"," 66","0","   2.364","  38.511","  10.698","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:13:706","1276792609175","  24.651","   5.000"," 1700","   9.784"," 240.753","  66.876","   2.185","  91.572","  25.437"," 66","0","   2.386","  38.757","  10.766","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:13:806","1277041363290","  24.750","   3.000"," 1700","   5.717"," 241.323","  67.034","   0.369","  91.609","  25.447"," 66","0","   2.223","  38.979","  10.828","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:13:906","1277291231945","  24.851","   2.000"," 1700","   5.553"," 241.880","  67.189","   0.290","  91.638","  25.455"," 66","0","   2.221","  39.202","  10.889","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:14:002","1277532517203","  24.947","   6.000"," 3300","   9.880"," 242.836","  67.454","   2.756","  91.904","  25.529"," 70","0","   2.087","  39.404","  10.945","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:14:102","1277782002992","  25.047","  14.000"," 3300","  22.813"," 245.117","  68.088","  11.575","  93.062","  25.851"," 72","0","   1.549","  39.558","  10.988","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:14:203","1278033100856","  25.148","  12.000"," 3500","  21.400"," 247.272","  68.687","  10.067","  94.076","  26.132"," 74","0","   1.514","  39.711","  11.031","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:14:304","1278285130946","  25.249","  12.000"," 3600","  21.316"," 249.426","  69.285","   9.987","  95.085","  26.412"," 75","0","   1.498","  39.862","  11.073","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:14:405","1278537113367","  25.350","  12.000"," 3600","  24.002"," 251.851","  69.958","  12.144","  96.312","  26.753"," 76","0","   1.761","  40.040","  11.122","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:14:506","1278789110158","  25.451","  12.000"," 3500","  23.217"," 254.196","  70.610","  11.429","  97.466","  27.074"," 73","0","   1.757","  40.218","  11.172","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:14:607","1279041008128","  25.552","  12.000"," 3300","  22.862"," 256.505","  71.251","  10.848","  98.562","  27.378"," 71","0","   1.866","  40.406","  11.224","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:14:704","1279282368340","  25.649","   2.000"," 1700","   6.154"," 257.101","  71.417","   1.472","  98.704","  27.418"," 67","0","   1.429","  40.544","  11.262","   0.000","   0.005","   0.001","  47.000","  750"
"10:07:14:808","1279540771888","  25.752","   0.000","  800","   1.815"," 257.289","  71.469","   0.011","  98.706","  27.418"," 67","0","   1.248","  40.674","  11.298","   0.000","   0.005","   0.001","  47.000","  750"
