"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","GT Power_0(Watt)","Cumulative GT Energy_0(Joules)","Cumulative GT Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"09:02:01:858","1692174650113","  63.957","   6.000","  800","   8.911"," 633.569"," 175.991","   2.692"," 264.401","  73.445"," 60","0","   1.469","  89.607","  24.891","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:01:957","1692420275436","  64.055","   5.000"," 3500","   5.079"," 634.069"," 176.130","   1.216"," 264.521","  73.478"," 60","0","   1.355","  89.740","  24.928","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:02:059","1692675103113","  64.158","   4.000","  800","   5.943"," 634.676"," 176.299","   2.213"," 264.747","  73.541"," 58","0","   1.384","  89.882","  24.967","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:02:156","1692918169675","  64.255","   3.000","  800","   4.360"," 635.101"," 176.417","   0.768"," 264.822","  73.562"," 58","0","   1.357","  90.014","  25.004","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:02:256","1693167569763","  64.355","   1.000","  800","   2.767"," 635.378"," 176.494","   0.153"," 264.837","  73.566"," 58","0","   1.341","  90.148","  25.041","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:02:355","1693413427600","  64.454","   0.000","  800","   2.182"," 635.593"," 176.553","   0.022"," 264.839","  73.566"," 59","0","   1.287","  90.275","  25.076","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:02:456","1693666053188","  64.555","   3.000","  800","   5.932"," 636.193"," 176.720","   1.049"," 264.946","  73.596"," 58","0","   1.528","  90.429","  25.119","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:02:557","1693917140688","  64.656","   0.000","  800","   1.989"," 636.394"," 176.776","   0.017"," 264.947","  73.596"," 58","0","   1.260","  90.556","  25.155","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:02:658","1694168808863","  64.756","   1.000","  800","   2.636"," 636.660"," 176.850","   0.143"," 264.962","  73.600"," 59","0","   1.302","  90.688","  25.191","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:02:758","1694418811775","  64.857","   8.000"," 3600","  10.706"," 637.733"," 177.148","   3.702"," 265.333","  73.704"," 68","0","   1.412","  90.829","  25.230","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:02:858","1694668342211","  64.957","  20.000"," 3500","  29.899"," 640.724"," 177.979","  17.902"," 267.124","  74.201"," 71","0","   1.592","  90.988","  25.275","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:02:958","1694918143474","  65.057","  14.000"," 3500","  23.124"," 643.040"," 178.622","  11.688"," 268.294","  74.526"," 74","0","   1.417","  91.130","  25.314","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:03:058","1695167549123","  65.157","  12.000"," 3600","  21.595"," 645.199"," 179.222","  10.244"," 269.319","  74.811"," 76","0","   1.359","  91.266","  25.352","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:03:159","1695418231550","  65.257","  13.000","  800","  19.458"," 647.155"," 179.765","  10.015"," 270.325","  75.090"," 61","0","   1.459","  91.413","  25.392","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:03:254","1695656738805","  65.353","   4.000"," 1700","   3.938"," 647.531"," 179.870","   0.356"," 270.359","  75.100"," 60","0","   1.435","  91.550","  25.431","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:03:354","1695906389263","  65.453","   3.000","  800","   3.931"," 647.925"," 179.979","   0.501"," 270.409","  75.114"," 59","0","   1.374","  91.688","  25.469","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:03:457","1696161105900","  65.555","   3.000","  800","   5.606"," 648.497"," 180.138","   0.935"," 270.505","  75.140"," 59","0","   1.523","  91.843","  25.512","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:03:557","1696410755488","  65.655","   1.000","  800","   2.343"," 648.732"," 180.203","   0.077"," 270.513","  75.142"," 59","0","   1.290","  91.972","  25.548","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:03:657","1696659982688","  65.755","   0.000","  800","   2.886"," 649.020"," 180.283","   0.058"," 270.518","  75.144"," 59","0","   1.291","  92.101","  25.584","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:03:756","1696907113013","  65.854","   7.000","  800","   8.038"," 649.817"," 180.505","   3.054"," 270.821","  75.228"," 59","0","   1.418","  92.242","  25.623","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:03:854","1697152097715","  65.952","   2.000"," 1700","   3.065"," 650.118"," 180.588","   0.301"," 270.850","  75.236"," 59","0","   1.306","  92.370","  25.658","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:03:956","1697407220363","  66.055","   5.000","  800","   4.738"," 650.602"," 180.723","   1.023"," 270.955","  75.265"," 59","0","   1.385","  92.512","  25.698","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:04:057","1697657816563","  66.155","   0.000","  800","   1.982"," 650.801"," 180.778","   0.016"," 270.957","  75.266"," 58","0","   1.265","  92.639","  25.733","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:04:156","1697905142650","  66.254","   2.000","  800","   3.233"," 651.122"," 180.867","   0.337"," 270.990","  75.275"," 60","0","   1.338","  92.771","  25.770","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:04:255","1698151426138","  66.353","   1.000","  800","   2.800"," 651.398"," 180.944","   0.150"," 271.005","  75.279"," 58","0","   1.343","  92.904","  25.807","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:04:355","1698401915125","  66.454","   1.000","  800","   2.230"," 651.622"," 181.006","   0.078"," 271.013","  75.281"," 58","0","   1.285","  93.033","  25.843","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:04:458","1698658000313","  66.556","   5.000","  800","   6.719"," 652.312"," 181.198","   1.229"," 271.139","  75.316"," 58","0","   1.553","  93.193","  25.887","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:04:558","1698908154992","  66.657","   8.000"," 3600","  11.797"," 653.495"," 181.526","   4.867"," 271.627","  75.452"," 65","0","   1.414","  93.334","  25.926","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:04:659","1699159584975","  66.757","   4.000","  800","   7.427"," 654.244"," 181.734","   2.879"," 271.917","  75.533"," 59","0","   1.374","  93.473","  25.965","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:04:759","1699409320525","  66.857","   0.000","  800","   2.140"," 654.458"," 181.794","   0.027"," 271.920","  75.533"," 58","0","   1.278","  93.601","  26.000","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:04:857","1699653314813","  66.955","   0.000","  800","   2.036"," 654.657"," 181.849","   0.019"," 271.922","  75.534"," 61","0","   1.268","  93.725","  26.035","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:04:957","1699903043815","  67.055","   0.000"," 1700","   2.115"," 654.869"," 181.908","   0.035"," 271.925","  75.535"," 57","0","   1.277","  93.853","  26.070","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:05:054","1700146354030","  67.153","  10.000"," 1700","   6.693"," 655.522"," 182.089","   1.251"," 272.047","  75.569"," 58","0","   1.570","  94.006","  26.113","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:05:157","1700401228163","  67.255","   6.000"," 3500","   6.531"," 656.189"," 182.275","   1.717"," 272.223","  75.617"," 61","0","   1.491","  94.158","  26.155","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:05:256","1700648916984","  67.354","  12.000"," 3600","  22.558"," 658.430"," 182.897","  10.044"," 273.220","  75.895"," 65","0","   2.085","  94.365","  26.213","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:05:355","1700895659178","  67.453","  12.000"," 3500","  27.757"," 661.175"," 183.660","  12.245"," 274.432","  76.231"," 65","0","   4.035","  94.765","  26.323","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:05:457","1701149536596","  67.555","  22.000"," 3600","  33.854"," 664.621"," 184.617","  18.728"," 276.338","  76.761"," 68","0","   3.962","  95.168","  26.435","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:05:558","1701402785846","  67.657","  12.000"," 3500","  27.751"," 667.439"," 185.400","  12.348"," 277.592","  77.109"," 68","0","   3.954","  95.569","  26.547","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:05:655","1701643967015","  67.753","  13.000"," 3600","  29.131"," 670.256"," 186.182","  13.526"," 278.899","  77.472"," 66","0","   3.884","  95.945","  26.651","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:05:755","1701893385991","  67.853","  12.000"," 3500","  27.834"," 673.039"," 186.955","  12.384"," 280.138","  77.816"," 67","0","   3.999","  96.345","  26.762","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:05:855","1702143477784","  67.954","  12.000"," 3600","  27.622"," 675.809"," 187.725","  12.253"," 281.366","  78.157"," 68","0","   3.879","  96.734","  26.870","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:05:955","1702393541913","  68.054","  12.000"," 3600","  27.974"," 678.613"," 188.504","  12.495"," 282.619","  78.505"," 67","0","   3.963","  97.131","  26.981","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:06:054","1702639802256","  68.153","  12.000"," 3500","  28.411"," 681.418"," 189.283","  12.849"," 283.888","  78.858"," 70","0","   3.914","  97.517","  27.088","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:06:156","1702893416794","  68.254","  15.000"," 3500","  30.044"," 684.473"," 190.131","  14.616"," 285.374","  79.271"," 70","0","   3.912","  97.915","  27.199","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:06:257","1703145333349","  68.355","  14.000"," 3500","  23.948"," 686.892"," 190.803","   9.955"," 286.379","  79.550"," 63","0","   3.767","  98.296","  27.304","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:06:355","1703389769950","  68.453","  16.000","  800","  25.385"," 689.380"," 191.494","  14.520"," 287.802","  79.945"," 64","0","   2.390","  98.530","  27.369","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:06:458","1703647148266","  68.557","   7.000"," 2800","   6.898"," 690.092"," 191.692","   1.538"," 287.961","  79.989"," 62","0","   1.588","  98.694","  27.415","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:06:556","1703892428511","  68.655","  15.000"," 3600","  23.225"," 692.376"," 192.327","  11.715"," 289.113","  80.309"," 64","0","   1.657","  98.857","  27.460","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:06:657","1704144980709","  68.756","  18.000"," 3500","  25.920"," 695.000"," 193.056","  14.065"," 290.537","  80.705"," 66","0","   1.725","  99.031","  27.509","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:06:758","1704396946835","  68.857","  14.000"," 1700","  20.942"," 697.116"," 193.643","  10.825"," 291.631","  81.009"," 63","0","   1.660","  99.199","  27.555","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:06:857","1704643275193","  68.956","  19.000"," 3500","  21.312"," 699.220"," 194.228","  11.727"," 292.789","  81.330"," 67","0","   1.671","  99.364","  27.601","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:06:956","1704890634750","  69.055","   9.000","  800","  13.122"," 700.522"," 194.589","   6.137"," 293.398","  81.499"," 62","0","   1.513","  99.514","  27.643","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:07:057","1705141624888","  69.156","   0.000","  800","   2.326"," 700.756"," 194.654","   0.025"," 293.400","  81.500"," 60","0","   1.279","  99.643","  27.679","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:07:157","1705392137638","  69.256","   9.000","  800","   9.859"," 701.746"," 194.929","   4.346"," 293.837","  81.621"," 61","0","   1.488","  99.792","  27.720","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:07:257","1705640932825","  69.356","   0.000","  800","   2.333"," 701.979"," 194.994","   0.043"," 293.841","  81.623"," 59","0","   1.286","  99.921","  27.756","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:07:355","1705884301610","  69.453","   3.000"," 1700","   4.369"," 702.405"," 195.112","   0.616"," 293.901","  81.639"," 60","0","   1.352"," 100.052","  27.792","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:07:457","1706139348135","  69.556","   3.000"," 1700","   5.656"," 702.983"," 195.273","   0.934"," 293.997","  81.666"," 59","0","   1.530"," 100.209","  27.836","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:07:557","1706388626800","  69.656","   0.000","  800","   2.197"," 703.203"," 195.334","   0.037"," 294.000","  81.667"," 59","0","   1.286"," 100.337","  27.871","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:07:657","1706638069150","  69.756","   0.000","  800","   2.226"," 703.425"," 195.396","   0.041"," 294.004","  81.668"," 59","0","   1.288"," 100.466","  27.907","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:07:756","1706884507763","  69.854","   1.000","  800","   2.272"," 703.650"," 195.458","   0.043"," 294.008","  81.669"," 59","0","   1.291"," 100.594","  27.943","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:07:855","1707132487425","  69.954","   0.000","  800","   2.284"," 703.877"," 195.521","   0.069"," 294.015","  81.671"," 59","0","   1.289"," 100.722","  27.978","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:07:959","1707390713550","  70.057","   2.000","  800","   3.488"," 704.238"," 195.622","   0.373"," 294.054","  81.682"," 58","0","   1.329"," 100.859","  28.017","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:08:056","1707633443020","  70.155","  14.000"," 1700","  17.946"," 705.985"," 196.107","   8.245"," 294.856","  81.905"," 61","0","   1.583"," 101.014","  28.059","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:08:154","1707878541288","  70.253","   4.000","  800","   4.102"," 706.388"," 196.219","   0.659"," 294.921","  81.923"," 62","0","   1.371"," 101.148","  28.097","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:08:259","1708139028000","  70.357","   1.000","  800","   2.788"," 706.679"," 196.300","   0.150"," 294.937","  81.927"," 58","0","   1.336"," 101.288","  28.136","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:08:355","1708378305192","  70.453","   7.000"," 3500","  12.938"," 707.920"," 196.644","   5.275"," 295.443","  82.067"," 63","0","   1.626"," 101.444","  28.179","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:08:458","1708636514250","  70.557","  15.000"," 3500","  20.785"," 710.072"," 197.242","   9.252"," 296.401","  82.333"," 66","0","   2.120"," 101.663","  28.240","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:08:556","1708879807729","  70.654","  14.000"," 3500","  15.302"," 711.564"," 197.657","   5.734"," 296.960","  82.489"," 65","0","   1.873"," 101.846","  28.291","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:08:656","1709129741544","  70.755","  12.000"," 3500","  17.087"," 713.276"," 198.132","   6.315"," 297.593","  82.665"," 68","0","   1.841"," 102.030","  28.342","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:08:757","1709381391566","  70.856","  12.000"," 3500","  16.945"," 714.986"," 198.607","   6.144"," 298.213","  82.837"," 68","0","   1.842"," 102.216","  28.393","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:08:856","1709629593141","  70.955","  17.000"," 2500","  20.257"," 717.002"," 199.167","   9.524"," 299.160","  83.100"," 64","0","   1.906"," 102.406","  28.446","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:08:957","1709879365460","  71.055","  13.000"," 3500","  15.766"," 718.581"," 199.606","   5.676"," 299.729","  83.258"," 64","0","   1.849"," 102.591","  28.498","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:09:057","1710129788061","  71.156","  12.000"," 3500","  16.854"," 720.273"," 200.076","   6.132"," 300.344","  83.429"," 67","0","   1.834"," 102.775","  28.549","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:09:157","1710379255775","  71.256","  16.000"," 3500","  20.135"," 722.287"," 200.635","   9.079"," 301.252","  83.681"," 67","0","   1.936"," 102.969","  28.602","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:09:257","1710629488340","  71.356","  10.000"," 1700","  14.227"," 723.714"," 201.032","   5.049"," 301.759","  83.822"," 61","0","   1.755"," 103.145","  28.651","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:09:355","1710872121925","  71.453","   0.000","  800","   2.399"," 723.947"," 201.096","   0.083"," 301.767","  83.824"," 60","0","   1.291"," 103.271","  28.686","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:09:459","1711131866825","  71.557","   3.000","  800","   5.811"," 724.552"," 201.265","   0.929"," 301.864","  83.851"," 59","0","   1.526"," 103.429","  28.730","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:09:557","1711377674825","  71.656","   0.000","  800","   2.108"," 724.760"," 201.322","   0.018"," 301.866","  83.852"," 59","0","   1.281"," 103.556","  28.765","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:09:657","1711627288520","  71.756","   1.000"," 1700","   2.539"," 725.014"," 201.393","   0.174"," 301.883","  83.856"," 59","0","   1.287"," 103.684","  28.801","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:09:757","1711875804457","  71.856","  13.000"," 3500","  17.471"," 726.755"," 201.876","   8.082"," 302.688","  84.080"," 64","0","   1.509"," 103.835","  28.843","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:09:857","1712126051063","  71.956","   1.000","  800","   3.260"," 727.082"," 201.967","   0.430"," 302.731","  84.092"," 58","0","   1.323"," 103.968","  28.880","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:09:959","1712378768215","  72.057","   0.000"," 1700","   2.160"," 727.301"," 202.028","   0.044"," 302.736","  84.093"," 60","0","   1.281"," 104.097","  28.916","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:10:057","1712624936225","  72.156","   0.000","  800","   2.174"," 727.516"," 202.088","   0.038"," 302.740","  84.094"," 58","0","   1.284"," 104.224","  28.951","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:10:157","1712874565970","  72.256","   3.000"," 1700","   3.601"," 727.876"," 202.188","   0.507"," 302.790","  84.108"," 59","0","   1.398"," 104.364","  28.990","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:10:259","1713127980813","  72.358","   1.000","  800","   2.500"," 728.130"," 202.258","   0.072"," 302.798","  84.110"," 58","0","   1.303"," 104.496","  29.027","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:10:355","1713367092805","  72.454","   1.000"," 1700","   3.518"," 728.467"," 202.352","   0.372"," 302.833","  84.120"," 58","0","   1.322"," 104.623","  29.062","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:10:457","1713622624705","  72.556","   4.000"," 1700","   6.166"," 729.099"," 202.527","   1.122"," 302.948","  84.152"," 59","0","   1.534"," 104.780","  29.106","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:10:556","1713869424366","  72.655","   1.000"," 2500","   2.801"," 729.376"," 202.604","   0.239"," 302.972","  84.159"," 59","0","   1.310"," 104.910","  29.142","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:10:657","1714120695200","  72.756","   5.000","  800","   7.299"," 730.111"," 202.809","   2.887"," 303.263","  84.240"," 58","0","   1.380"," 105.049","  29.180","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:10:758","1714371974150","  72.856","   2.000","  800","   2.614"," 730.375"," 202.882","   0.195"," 303.282","  84.245"," 59","0","   1.298"," 105.179","  29.217","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:10:859","1714623498025","  72.957","   1.000","  800","   2.553"," 730.632"," 202.953","   0.114"," 303.294","  84.248"," 58","0","   1.296"," 105.310","  29.253","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:10:957","1714870025263","  73.056","   3.000","  800","   3.892"," 731.017"," 203.060","   0.557"," 303.349","  84.264"," 58","0","   1.339"," 105.443","  29.290","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:11:057","1715119486613","  73.156","   1.000","  800","   2.415"," 731.258"," 203.127","   0.058"," 303.355","  84.265"," 59","0","   1.302"," 105.573","  29.326","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:11:157","1715368120288","  73.256","   3.000","  800","   3.693"," 731.627"," 203.230","   0.511"," 303.406","  84.279"," 58","0","   1.359"," 105.708","  29.363","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:11:257","1715617815562","  73.356","   3.000"," 3500","   5.168"," 732.144"," 203.373","   1.338"," 303.540","  84.317"," 61","0","   1.383"," 105.847","  29.402","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:11:355","1715861071571","  73.453","  14.000"," 3300","  24.206"," 734.505"," 204.029","  13.522"," 304.858","  84.683"," 68","0","   3.288"," 106.167","  29.491","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:11:457","1716116661687","  73.556","  27.000"," 3300","  36.552"," 738.250"," 205.069","  25.768"," 307.499","  85.416"," 68","0","   4.419"," 106.620","  29.617","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:11:554","1716358619700","  73.653","  13.000"," 3300","  26.129"," 740.785"," 205.774","  16.330"," 309.083","  85.856"," 70","0","   4.351"," 107.042","  29.734","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:11:658","1716616198413","  73.756","   2.000","  800","   8.649"," 741.678"," 206.022","   2.481"," 309.339","  85.928"," 60","0","   1.593"," 107.207","  29.780","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:11:759","1716868272550","  73.857","   0.000"," 1700","   2.337"," 741.914"," 206.087","   0.055"," 309.345","  85.929"," 58","0","   1.295"," 107.338","  29.816","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:11:857","1717114965490","  73.956","   0.000"," 1700","   2.218"," 742.134"," 206.148","   0.039"," 309.349","  85.930"," 59","0","   1.284"," 107.465","  29.851","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:11:955","1717357660050","  74.053","   0.000","  800","   2.192"," 742.347"," 206.207","   0.051"," 309.354","  85.932"," 60","0","   1.282"," 107.589","  29.886","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:12:058","1717614014813","  74.156","   3.000","  800","   3.988"," 742.757"," 206.321","   0.608"," 309.416","  85.949"," 59","0","   1.335"," 107.727","  29.924","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:12:159","1717867003750","  74.258","   3.000","  800","   4.210"," 743.184"," 206.440","   0.796"," 309.497","  85.971"," 60","0","   1.364"," 107.865","  29.962","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:12:258","1718112770130","  74.356","   7.000"," 1700","   8.297"," 744.001"," 206.667","   3.174"," 309.810","  86.058"," 60","0","   1.464"," 108.009","  30.003","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:12:355","1718355696650","  74.454","   1.000","  800","   2.636"," 744.258"," 206.738","   0.216"," 309.831","  86.064"," 58","0","   1.297"," 108.135","  30.038","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:12:454","1718603926563","  74.553","   4.000","  800","   5.967"," 744.852"," 206.903","   1.150"," 309.945","  86.096"," 58","0","   1.545"," 108.289","  30.080","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:12:559","1718863771963","  74.657","   2.000","  800","   3.341"," 745.200"," 207.000","   0.269"," 309.973","  86.104"," 59","0","   1.318"," 108.427","  30.119","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:12:656","1719106198838","  74.754","   0.000","  800","   2.247"," 745.418"," 207.061","   0.050"," 309.978","  86.105"," 58","0","   1.288"," 108.552","  30.153","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:12:758","1719359960540","  74.856","   0.000"," 1700","   2.373"," 745.660"," 207.128","   0.048"," 309.983","  86.106"," 58","0","   1.299"," 108.684","  30.190","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:12:858","1719609607150","  74.956","   0.000","  800","   2.287"," 745.889"," 207.191","   0.027"," 309.985","  86.107"," 59","0","   1.287"," 108.813","  30.226","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:12:954","1719851190788","  75.053","   0.000","  800","   2.265"," 746.108"," 207.252","   0.040"," 309.989","  86.108"," 59","0","   1.285"," 108.937","  30.260","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:13:058","1720108486438","  75.156","   0.000","  800","   2.171"," 746.332"," 207.314","   0.021"," 309.991","  86.109"," 57","0","   1.279"," 109.069","  30.297","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:13:158","1720358165070","  75.256","  14.000"," 1700","  18.707"," 748.205"," 207.835","   9.690"," 310.961","  86.378"," 61","0","   1.566"," 109.226","  30.341","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:13:256","1720604305938","  75.355","   2.000","  800","   2.829"," 748.484"," 207.912","   0.259"," 310.987","  86.385"," 59","0","   1.319"," 109.356","  30.377","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:13:354","1720848840505","  75.453","   1.000"," 1700","   2.432"," 748.722"," 207.978","   0.095"," 310.996","  86.388"," 60","0","   1.302"," 109.484","  30.412","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:13:458","1721106351763","  75.556","   3.000","  800","   5.692"," 749.310"," 208.142","   0.978"," 311.097","  86.416"," 59","0","   1.536"," 109.643","  30.456","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:13:557","1721354865275","  75.656","   0.000","  800","   2.084"," 749.518"," 208.199","   0.023"," 311.100","  86.417"," 57","0","   1.274"," 109.769","  30.492","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:13:656","1721601045442","  75.755","  57.000"," 3500","  37.603"," 753.229"," 209.230","  26.161"," 313.682","  87.134"," 77","0","   2.487"," 110.015","  30.560","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:13:757","1721853056557","  75.856","  99.000"," 3500","  60.622"," 759.354"," 210.932","  45.266"," 318.255","  88.404"," 82","0","   5.181"," 110.538","  30.705","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:13:858","1722103750466","  75.956","  96.000"," 3500","  62.316"," 765.618"," 212.672","  46.594"," 322.938","  89.705"," 83","0","   5.230"," 111.064","  30.851","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:13:956","1722349867838","  76.055"," 100.000"," 3500","  63.779"," 771.911"," 214.420","  48.209"," 327.695","  91.026"," 85","0","   5.167"," 111.574","  30.993","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:14:056","1722599470284","  76.155","  96.000"," 3500","  62.669"," 778.182"," 216.162","  47.082"," 332.407","  92.335"," 85","0","   5.121"," 112.086","  31.135","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:14:156","1722849226922","  76.255","  98.000"," 3500","  62.630"," 784.454"," 217.904","  47.016"," 337.115","  93.643"," 87","0","   5.206"," 112.608","  31.280","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:14:258","1723101687940","  76.356","  53.000"," 1700","  42.061"," 788.711"," 219.086","  28.870"," 340.037","  94.455"," 71","0","   3.573"," 112.969","  31.380","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:14:355","1723343683715","  76.453","  15.000"," 1700","   9.518"," 789.635"," 219.343","   1.996"," 340.231","  94.509"," 66","0","   1.510"," 113.116","  31.421","   0.000","   0.003","   0.001","  47.000","  750"
"09:02:14:458","1723600781475","  76.556","   4.000","  800","   6.418"," 790.296"," 219.527","   1.402"," 340.375","  94.549"," 64","0","   1.545"," 113.275","  31.465","   0.000","   0.003","   0.001","  47.000","  750"
