"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","GT Power_0(Watt)","Cumulative GT Energy_0(Joules)","Cumulative GT Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"10:02:28:808","566192021338","  28.613","   0.000","  800","   1.952"," 278.950","  77.486","   0.009"," 110.443","  30.679"," 61","0","   1.251","  39.487","  10.969","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:28:908","566441744780","  28.713","   0.000"," 1700","   1.811"," 279.131","  77.537","   0.009"," 110.444","  30.679"," 60","0","   1.248","  39.612","  11.003","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:29:008","566690897438","  28.813","   2.000","  800","   3.289"," 279.460","  77.628","   0.380"," 110.482","  30.689"," 60","0","   1.386","  39.750","  11.042","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:29:102","566927486600","  28.907","   1.000"," 1700","   2.401"," 279.688","  77.691","   0.160"," 110.497","  30.694"," 60","0","   1.281","  39.872","  11.075","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:29:202","567176786806","  29.007","   2.000"," 3100","   3.575"," 280.045","  77.790","   0.744"," 110.571","  30.714"," 60","0","   1.312","  40.003","  11.112","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:29:304","567430230262","  29.109","  12.000"," 3500","  21.530"," 282.233","  78.398","   9.909"," 111.578","  30.994"," 65","0","   1.524","  40.158","  11.155","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:29:407","567686241948","  29.212","  12.000"," 3600","  21.174"," 284.406","  79.002","   9.555"," 112.559","  31.266"," 65","0","   1.785","  40.341","  11.206","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:29:507","567937609825","  29.312","  12.000"," 3600","  21.369"," 286.560","  79.600","   9.649"," 113.531","  31.536"," 65","0","   1.863","  40.529","  11.258","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:29:602","568174487259","  29.407","  12.000"," 3300","  21.420"," 288.594","  80.165","   9.762"," 114.458","  31.794"," 65","0","   2.002","  40.719","  11.311","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:29:703","568424448271","  29.508","  14.000"," 3600","  23.395"," 290.939","  80.816","  11.261"," 115.587","  32.107"," 70","0","   2.014","  40.921","  11.367","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:29:804","568676187550","  29.609","   1.000","  800","   4.324"," 291.375","  80.938","   1.169"," 115.705","  32.140"," 61","0","   1.365","  41.058","  11.405","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:29:904","568927469500","  29.709","   0.000","  800","   1.904"," 291.567","  80.991","   0.014"," 115.706","  32.141"," 60","0","   1.252","  41.184","  11.440","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:30:005","569178830663","  29.810","   0.000","  800","   1.964"," 291.765","  81.046","   0.008"," 115.707","  32.141"," 61","0","   1.249","  41.310","  11.475","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:30:106","569429888170","  29.911","   1.000"," 1700","   2.703"," 292.037","  81.121","   0.212"," 115.728","  32.147"," 61","0","   1.302","  41.441","  11.512","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:30:207","569681619550","  30.012","   0.000","  800","   2.143"," 292.253","  81.181","   0.039"," 115.732","  32.148"," 60","0","   1.264","  41.569","  11.547","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:30:308","569933186888","  30.113","   0.000","  800","   2.040"," 292.459","  81.239","   0.010"," 115.733","  32.148"," 59","0","   1.251","  41.695","  11.582","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:30:408","570182810838","  30.213","   0.000","  800","   1.906"," 292.650","  81.292","   0.009"," 115.734","  32.148"," 60","0","   1.254","  41.821","  11.617","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:30:503","570419885655","  30.308","   4.000"," 1700","   3.701"," 293.002","  81.389","   0.399"," 115.772","  32.159"," 60","0","   1.407","  41.954","  11.654","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:30:603","570669137185","  30.408","   5.000"," 1700","   4.553"," 293.456","  81.516","   0.721"," 115.844","  32.179"," 59","0","   1.416","  42.096","  11.693","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:30:708","570931051200","  30.513","   2.000","  800","   4.170"," 293.894","  81.637","   0.587"," 115.906","  32.196"," 60","0","   1.394","  42.242","  11.734","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:30:808","571180637425","  30.613","   0.000","  800","   1.960"," 294.090","  81.692","   0.014"," 115.907","  32.196"," 63","0","   1.259","  42.368","  11.769","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:30:908","571429918575","  30.713","   3.000","  800","   5.405"," 294.631","  81.842","   1.563"," 116.063","  32.240"," 59","0","   1.301","  42.498","  11.805","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:31:008","571679346775","  30.813","   0.000","  800","   2.209"," 294.852","  81.903","   0.093"," 116.073","  32.242"," 60","0","   1.293","  42.628","  11.841","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:31:103","571917435865","  30.908","   2.000"," 1700","   3.453"," 295.181","  81.995","   0.529"," 116.123","  32.256"," 60","0","   1.297","  42.751","  11.875","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:31:204","572168812338","  31.009","   0.000","  800","   1.972"," 295.380","  82.050","   0.032"," 116.126","  32.257"," 59","0","   1.269","  42.879","  11.911","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:31:305","572420264400","  31.110","   0.000","  800","   2.374"," 295.619","  82.116","   0.096"," 116.136","  32.260"," 60","0","   1.282","  43.009","  11.947","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:31:406","572671906050","  31.211","   0.000","  800","   1.855"," 295.806","  82.168","   0.011"," 116.137","  32.260"," 61","0","   1.257","  43.135","  11.982","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:31:506","572922998113","  31.311","   0.000","  800","   1.932"," 296.001","  82.222","   0.019"," 116.139","  32.261"," 59","0","   1.256","  43.262","  12.017","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:31:602","573163046200","  31.407","   0.000"," 1700","   2.100"," 296.203","  82.279","   0.051"," 116.144","  32.262"," 59","0","   1.264","  43.384","  12.051","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:31:708","573425325300","  31.513","   3.000","  800","   4.132"," 296.638","  82.399","   0.630"," 116.210","  32.281"," 60","0","   1.411","  43.532","  12.092","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:31:807","573674339419","  31.612","  11.000"," 3600","  16.550"," 298.290","  82.858","   6.991"," 116.908","  32.475"," 68","0","   1.597","  43.691","  12.136","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:31:907","573923749613","  31.712","  12.000"," 3600","  21.535"," 300.443","  83.456","  10.301"," 117.938","  32.761"," 70","0","   1.541","  43.845","  12.179","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:32:003","574160879146","  31.808","  34.000"," 3500","  32.717"," 303.554","  84.320","  20.790"," 119.915","  33.310"," 64","0","   1.747","  44.011","  12.225","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:32:104","574413502054","  31.909","  27.000"," 3500","  30.380"," 306.631","  85.175","  18.309"," 121.769","  33.825"," 64","0","   1.847","  44.199","  12.277","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:32:203","574660143734","  32.008","  16.000"," 3500","  23.862"," 308.990","  85.831","  12.441"," 123.000","  34.167"," 67","0","   1.747","  44.371","  12.325","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:32:304","574913615932","  32.109","  13.000"," 3500","  21.606"," 311.186","  86.441","  10.569"," 124.074","  34.465"," 66","0","   1.578","  44.532","  12.370","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:32:404","575161109638","  32.209","  13.000"," 3500","  22.189"," 313.388","  87.052","  10.726"," 125.138","  34.761"," 68","0","   1.609","  44.691","  12.414","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:32:507","575417975097","  32.312","  13.000"," 3500","  21.671"," 315.620","  87.672","  10.480"," 126.217","  35.060"," 68","0","   1.562","  44.852","  12.459","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:32:602","575657162291","  32.407","  15.000"," 3300","  23.798"," 317.902","  88.306","  12.268"," 127.394","  35.387"," 65","0","   1.671","  45.012","  12.503","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:32:707","575919141211","  32.512","  14.000"," 3600","  22.619"," 320.277","  88.966","  11.188"," 128.569","  35.714"," 71","0","   1.612","  45.182","  12.550","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:32:803","576158038395","  32.608","   7.000"," 1700","  11.569"," 321.385","  89.274","   5.093"," 129.057","  35.849"," 60","0","   1.454","  45.321","  12.589","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:32:905","576412084095","  32.710","   1.000"," 1700","   2.675"," 321.658","  89.349","   0.096"," 129.066","  35.852"," 61","0","   1.321","  45.456","  12.627","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:33:008","576667850088","  32.813","   1.000","  800","   2.443"," 321.908","  89.419","   0.172"," 129.084","  35.857"," 60","0","   1.317","  45.591","  12.664","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:33:102","576904361200","  32.907","   1.000"," 1700","   2.270"," 322.124","  89.479","   0.096"," 129.093","  35.859"," 60","0","   1.273","  45.711","  12.698","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:33:203","577154229963","  33.008","   0.000","  800","   2.165"," 322.341","  89.539","   0.064"," 129.100","  35.861"," 60","0","   1.287","  45.840","  12.733","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:33:304","577405816750","  33.109","   0.000","  800","   2.105"," 322.553","  89.598","   0.014"," 129.101","  35.861"," 59","0","   1.251","  45.966","  12.768","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:33:408","577665493338","  33.213","   0.000","  800","   1.977"," 322.759","  89.655","   0.028"," 129.104","  35.862"," 60","0","   1.255","  46.097","  12.805","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:33:505","577908512850","  33.310","   0.000","  800","   1.892"," 322.943","  89.706","   0.013"," 129.105","  35.863"," 60","0","   1.253","  46.219","  12.839","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:33:606","578159454280","  33.411","   1.000"," 2500","   2.563"," 323.201","  89.778","   0.226"," 129.128","  35.869"," 60","0","   1.294","  46.349","  12.875","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:33:707","578411099138","  33.512","   2.000","  800","   3.907"," 323.595","  89.888","   0.515"," 129.180","  35.883"," 59","0","   1.388","  46.489","  12.914","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:33:807","578662549260","  33.612","   0.000"," 1700","   2.177"," 323.815","  89.948","   0.062"," 129.186","  35.885"," 60","0","   1.281","  46.618","  12.950","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:33:908","578912767325","  33.713","   0.000","  800","   1.838"," 323.999","  90.000","   0.008"," 129.187","  35.885"," 59","0","   1.252","  46.744","  12.984","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:34:008","579162022388","  33.813","   0.000","  800","   1.888"," 324.188","  90.052","   0.014"," 129.188","  35.886"," 59","0","   1.255","  46.869","  13.019","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:34:102","579398538372","  33.907","   2.000"," 2800","   3.812"," 324.549","  90.153","   0.787"," 129.263","  35.906"," 60","0","   1.306","  46.993","  13.054","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:34:208","579660844213","  34.013","   3.000","  800","   6.464"," 325.229","  90.341","   2.487"," 129.524","  35.979"," 62","0","   1.331","  47.133","  13.093","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:34:306","579906096138","  34.111","   4.000","  800","   5.032"," 325.724","  90.479","   0.929"," 129.616","  36.004"," 60","0","   1.386","  47.270","  13.130","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:34:408","580159825675","  34.213","   1.000","  800","   2.539"," 325.982","  90.551","   0.089"," 129.625","  36.007"," 59","0","   1.318","  47.404","  13.168","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:34:505","580403194475","  34.310","   2.000","  800","   2.784"," 326.254","  90.626","   0.294"," 129.654","  36.015"," 59","0","   1.331","  47.533","  13.204","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:34:606","580654556896","  34.411","   4.000"," 2500","   4.408"," 326.698","  90.749","   0.781"," 129.732","  36.037"," 59","0","   1.348","  47.669","  13.241","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:34:704","580898325000","  34.509","   2.000","  800","   4.019"," 327.091","  90.859","   0.527"," 129.784","  36.051"," 59","0","   1.377","  47.804","  13.279","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:34:804","581148777898","  34.609","   6.000"," 3600","  10.153"," 328.110","  91.142","   3.943"," 130.180","  36.161"," 64","0","   1.394","  47.944","  13.318","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:34:903","581395084294","  34.708","  12.000"," 3500","  17.047"," 329.794","  91.609","   6.944"," 130.865","  36.352"," 65","0","   1.514","  48.093","  13.359","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:35:004","581648000859","  34.809","  12.000"," 3600","  23.022"," 332.128","  92.258","  11.136"," 131.995","  36.665"," 65","0","   1.430","  48.238","  13.400","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:35:104","581897648984","  34.909","  12.000"," 3600","  22.554"," 334.385","  92.885","  10.865"," 133.082","  36.967"," 63","0","   1.404","  48.379","  13.439","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:35:205","582147599596","  35.010","  12.000"," 3600","  22.806"," 336.671","  93.520","  11.075"," 134.192","  37.276"," 65","0","   1.440","  48.523","  13.479","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:35:305","582397534794","  35.110","  12.000"," 3600","  22.253"," 338.901","  94.139","  10.654"," 135.260","  37.572"," 65","0","   1.384","  48.662","  13.517","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:35:407","582652552515","  35.212","  12.000"," 3500","  22.468"," 341.198","  94.777","  10.845"," 136.368","  37.880"," 65","0","   1.420","  48.807","  13.558","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:35:505","582897452239","  35.310","  12.000"," 3500","  22.436"," 343.401","  95.389","  10.712"," 137.420","  38.172"," 64","0","   1.411","  48.946","  13.596","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:35:605","583147312485","  35.410","  13.000"," 3300","  22.657"," 345.671","  96.020","  11.105"," 138.533","  38.481"," 63","0","   1.439","  49.090","  13.636","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:35:706","583397208771","  35.511","  13.000"," 3600","  23.508"," 348.026","  96.674","  11.672"," 139.702","  38.806"," 65","0","   1.525","  49.243","  13.679","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:35:806","583647110640","  35.611","  12.000"," 3500","  22.668"," 350.297","  97.305","  10.979"," 140.802","  39.112"," 65","0","   1.429","  49.386","  13.718","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:35:906","583897083540","  35.711","  12.000"," 3600","  22.656"," 352.568","  97.935","  10.914"," 141.896","  39.415"," 65","0","   1.419","  49.528","  13.758","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:36:006","584147046861","  35.811","  12.000"," 3600","  22.326"," 354.805","  98.557","  10.707"," 142.969","  39.714"," 64","0","   1.411","  49.669","  13.797","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:36:102","584387025032","  35.907","  13.000"," 3300","  22.832"," 357.002","  99.167","  11.120"," 144.039","  40.011"," 66","0","   1.432","  49.807","  13.835","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:36:207","584647301138","  36.012","  12.000","  800","  16.869"," 358.762","  99.656","   7.437"," 144.815","  40.226"," 62","0","   1.558","  49.970","  13.880","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:36:307","584898386425","  36.112","   3.000","  800","   4.969"," 359.262","  99.795","   0.624"," 144.878","  40.244"," 60","0","   1.376","  50.108","  13.919","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:36:406","585143913263","  36.211","   0.000","  800","   1.932"," 359.453","  99.848","   0.011"," 144.879","  40.244"," 59","0","   1.256","  50.232","  13.953","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:36:508","585397596013","  36.313","   0.000","  800","   2.191"," 359.675","  99.910","   0.062"," 144.885","  40.246"," 60","0","   1.268","  50.361","  13.989","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:36:603","585635695590","  36.408","   0.000"," 1700","   2.243"," 359.890","  99.969","   0.066"," 144.891","  40.248"," 60","0","   1.281","  50.483","  14.023","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:36:708","585896429000","  36.513","   2.000","  800","   3.890"," 360.296"," 100.082","   0.471"," 144.941","  40.261"," 60","0","   1.395","  50.629","  14.064","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:36:802","586133079630","  36.607","   5.000"," 1700","   4.246"," 360.699"," 100.194","   0.477"," 144.986","  40.274"," 60","0","   1.462","  50.768","  14.102","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:36:908","586395400850","  36.713","   2.000","  800","   3.067"," 361.022"," 100.284","   0.234"," 145.010","  40.281"," 63","0","   1.366","  50.911","  14.142","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:37:003","586632056888","  36.808","   1.000","  800","   2.774"," 361.285"," 100.357","   0.177"," 145.027","  40.285"," 60","0","   1.339","  51.038","  14.177","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:37:103","586882497305","  36.908","   2.000"," 1700","   3.455"," 361.632"," 100.453","   0.569"," 145.084","  40.301"," 60","0","   1.299","  51.169","  14.214","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:37:203","587131713350","  37.008","   1.000","  800","   2.507"," 361.882"," 100.523","   0.111"," 145.096","  40.304"," 61","0","   1.303","  51.299","  14.250","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:37:304","587384186005","  37.109","   0.000"," 1700","   1.865"," 362.071"," 100.575","   0.012"," 145.097","  40.305"," 59","0","   1.255","  51.426","  14.285","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:37:405","587636956495","  37.210","   5.000"," 1700","   6.376"," 362.717"," 100.755","   1.952"," 145.295","  40.360"," 61","0","   1.350","  51.563","  14.323","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:37:504","587882154763","  37.309","   1.000","  800","   2.728"," 362.985"," 100.829","   0.123"," 145.307","  40.363"," 61","0","   1.327","  51.693","  14.359","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:37:607","588139524426","  37.412","   2.000"," 2500","   2.929"," 363.287"," 100.913","   0.277"," 145.335","  40.371"," 60","0","   1.316","  51.829","  14.397","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:37:702","588377816940","  37.507","   4.000"," 1700","   5.504"," 363.813"," 101.059","   1.061"," 145.437","  40.399"," 60","0","   1.418","  51.965","  14.435","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:37:804","588630172188","  37.609","   1.000","  800","   2.613"," 364.078"," 101.133","   0.093"," 145.446","  40.402"," 58","0","   1.328","  52.099","  14.472","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:37:906","588886643520","  37.711","   1.000"," 1700","   2.938"," 364.380"," 101.217","   0.226"," 145.469","  40.408"," 59","0","   1.301","  52.233","  14.509","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:38:003","589126403570","  37.808","   3.000"," 1700","   3.948"," 364.759"," 101.322","   0.511"," 145.518","  40.422"," 60","0","   1.340","  52.361","  14.545","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:38:103","589377506800","  37.908","   2.000"," 1700","   3.055"," 365.067"," 101.407","   0.236"," 145.542","  40.428"," 59","0","   1.336","  52.496","  14.582","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:38:207","589637385989","  38.012","   9.000"," 3500","  13.678"," 366.492"," 101.803","   5.953"," 146.162","  40.601"," 66","0","   1.469","  52.649","  14.625","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:38:304","589877034646","  38.109","  12.000"," 3500","  21.464"," 368.554"," 102.376","   9.876"," 147.111","  40.864"," 66","0","   1.546","  52.798","  14.666","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:38:407","590136201617","  38.212","  12.000"," 3600","  21.087"," 370.745"," 102.985","   9.690"," 148.118","  41.144"," 64","0","   1.564","  52.960","  14.711","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:38:507","590385619646","  38.312","  12.000"," 3600","  21.289"," 372.874"," 103.576","   9.785"," 149.097","  41.416"," 65","0","   1.491","  53.109","  14.753","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:38:603","590623781485","  38.408","  10.000"," 1700","  16.150"," 374.416"," 104.005","   6.969"," 149.762","  41.601"," 60","0","   1.517","  53.254","  14.793","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:38:708","590884880000","  38.513","   2.000","  800","   4.111"," 374.847"," 104.124","   0.517"," 149.816","  41.616"," 60","0","   1.395","  53.400","  14.833","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:38:806","591129651550","  38.611","   0.000","  800","   1.930"," 375.036"," 104.177","   0.018"," 149.818","  41.616"," 59","0","   1.263","  53.524","  14.868","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:38:904","591375196735","  38.709","   0.000"," 1700","   1.924"," 375.226"," 104.229","   0.021"," 149.820","  41.617"," 59","0","   1.253","  53.647","  14.902","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:39:005","591626193400","  38.810","   0.000","  800","   2.247"," 375.452"," 104.292","   0.126"," 149.833","  41.620"," 59","0","   1.296","  53.778","  14.938","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:39:103","591871126360","  38.908","   0.000"," 1700","   2.005"," 375.649"," 104.347","   0.040"," 149.837","  41.621"," 59","0","   1.258","  53.901","  14.973","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:39:207","592129236838","  39.012","   0.000","  800","   2.171"," 375.873"," 104.409","   0.080"," 149.845","  41.624"," 59","0","   1.283","  54.034","  15.009","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:39:307","592379998204","  39.112","   4.000"," 2500","   4.592"," 376.335"," 104.537","   0.771"," 149.922","  41.645"," 60","0","   1.446","  54.180","  15.050","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:39:408","592630898825","  39.213","   1.000","  800","   3.195"," 376.656"," 104.627","   0.389"," 149.961","  41.656"," 63","0","   1.361","  54.316","  15.088","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:39:508","592880265763","  39.313","   0.000","  800","   2.233"," 376.880"," 104.689","   0.082"," 149.970","  41.658"," 59","0","   1.281","  54.444","  15.123","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:39:603","593117705375","  39.408","   0.000"," 1700","   2.093"," 377.079"," 104.744","   0.040"," 149.973","  41.659"," 59","0","   1.264","  54.565","  15.157","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:39:708","593379117788","  39.513","   3.000","  800","   4.260"," 377.525"," 104.868","   0.684"," 150.045","  41.679"," 59","0","   1.402","  54.712","  15.198","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:39:808","593628652688","  39.613","   0.000","  800","   1.799"," 377.705"," 104.918","   0.008"," 150.046","  41.679"," 58","0","   1.250","  54.837","  15.232","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:39:908","593878001113","  39.713","   0.000","  800","   1.773"," 377.883"," 104.967","   0.006"," 150.047","  41.680"," 59","0","   1.245","  54.961","  15.267","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:40:008","594127383725","  39.813","   0.000","  800","   1.871"," 378.070"," 105.019","   0.012"," 150.048","  41.680"," 58","0","   1.258","  55.087","  15.302","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:40:103","594365494383","  39.908","   2.000"," 3000","   3.513"," 378.405"," 105.112","   0.618"," 150.107","  41.696"," 59","0","   1.297","  55.211","  15.336","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:40:204","594616830238","  40.009","   2.000","  800","   4.173"," 378.825"," 105.229","   0.789"," 150.186","  41.718"," 58","0","   1.329","  55.345","  15.374","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:40:305","594868157550","  40.110","   0.000","  800","   2.169"," 379.044"," 105.290","   0.027"," 150.189","  41.719"," 58","0","   1.261","  55.472","  15.409","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:40:405","595119482338","  40.210","   0.000","  800","   1.827"," 379.228"," 105.341","   0.010"," 150.190","  41.719"," 58","0","   1.248","  55.598","  15.444","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:40:506","595370135250","  40.311","   6.000","  800","   5.592"," 379.790"," 105.497","   1.051"," 150.295","  41.749"," 58","0","   1.520","  55.750","  15.486","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:40:603","595611737100","  40.408","   3.000"," 3300","   4.984"," 380.273"," 105.631","   1.617"," 150.452","  41.792"," 61","0","   1.399","  55.886","  15.524","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:40:706","595870510243","  40.511","  17.000"," 3300","  26.308"," 383.002"," 106.389","  17.577"," 152.276","  42.299"," 66","0","   1.618","  56.054","  15.570","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:40:807","596120357316","  40.612","  12.000"," 3300","  21.421"," 385.148"," 106.986","  13.360"," 153.614","  42.671"," 68","0","   1.549","  56.209","  15.614","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:40:907","596370038205","  40.712","  12.000"," 3300","  21.305"," 387.281"," 107.578","  13.271"," 154.942","  43.040"," 68","0","   1.506","  56.360","  15.655","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:41:007","596619592216","  40.812","  12.000"," 3300","  21.720"," 389.454"," 108.182","  13.626"," 156.306","  43.418"," 68","0","   1.528","  56.512","  15.698","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:41:107","596869132618","  40.912","  13.000"," 3300","  22.023"," 391.657"," 108.794","  13.870"," 157.693","  43.804"," 62","0","   1.604","  56.673","  15.742","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:41:207","597119042188","  41.012","  12.000"," 3300","  21.531"," 393.814"," 109.393","  13.569"," 159.053","  44.181"," 69","0","   1.489","  56.822","  15.784","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:41:308","597369884388","  41.113","   1.000","  800","   3.687"," 394.185"," 109.496","   0.855"," 159.139","  44.205"," 60","0","   1.316","  56.954","  15.821","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:41:408","597619308350","  41.213","   0.000","  800","   1.855"," 394.371"," 109.547","   0.012"," 159.140","  44.206"," 59","0","   1.252","  57.080","  15.855","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:41:508","597868725550","  41.313","   0.000","  800","   1.919"," 394.563"," 109.601","   0.015"," 159.142","  44.206"," 60","0","   1.255","  57.205","  15.890","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:41:603","598105559865","  41.408","   0.000"," 1700","   2.068"," 394.759"," 109.655","   0.035"," 159.145","  44.207"," 60","0","   1.262","  57.325","  15.924","   0.000","   0.003","   0.001","  47.000","  750"
