"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","GT Power_0(Watt)","Cumulative GT Energy_0(Joules)","Cumulative GT Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)"
"10:02:06:006","509318403775","   5.810","   0.000","  800","   1.928","  87.197","  24.221","   0.013","  33.991","   9.442"," 64","0","   1.255","   8.261","   2.295","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:06:106","509569758738","   5.911","   1.000","  800","   2.737","  87.473","  24.298","   0.222","  34.013","   9.448"," 65","0","   1.312","   8.393","   2.331","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:06:207","509821410288","   6.012","   0.000","  800","   1.903","  87.665","  24.351","   0.030","  34.016","   9.449"," 66","0","   1.256","   8.520","   2.367","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:06:304","510063798575","   6.109","   0.000"," 1700","   1.941","  87.853","  24.404","   0.018","  34.018","   9.449"," 64","0","   1.263","   8.643","   2.401","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:06:408","510321390300","   6.213","   0.000","  800","   2.001","  88.060","  24.461","   0.011","  34.019","   9.450"," 66","0","   1.250","   8.772","   2.437","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:06:508","510570802200","   6.313","   0.000","  800","   2.018","  88.262","  24.517","   0.029","  34.022","   9.451"," 65","0","   1.256","   8.898","   2.472","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:06:603","510809770525","   6.408","   1.000"," 1700","   2.434","  88.495","  24.582","   0.169","  34.038","   9.455"," 64","0","   1.282","   9.020","   2.506","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:06:708","511069623113","   6.513","   3.000","  800","   4.913","  89.007","  24.724","   0.621","  34.103","   9.473"," 65","0","   1.403","   9.167","   2.546","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:06:808","511319063675","   6.613","   0.000","  800","   2.037","  89.211","  24.781","   0.032","  34.106","   9.474"," 65","0","   1.264","   9.293","   2.581","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:06:908","511568625113","   6.713","   0.000","  800","   2.152","  89.426","  24.841","   0.061","  34.112","   9.476"," 64","0","   1.279","   9.421","   2.617","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:07:003","511806958550","   6.808","   0.000","  800","   2.317","  89.647","  24.902","   0.100","  34.122","   9.478"," 65","0","   1.299","   9.545","   2.651","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:07:108","512067273613","   6.913","   2.000","  800","   3.307","  89.992","  24.998","   0.541","  34.178","   9.494"," 64","0","   1.299","   9.681","   2.689","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:07:205","512309701225","   7.010","   0.000","  800","   1.917","  90.179","  25.050","   0.030","  34.181","   9.495"," 65","0","   1.255","   9.802","   2.723","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:07:306","512561219110","   7.111","   0.000"," 1700","   1.939","  90.374","  25.104","   0.016","  34.183","   9.495"," 64","0","   1.263","   9.930","   2.758","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:07:407","512812873913","   7.212","   0.000","  800","   1.899","  90.566","  25.157","   0.025","  34.185","   9.496"," 65","0","   1.257","  10.057","   2.794","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:07:507","513064135638","   7.312","   0.000","  800","   2.069","  90.774","  25.215","   0.025","  34.188","   9.497"," 64","0","   1.261","  10.184","   2.829","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:07:603","513303829754","   7.408","  11.000"," 3500","  18.331","  92.536","  25.704","   8.260","  34.982","   9.717"," 70","0","   1.418","  10.320","   2.867","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:07:707","513563433623","   7.512","  13.000"," 3600","  22.942","  94.924","  26.368","  11.181","  36.145","  10.040"," 72","0","   1.484","  10.474","   2.910","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:07:806","513808151730","   7.611","  12.000"," 3500","  22.626","  97.144","  26.984","  10.829","  37.208","  10.336"," 73","0","   1.389","  10.611","   2.947","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:07:902","514049906348","   7.707","  12.000"," 3500","  22.598","  99.334","  27.593","  10.789","  38.254","  10.626"," 74","0","   1.402","  10.747","   2.985","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:08:007","514311687888","   7.812","  12.000"," 3600","  22.628"," 101.709","  28.252","  10.810","  39.388","  10.941"," 73","0","   1.397","  10.893","   3.026","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:08:107","514561121813","   7.912","  13.000"," 3600","  22.689"," 103.978","  28.883","  10.942","  40.483","  11.245"," 74","0","   1.469","  11.040","   3.067","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:08:207","514810518665","   8.012","  12.000"," 3500","  22.394"," 106.217","  29.505","  10.703","  41.553","  11.542"," 73","0","   1.376","  11.178","   3.105","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:08:305","515054937400","   8.110","   7.000","  800","  11.366"," 107.331","  29.814","   5.733","  42.115","  11.698"," 65","0","   1.426","  11.317","   3.144","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:08:408","515309833100","   8.213","   0.000","  800","   1.966"," 107.532","  29.870","   0.027","  42.117","  11.699"," 64","0","   1.258","  11.446","   3.179","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:08:508","515559247338","   8.313","   0.000","  800","   2.084"," 107.740","  29.928","   0.029","  42.120","  11.700"," 64","0","   1.259","  11.572","   3.214","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:08:604","515798453120","   8.409","   0.000"," 1700","   2.378"," 107.968","  29.991","   0.074","  42.127","  11.702"," 63","0","   1.285","  11.695","   3.249","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:08:708","516058091225","   8.513","   2.000","  800","   3.668"," 108.350","  30.097","   0.432","  42.172","  11.715"," 65","0","   1.380","  11.839","   3.289","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:08:803","516296306438","   8.608","   0.000","  800","   1.938"," 108.535","  30.149","   0.015","  42.174","  11.715"," 66","0","   1.258","  11.959","   3.322","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:08:904","516547985913","   8.709","   0.000","  800","   1.861"," 108.723","  30.201","   0.013","  42.175","  11.715"," 64","0","   1.255","  12.086","   3.357","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:09:005","516799180613","   8.810","   0.000","  800","   2.367"," 108.961","  30.267","   0.088","  42.184","  11.718"," 64","0","   1.293","  12.216","   3.393","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:09:106","517050596775","   8.911","   0.000","  800","   2.242"," 109.187","  30.330","   0.087","  42.193","  11.720"," 63","0","   1.279","  12.345","   3.429","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:09:206","517302010738","   9.011","   0.000","  800","   2.010"," 109.390","  30.386","   0.031","  42.196","  11.721"," 64","0","   1.266","  12.472","   3.465","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:09:307","517553633480","   9.112","   0.000"," 1700","   2.106"," 109.602","  30.445","   0.022","  42.198","  11.722"," 64","0","   1.266","  12.600","   3.500","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:09:408","517804051500","   9.213","   0.000","  800","   2.046"," 109.808","  30.502","   0.044","  42.202","  11.723"," 64","0","   1.268","  12.727","   3.535","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:09:508","518053474375","   9.313","   0.000","  800","   2.032"," 110.011","  30.559","   0.042","  42.207","  11.724"," 63","0","   1.262","  12.853","   3.570","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:09:603","518292447665","   9.408","   1.000"," 1700","   2.570"," 110.257","  30.627","   0.198","  42.226","  11.729"," 64","0","   1.290","  12.977","   3.605","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:09:708","518552367550","   9.513","   2.000","  800","   3.807"," 110.654","  30.737","   0.474","  42.275","  11.743"," 64","0","   1.395","  13.122","   3.645","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:09:808","518801749000","   9.613","   0.000","  800","   1.962"," 110.850","  30.792","   0.019","  42.277","  11.744"," 64","0","   1.259","  13.248","   3.680","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:09:908","519051575225","   9.713","   0.000"," 1700","   1.822"," 111.033","  30.842","   0.008","  42.278","  11.744"," 64","0","   1.246","  13.373","   3.715","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:10:008","519300680988","   9.813","   0.000","  800","   2.023"," 111.235","  30.899","   0.017","  42.279","  11.744"," 64","0","   1.262","  13.499","   3.750","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:10:103","519538519592","   9.908","   2.000"," 3100","   3.482"," 111.567","  30.991","   0.591","  42.336","  11.760"," 63","0","   1.309","  13.624","   3.784","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:10:204","519790173375","  10.009","   2.000","  800","   3.729"," 111.943","  31.095","   0.752","  42.411","  11.781"," 64","0","   1.314","  13.757","   3.821","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:10:306","520045754069","  10.111","   7.000"," 3100","  12.311"," 113.205","  31.446","   4.932","  42.917","  11.921"," 67","0","   1.405","  13.901","   3.861","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:10:404","520290018363","  10.209","  14.000"," 3600","  22.848"," 115.442","  32.067","  11.251","  44.019","  12.227"," 66","0","   1.452","  14.043","   3.901","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:10:505","520539943882","  10.309","  12.000"," 3500","  21.344"," 117.581","  32.661","   9.742","  44.995","  12.499"," 68","0","   1.466","  14.190","   3.942","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:10:603","520786510983","  10.408","  12.000"," 3500","  21.656"," 119.722","  33.256","  10.086","  45.992","  12.776"," 68","0","   1.479","  14.336","   3.982","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:10:705","521039466142","  10.510","  13.000"," 3500","  22.496"," 122.003","  33.890","  10.741","  47.081","  13.078"," 70","0","   1.508","  14.489","   4.025","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:10:805","521289377784","  10.610","  12.000"," 3600","  21.765"," 124.184","  34.496","  10.079","  48.091","  13.359"," 72","0","   1.481","  14.637","   4.066","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:10:905","521539027921","  10.710","  12.000"," 3600","  21.703"," 126.356","  35.099","  10.036","  49.096","  13.638"," 71","0","   1.481","  14.785","   4.107","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:11:006","521789845375","  10.811","   9.000","  800","  15.917"," 127.957","  35.544","   7.057","  49.805","  13.835"," 65","0","   1.454","  14.932","   4.148","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:11:106","522039880284","  10.911","   9.000"," 3600","  11.060"," 129.065","  35.852","   4.303","  50.237","  13.955"," 67","0","   1.447","  15.077","   4.188","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:11:206","522290726163","  11.011","   6.000","  800","  10.466"," 130.118","  36.144","   4.180","  50.657","  14.071"," 65","0","   1.379","  15.215","   4.226","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:11:307","522542525975","  11.112","   1.000"," 1700","   3.181"," 130.439","  36.233","   0.184","  50.676","  14.077"," 65","0","   1.317","  15.348","   4.263","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:11:408","522792640550","  11.213","   0.000","  800","   2.235"," 130.663","  36.295","   0.015","  50.677","  14.077"," 65","0","   1.254","  15.474","   4.298","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:11:503","523031638775","  11.308","   4.000"," 1700","   6.315"," 131.268","  36.463","   1.834","  50.853","  14.126"," 63","0","   1.331","  15.602","   4.334","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:11:603","523280962560","  11.408","   1.000"," 1700","   2.444"," 131.513","  36.531","   0.165","  50.869","  14.130"," 64","0","   1.283","  15.730","   4.369","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:11:708","523540768250","  11.513","   2.000","  800","   4.036"," 131.933","  36.648","   0.493","  50.921","  14.145"," 64","0","   1.386","  15.874","   4.410","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:11:808","523790203238","  11.613","   1.000","  800","   2.469"," 132.180","  36.717","   0.118","  50.933","  14.148"," 64","0","   1.318","  16.006","   4.446","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:11:908","524039746925","  11.713","   0.000","  800","   2.089"," 132.389","  36.775","   0.012","  50.934","  14.148"," 63","0","   1.250","  16.131","   4.481","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:12:008","524289047338","  11.813","   0.000","  800","   1.844"," 132.573","  36.826","   0.008","  50.935","  14.149"," 64","0","   1.253","  16.256","   4.516","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:12:103","524526803505","  11.908","   1.000"," 2500","   2.888"," 132.849","  36.902","   0.277","  50.961","  14.156"," 64","0","   1.318","  16.382","   4.551","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:12:204","524778385763","  12.009","   0.000","  800","   2.029"," 133.053","  36.959","   0.048","  50.966","  14.157"," 62","0","   1.268","  16.510","   4.586","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:12:308","525037488530","  12.113","   0.000"," 1700","   1.868"," 133.247","  37.013","   0.011","  50.967","  14.157"," 63","0","   1.257","  16.640","   4.622","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:12:405","525281307625","  12.210","   0.000","  800","   1.855"," 133.429","  37.064","   0.017","  50.969","  14.158"," 63","0","   1.253","  16.763","   4.656","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:12:506","525532720095","  12.311","   0.000"," 1700","   2.079"," 133.638","  37.122","   0.030","  50.972","  14.159"," 63","0","   1.262","  16.890","   4.692","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:12:603","525775149450","  12.408","   1.000"," 1700","   2.463"," 133.878","  37.188","   0.166","  50.988","  14.163"," 64","0","   1.275","  17.014","   4.726","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:12:708","526035044150","  12.513","   2.000","  800","   3.807"," 134.275","  37.298","   0.511","  51.041","  14.178"," 64","0","   1.388","  17.159","   4.766","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:12:808","526284439800","  12.613","   3.000","  800","   5.576"," 134.832","  37.453","   0.675","  51.108","  14.197"," 63","0","   1.394","  17.298","   4.805","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:12:908","526533847675","  12.713","   0.000","  800","   2.424"," 135.074","  37.521","   0.120","  51.120","  14.200"," 63","0","   1.304","  17.428","   4.841","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:13:007","526782837567","  12.812","   4.000"," 3600","   6.329"," 135.706","  37.696","   2.105","  51.331","  14.259"," 68","0","   1.319","  17.560","   4.878","   0.000","   0.003","   0.001","  47.000","  750"
"10:02:13:107","527032301996","  12.912","  13.000"," 3600","  23.614"," 138.068","  38.352","  11.521","  52.483","  14.579"," 66","0","   1.988","  17.759","   4.933","   0.000","   0.003","   0.001","  47.000","  750"
